NAME,SEASON,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,PPG
Leilani Carney,2020,3.9,12.2,32.1,2.1,6.5,32.6,2.1,2.4,89.4,12.0
Jordan Robb,2020,1.7,5.2,33.0,0.6,2.0,26.8,0.6,0.8,70.6,4.5
Emma Piggin,2020,3.9,12.9,30.2,1.4,5.0,29.0,2.1,3.0,71.7,11.4
Kelsey Cruz,2020,0.2,0.8,28.6,0.1,0.4,14.3,0.1,0.2,50.0,0.6
Jenae John,2020,0.2,0.8,33.3,0.0,0.0,0.0,0.4,1.1,33.3,0.9
Courtney Sampson,2020,0.3,1.7,19.2,0.1,0.8,16.7,0.2,0.4,50.0,1.0
Jordon Haggerty,2020,2.5,6.8,37.8,0.3,1.6,21.2,5.2,6.5,78.6,10.6
Amira Jensen,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooklyn Golt,2020,1.7,4.3,39.5,0.1,0.9,15.8,1.0,1.9,51.3,4.5
Nicole Fransson,2020,6.5,14.0,46.4,0.0,0.1,0.0,2.2,3.3,66.1,15.2
Jayden Gill,2020,2.4,6.7,35.3,0.1,0.5,10.0,2.7,4.0,66.7,7.5
Lana Shypit,2020,2.3,6.5,35.4,1.1,3.8,28.9,0.6,0.7,92.3,6.3
Jenna Va Delft,2020,0.1,0.9,5.6,0.0,0.2,0.0,0.2,0.3,66.7,0.3
Jolene Vlieg,2020,2.5,8.2,30.5,1.5,5.0,29.7,1.6,2.5,60.8,8.1
Kianna Wiens,2020,3.8,12.7,29.5,1.6,6.1,27.0,2.8,3.6,77.8,11.9
Simran Grewal,2020,0.6,2.1,27.5,0.0,0.1,0.0,0.2,0.4,37.5,1.3
Julia Marshall,2020,2.3,7.8,29.7,1.1,4.0,29.1,0.7,1.2,54.2,6.4
Rolande Taylor,2020,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Nicola Peters,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breanna Cabuco,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kailey Reimer,2020,0.4,1.7,23.1,0.1,0.1,50.0,0.7,0.9,71.4,1.5
Teanna Bradshaw,2020,0.9,3.0,29.8,0.0,0.1,0.0,0.8,1.6,51.6,2.6
Kate Johnson,2020,2.6,6.5,40.4,0.1,0.4,28.6,1.2,2.2,54.3,6.6
Tanis Metcalfe,2020,2.3,4.2,53.9,0.0,0.1,0.0,0.9,1.8,53.1,5.5
Marcie Schlick,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isabelle Khalifa,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hailey Counsell,2020,3.5,10.2,34.5,1.2,4.7,25.5,1.5,2.2,68.2,9.7
Ali Norris,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krysten Lindquist,2020,0.4,1.0,37.5,0.1,0.1,50.0,0.6,1.0,56.3,1.4
Dayna Pearce,2020,0.3,1.6,21.4,0.2,1.0,22.2,0.2,0.4,37.5,1.1
Keylyn Filewich,2020,8.2,13.9,59.1,0.0,0.0,0.0,2.5,4.1,62.2,19.1
Gabrielle Laguerta,2020,2.2,5.7,38.9,1.6,4.1,40.2,0.4,0.6,66.7,6.5
Jessica Hanson,2020,5.7,13.1,43.7,1.5,4.0,37.0,2.0,2.5,80.4,14.9
Dina Strujic,2020,0.8,1.4,57.7,0.0,0.0,0.0,0.3,0.6,60.0,2.0
Olivia Morgan-Cherchas,2020,0.8,1.3,58.3,0.0,0.0,0.0,0.3,0.4,75.0,1.9
Madison Legault,2020,1.6,4.3,37.9,0.0,0.1,0.0,0.1,1.1,9.1,3.4
Maddison Penn,2020,2.2,6.2,36.5,0.5,2.5,20.0,1.8,2.2,80.8,6.8
Emily Martindale,2020,1.3,3.5,36.5,0.2,0.9,23.5,0.7,0.9,76.5,3.5
Kasey Patchell,2020,1.8,6.1,29.5,1.0,3.5,28.6,0.2,0.3,66.7,4.8
Alessia Brutto,2020,2.3,7.6,30.3,0.1,1.1,13.0,0.8,1.5,50.0,5.5
Braxtyn Horbay,2020,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katie Punia,2020,0.2,0.9,21.4,0.1,0.2,33.3,0.5,1.1,43.8,0.9
Mira Witt,2020,0.2,0.8,27.3,0.0,0.1,0.0,0.1,0.6,25.0,0.6
Lucy Faba,2020,0.9,3.7,25.7,0.3,1.4,22.2,0.5,0.8,62.5,2.7
Sadie Beers,2020,0.5,2.8,16.1,0.1,1.2,7.7,0.3,0.4,75.0,1.3
Brianna Falk,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaeli Ibbetson,2020,4.1,14.3,28.5,0.6,2.6,22.6,5.1,7.8,64.9,13.8
Ana Evans,2020,2.2,8.3,26.3,0.3,2.4,14.6,1.7,2.2,75.6,6.5
Tessa Burton,2020,0.6,4.8,12.6,0.6,3.8,14.5,1.1,1.6,69.7,2.9
Jordan Korol,2020,5.0,12.8,39.2,0.1,0.4,25.0,2.2,3.2,70.3,12.3
Mackenzie Horst,2020,1.0,2.4,42.5,0.0,0.1,0.0,0.6,1.1,55.6,2.6
Kelsey Falk,2020,2.6,7.7,33.8,0.2,1.1,22.7,2.0,4.0,50.6,7.5
Josi Debruyn,2020,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
Emily Instant,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikki Cabuco,2020,1.9,6.2,29.6,1.4,4.6,29.3,0.9,1.2,72.0,6.0
Jessica Zawada,2020,0.5,1.9,27.6,0.2,1.1,17.6,0.1,0.1,100.0,1.4
Lauryn Walker,2020,0.8,1.5,53.3,0.5,0.8,62.5,0.1,0.2,50.0,2.2
Madison Draayers,2020,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
Maddy Gobeil,2020,3.2,8.6,36.8,1.1,3.9,28.6,1.4,1.9,73.5,8.8
Victoria Jacobse,2020,0.5,1.4,33.3,0.0,0.1,0.0,0.2,0.4,42.9,1.1
Alexis Worrell,2020,1.4,3.2,41.5,0.6,1.8,30.6,0.3,0.7,50.0,3.6
Natalie Rathler,2020,0.7,2.1,33.3,0.0,0.0,0.0,0.2,0.4,60.0,1.6
Jessica Parker,2020,2.5,7.2,33.8,0.3,2.1,14.0,2.2,2.9,75.9,7.4
Taylor Claggett,2020,6.1,13.9,43.7,0.1,0.5,20.0,7.2,9.1,79.7,19.6
Elissa Vreugdenhil,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veronica Kobes,2020,1.3,2.2,59.0,0.0,0.0,0.0,0.2,0.4,50.0,2.8
Madeline Beerwald,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amanda Thompson,2020,2.1,6.2,34.7,0.8,3.1,23.8,1.6,2.0,78.0,6.7
Deanna Tuchscherer,2020,6.2,14.2,43.2,0.9,3.1,30.2,2.1,3.2,67.2,15.4
Cevanna Carlson,2020,0.7,2.0,35.0,0.0,0.0,0.0,0.2,1.0,20.0,1.6
Anastasia Soltes,2020,1.1,2.3,45.9,0.1,0.6,22.2,0.4,0.6,60.0,2.6
Issy Bourque,2020,0.9,2.5,35.3,0.1,0.6,9.1,0.1,0.2,40.0,1.9
Lucy Guan,2020,0.1,0.8,16.7,0.1,0.6,11.1,0.2,0.2,75.0,0.5
Julia Gallant,2020,0.3,1.1,25.0,0.2,0.8,25.0,0.0,0.0,0.0,0.7
Madison Landry,2020,6.2,16.2,38.2,0.8,2.7,27.8,6.0,7.3,81.5,19.1
Alina Shakirova,2020,4.7,10.7,43.9,1.5,4.1,36.6,3.6,4.2,85.7,14.5
Rebecca Landry,2020,2.4,5.0,46.5,0.7,2.1,33.3,0.8,1.2,62.5,6.2
Emily Holmes,2020,1.7,4.9,34.7,1.3,3.5,37.7,1.1,1.5,76.7,5.8
Maria Mongomo,2020,7.2,18.6,38.4,1.7,5.6,30.4,4.1,5.4,75.9,20.1
Emma vanBruinessen,2020,3.6,7.9,46.0,0.0,0.1,0.0,2.6,3.9,65.3,9.8
Hannah Walline,2020,0.5,1.8,27.8,0.2,1.1,18.2,0.0,0.0,0.0,1.2
Calli McMillan,2020,1.5,5.6,27.4,0.5,2.4,23.1,2.5,3.5,71.1,6.1
Tana Pankratz,2020,2.1,6.5,32.3,0.8,2.9,29.3,1.1,1.4,77.8,6.1
Morgan Roskelley,2020,3.0,7.8,38.7,2.4,5.5,43.6,0.8,0.8,94.1,9.2
Brooklyn White,2020,0.2,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Haily Weaver,2020,2.3,6.0,38.1,0.1,0.4,33.3,1.9,2.4,76.5,6.6
Ashlyn Day,2020,6.2,13.8,44.4,0.8,1.8,45.7,3.3,4.2,77.6,16.4
Aleah Ashlee,2020,2.6,6.2,41.5,0.2,1.0,23.5,1.8,2.1,86.1,7.2
Kristy Gallagher,2020,3.1,7.5,42.0,0.2,0.8,29.4,3.2,4.0,81.0,9.8
Marissa Dheensaw,2020,2.6,8.0,33.3,0.5,2.1,21.4,2.5,3.4,75.0,8.3
Kennedy Cuspard,2020,0.6,1.9,31.6,0.0,0.0,0.0,0.3,0.6,58.3,1.6
Katie Langdon,2020,3.4,6.4,52.3,0.0,0.1,0.0,1.4,2.1,65.1,8.1
Karsen Look,2020,3.1,7.8,40.6,0.6,1.7,35.5,1.6,2.1,76.5,8.5
Xenia Knoop,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peyton Connolly,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayna Anderson,2020,0.0,1.1,0.0,0.0,0.3,0.0,0.4,0.7,60.0,0.4
Anna Kernaghan,2020,4.5,10.2,44.0,1.3,3.7,34.8,2.2,2.7,83.3,12.5
Chelsea Espenberg,2020,0.6,2.4,23.3,0.3,1.8,18.8,0.4,0.8,53.3,1.9
Kyana Wonnacott,2020,0.8,3.1,26.5,0.0,0.1,0.0,1.5,2.7,55.8,3.1
Lena Wenke,2020,3.1,8.2,38.2,1.0,2.8,35.7,3.0,4.0,76.3,10.3
Robyn Boulanger,2020,4.5,12.7,36.0,1.9,6.7,27.8,1.0,1.5,66.7,11.9
Mikayla Funk,2020,1.5,3.8,39.1,0.0,0.0,0.0,0.6,1.1,50.0,3.6
Faith Hezekiah,2020,10.0,16.0,62.5,2.5,5.5,45.5,5.5,6.0,91.7,28.0
Jessica Dyck,2020,2.7,7.8,35.0,0.9,2.5,37.8,1.5,2.2,69.2,7.9
Jillian Duncan,2020,3.4,8.2,40.9,0.0,0.1,0.0,1.9,3.5,54.3,8.6
Srishti Suren,2020,1.0,5.0,20.0,1.0,3.5,28.6,1.0,1.8,57.1,4.0
Deborah Nkiasi,2020,2.1,6.7,31.6,0.4,1.8,22.2,1.4,2.1,62.8,6.0
Vanessa Millions,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0,0.3
Kyanna Giles,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandy Saunders,2022,2.5,7.9,31.4,0.9,3.3,26.0,0.5,0.6,77.8,6.3
Megan Herbert,2022,0.5,1.8,25.9,0.1,0.6,11.1,0.5,0.7,70.0,1.5
Hannah Fuller,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AmÃƒ Bouchard,2022,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Ryan George,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eva Widmeyer,2022,1.9,7.5,25.0,0.7,2.9,23.3,0.7,1.3,57.9,5.1
Olivia Moller,2022,1.1,3.1,36.2,0.6,2.0,30.0,0.1,0.1,100.0,3.0
Elizabeth Beals-Iseyemi,2022,5.8,12.8,45.3,0.8,1.9,41.4,2.8,4.2,66.7,15.2
Jayda Veinot,2022,9.0,19.6,45.9,1.8,5.3,34.2,3.6,4.5,79.4,23.4
Meghan MacLeod,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tegan Reynolds,2022,0.2,0.9,21.4,0.1,0.6,11.1,0.1,0.2,66.7,0.6
Sophie Atkinson,2022,1.9,4.7,40.8,0.1,0.3,25.0,1.1,1.5,72.7,5.0
Sarah Delorey,2022,2.9,4.6,63.8,0.0,0.1,0.0,1.0,1.2,83.3,6.9
Samantha Russell,2022,3.5,7.9,44.1,0.5,2.0,26.7,1.9,2.7,68.3,9.3
Julia Sylvester,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandra Hersey,2022,1.6,6.7,23.8,0.7,2.8,23.8,0.7,1.0,73.3,4.6
Sydney Guker-Wickie,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chermensa Va l par,2022,3.8,10.5,36.1,0.8,4.1,19.7,2.8,3.7,75.0,11.2
Addie Mailhot,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abby Linehan,2022,0.0,0.5,0.0,0.0,0.3,0.0,0.3,0.3,100.0,0.3
Ava Prosser,2022,0.4,1.0,41.7,0.2,0.5,33.3,0.2,0.3,50.0,1.2
Rihanna Macdonald,2022,0.8,2.7,29.6,0.1,0.9,11.1,0.4,0.5,80.0,2.1
Hannah Smith,2022,1.9,6.3,30.5,0.9,3.9,24.1,0.9,1.1,82.4,5.7
Mackenzee Ryan,2022,4.3,12.7,33.7,1.7,5.7,29.4,3.7,4.7,77.5,13.9
Hailey Macleod,2022,5.0,11.3,44.1,0.0,0.3,0.0,2.9,4.1,70.5,12.9
Kiyara Letlow,2022,8.7,14.8,59.0,0.0,0.1,0.0,5.2,7.3,71.6,22.7
Catherine Lallemant-,2022,0.5,1.8,25.9,0.0,0.1,0.0,0.1,0.1,100.0,1.0
Eirin Vrei Holm,2022,0.6,1.9,33.3,0.0,0.3,0.0,0.3,0.6,50.0,1.6
Maia Timmons,2022,2.2,8.1,27.7,0.5,2.4,21.1,0.6,1.2,50.0,5.6
Emma Ward,2022,1.7,6.9,25.0,0.5,3.1,14.7,2.3,3.1,73.5,6.2
Katie Crombeen,2022,4.1,10.5,38.7,0.8,4.2,20.0,1.9,2.8,67.6,10.9
Hannah Chadwick,2022,2.9,9.6,30.4,0.3,1.2,26.7,3.9,6.5,60.7,10.1
Anjuli Gosal,2022,0.4,1.9,23.1,0.0,1.1,0.0,0.0,0.0,0.0,0.9
Anna Parsons,2022,0.6,2.4,26.9,0.1,0.5,20.0,0.6,1.2,53.8,2.0
Madeleine Maillet,2022,0.7,2.1,32.0,0.1,0.2,33.3,0.5,1.1,46.2,1.9
Lia Kentzler,2022,3.3,8.4,39.4,0.1,0.4,20.0,1.6,2.2,75.0,8.3
Andrea Hebert,2022,2.3,9.2,25.0,1.0,4.4,22.7,1.1,1.6,68.8,6.7
Katie Wuotila,2022,0.5,1.4,40.0,0.1,0.2,50.0,0.2,0.2,100.0,1.4
Maya Sinclair,2022,0.4,1.7,26.7,0.2,1.0,22.2,0.2,0.4,50.0,1.3
Brinly Holt,2022,4.5,10.5,42.9,0.5,1.5,33.3,0.5,1.0,50.0,10.0
Chloe Wilson,2022,3.7,10.9,33.9,0.6,2.3,26.1,0.9,1.8,50.0,8.9
Ashley Davis,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emma Power,2022,1.8,5.4,33.3,0.3,1.6,20.0,1.4,2.0,71.9,5.4
Alana Short,2022,6.2,15.7,39.8,1.1,3.9,27.4,5.3,7.2,73.3,18.9
Rebecka Ekst,2022,4.9,13.4,36.7,2.5,7.6,32.8,1.8,2.1,87.9,14.2
Alyssa Jenkins,2022,2.8,6.4,44.2,0.4,1.4,29.4,3.5,5.2,66.7,9.6
Laura Murray,2022,0.1,0.4,25.0,0.1,0.1,100.0,0.1,0.2,50.0,0.4
Carly Stevenson,2022,0.4,0.5,80.0,0.1,0.2,50.0,0.1,0.2,50.0,0.9
Erin Long,2022,0.6,1.4,47.4,0.0,0.0,0.0,0.7,1.3,55.6,2.0
InÃƒ Sala Margarit,2022,3.5,9.3,37.6,0.3,1.8,17.9,2.5,3.4,74.1,9.8
Hannah Green,2022,2.7,9.1,29.7,1.4,4.8,29.9,1.0,1.2,80.0,7.8
Caroline Jardine,2022,0.6,1.6,38.5,0.0,0.1,0.0,0.1,0.5,25.0,1.4
Sarah-Kim CÃƒƒ,2022,0.4,1.1,35.3,0.0,0.1,0.0,0.4,0.7,63.6,1.2
Mackenzi Chapman,2022,0.2,1.5,16.7,0.1,0.6,14.3,0.2,0.3,75.0,0.8
Gabrielle Roche,2022,2.7,6.6,41.0,0.0,0.1,0.0,1.2,2.7,46.5,6.6
Aluel Achiek,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katelyn Power,2022,1.4,3.4,40.7,0.0,0.1,0.0,0.2,0.4,50.0,2.9
Courtney Donaldson,2022,2.1,7.3,28.2,0.6,3.1,20.0,1.6,2.0,78.1,6.3
Sarah Forgie,2022,1.0,2.1,46.9,0.5,1.1,47.1,0.0,0.1,0.0,2.5
Sarah Burnell,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clara Gascoigne,2022,5.1,10.9,46.9,0.6,2.9,19.6,2.9,4.6,62.2,13.7
Alaina McMillan,2022,5.4,14.1,38.1,2.4,6.2,38.0,2.1,2.7,79.1,15.3
Aiyanna Empringham,2022,0.2,1.2,20.0,0.2,1.0,18.8,0.0,0.0,0.0,0.7
Marlo Steenbakkers,2022,2.1,4.6,45.3,0.7,1.8,40.0,1.1,1.3,83.3,5.9
Jade Curwin,2022,0.2,0.8,18.2,0.0,0.2,0.0,0.0,0.0,0.0,0.3
Arianna Macias,2022,2.5,7.0,36.2,1.3,3.6,37.0,1.9,3.0,64.4,8.3
Lucina Beaumont,2022,4.2,12.9,32.9,1.6,5.7,28.6,1.2,2.2,57.1,11.4
Georgia Williams,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isabella MacKay,2022,0.1,0.7,16.7,0.0,0.2,0.0,0.0,0.2,0.0,0.2
Aki Kobayashi,2022,1.8,6.5,27.9,0.1,1.1,11.8,1.2,2.2,57.1,5.0
Jada Mofford,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rheannon Richards,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emily Rheault,2022,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Sarah Mowat,2022,0.0,0.6,0.0,0.0,0.0,0.0,0.5,0.5,83.3,0.5
Briar MacDonald,2022,2.2,8.1,27.0,0.9,4.1,23.0,0.7,1.0,73.3,6.1
Aliyah Fraser,2022,1.5,6.5,22.6,0.7,4.0,17.3,2.5,3.1,80.0,6.1
Jaya D'Souza,2022,1.0,2.7,37.5,0.3,0.9,36.4,0.2,0.2,100.0,2.5
Kimberly Kingsbury,2022,5.2,15.6,33.2,0.8,3.6,21.1,3.6,4.5,79.2,14.7
Courtney Taylor,2022,0.4,2.0,21.4,0.0,0.1,0.0,0.3,0.6,50.0,1.1
Elizabeth Kennedy,2022,2.1,6.7,30.8,0.4,1.7,22.2,1.2,1.6,73.1,5.7
Melina Collins,2022,1.2,4.6,26.0,0.8,3.1,24.5,0.8,1.2,65.0,3.9
Luiza Mendes,2022,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Tyra Atherley,2022,1.8,4.5,39.7,0.0,0.1,0.0,1.5,2.8,53.8,5.1
Abby Gyori,2022,0.8,4.0,20.0,0.8,3.7,21.6,0.2,0.5,40.0,2.6
Grace Rheault,2022,0.8,2.0,37.5,0.0,0.4,0.0,0.6,1.1,50.0,2.1
Kira Atherley,2022,2.1,5.2,40.5,0.1,0.2,25.0,1.1,2.2,50.0,5.4
Tahmala Thorpe,2022,3.8,11.4,32.8,1.6,5.3,30.6,1.7,2.1,79.4,10.8
Avery Walker,2022,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kylee Speedy,2022,2.9,8.6,33.9,1.6,4.9,33.3,2.2,2.5,88.6,9.7
Marley Curwin,2022,2.3,7.9,28.8,1.2,3.5,34.7,1.1,1.7,62.5,6.9
Madeline Orlando,2022,0.9,2.3,40.6,0.0,0.2,0.0,0.6,1.0,57.1,2.4
Bailey Black,2022,2.1,6.7,30.9,0.5,2.1,24.1,1.3,1.6,78.3,5.9
Alex Mann,2022,0.4,1.4,30.8,0.1,0.2,50.0,0.0,0.0,0.0,1.0
Alexanne L'Heureux,2022,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.3,100.0,0.3
Erin Ingalls,2022,2.2,5.3,40.6,0.3,1.0,33.3,0.8,1.3,62.5,5.5
McKinley Bezanson,2022,0.5,1.5,36.8,0.3,0.8,40.0,0.2,0.2,100.0,1.5
Qadira Hamilton,2022,0.5,1.1,50.0,0.0,0.2,0.0,0.3,0.4,80.0,1.4
Katie McAffee,2022,4.8,13.9,34.4,0.9,3.6,25.5,1.6,2.2,71.0,12.1
Sara Fudge,2022,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.7,75.0,2.0
Katie Butts,2022,3.7,9.0,41.3,0.0,0.2,0.0,1.4,1.9,76.9,8.9
Jennifer Nkuah,2022,1.6,4.4,36.8,0.0,0.0,0.0,0.5,1.1,50.0,3.8
Deedee Kean,2022,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Jolianne Guay,2022,2.7,7.8,34.0,1.2,3.4,36.6,1.0,1.2,85.7,7.6
Jenn Mae Ellsworth,2022,7.4,13.6,54.7,1.4,2.7,52.6,5.0,5.7,87.5,21.3
Sydney Whitlock,2022,1.0,1.8,54.5,0.3,0.5,66.7,0.5,0.5,100.0,2.8
Madison Orser,2022,0.4,2.0,19.2,0.2,1.1,14.3,0.2,0.3,75.0,1.2
Sydney Cummins,2022,0.9,1.9,47.8,0.1,0.2,50.0,0.4,0.8,50.0,2.3
Grace Lancaster,2022,2.1,6.1,34.2,1.0,3.4,29.5,0.8,0.8,90.9,5.9
Reese Baxendale,2022,5.0,13.8,36.3,1.8,6.1,29.1,3.0,4.1,73.0,14.8
Alicia Bowering,2022,3.3,8.8,37.4,2.1,5.0,41.5,0.5,0.5,100.0,9.2
Lauren Rainford,2022,6.6,14.9,44.3,1.2,2.6,44.1,4.2,4.8,87.3,18.6
Rielly Sullivan,2022,0.6,3.3,18.2,0.0,0.3,0.0,0.1,0.2,50.0,1.3
Lauren Harris,2022,0.1,0.2,50.0,0.0,0.0,0.0,0.2,0.2,100.0,0.4
Devon Lawlor,2022,2.3,5.3,43.5,1.2,2.8,43.2,1.5,2.1,74.1,7.4
Carolina De Santo,2022,2.5,6.2,41.3,0.1,0.2,50.0,0.3,0.5,66.7,5.5
Julia Foster,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elise Plaschka,2022,0.5,1.1,41.7,0.0,0.1,0.0,0.3,0.4,75.0,1.2
Amaiquen Siciliano,2022,7.7,16.6,46.2,1.8,5.2,33.9,4.2,5.2,82.3,21.3
Magalie Gonthier,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jennifer Louis,2022,3.3,7.8,42.6,1.5,3.9,38.3,1.2,1.8,68.2,9.4
Shanie Giguere,2022,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.3,50.0,0.2
Victoria Gauna,2022,4.9,13.2,37.3,1.2,4.8,25.9,2.2,3.4,65.9,13.3
Emily MacNeil,2022,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Jasmine Martel,2022,1.8,4.2,41.2,1.3,3.4,39.0,0.6,1.0,58.3,5.4
Jessica Vidovic,2022,0.3,1.7,20.0,0.2,0.9,25.0,0.0,0.0,0.0,0.9
Jael Kabunda,2022,3.8,8.9,42.1,1.0,2.6,38.7,1.9,3.8,51.1,10.4
Sandra Mbekou,2022,0.3,1.1,30.0,0.2,0.6,40.0,0.0,0.0,0.0,0.9
Katerina Stoupas,2022,2.8,5.5,51.7,0.0,0.1,0.0,0.8,1.3,64.3,6.5
Kalina Alexander-Renaud,2022,1.2,3.6,34.9,0.2,0.8,22.2,0.3,0.3,100.0,3.0
Deborah Aboagye,2022,1.7,5.8,28.8,0.6,3.3,16.7,2.1,2.4,86.4,6.0
Areej Burgonio,2022,3.6,9.7,37.1,0.3,2.2,13.6,1.9,2.7,70.4,9.4
Nelly Owusu,2022,2.3,7.1,32.9,0.7,2.5,26.7,1.8,2.0,91.7,7.2
Cassandra L Huquet,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabrina Lineus,2022,0.8,2.4,33.3,0.7,1.7,41.2,0.9,1.0,90.0,3.2
Caroline Task,2022,4.2,11.2,37.8,2.6,6.2,41.9,2.9,3.5,83.3,14.0
Serena Tchida,2022,2.6,5.4,47.7,0.0,0.0,0.0,1.6,2.5,63.3,6.8
Johannie Lamoureux,2022,0.5,1.2,38.5,0.4,0.8,44.4,0.4,0.5,66.7,1.6
Coralie Dumont,2022,5.2,11.8,44.4,0.2,2.4,6.9,3.8,4.5,85.2,14.5
Lynn Daccache,2022,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Lambropoulos,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myriam Leclerc,2022,5.1,13.6,37.4,1.9,4.8,39.7,3.9,4.1,95.9,16.0
Gretta-Olivia Ineza,2022,1.2,5.2,24.2,0.5,2.7,18.8,0.1,0.7,12.5,3.1
Elise Roy,2022,0.8,3.1,26.5,0.4,1.6,22.2,0.7,0.8,88.9,2.7
Frederique Boucher,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frederique B.-Blais,2022,1.9,5.1,37.5,1.3,2.7,46.7,1.5,1.9,76.2,6.5
Lea-Sophie Verret,2022,1.4,6.4,22.4,0.4,2.9,15.4,0.7,0.8,85.7,4.0
Audrey Beland,2022,1.5,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Rachel C.-Trudeau,2022,1.5,3.6,40.0,0.5,2.0,27.3,0.6,1.1,58.3,4.1
Elodie Lajoie,2022,1.5,4.8,30.2,0.9,3.4,27.0,0.4,0.5,80.0,4.2
Marie-Pier Champagne,2022,2.5,5.5,45.0,0.8,2.3,36.0,1.5,2.1,73.9,7.3
Sabrine Khelifi,2022,2.8,7.6,36.8,0.3,1.1,27.3,2.7,3.6,75.0,8.6
Kim Letang,2022,4.4,12.0,36.8,2.1,6.1,34.2,1.7,2.2,74.1,12.6
Leslie Makosso,2022,1.5,5.5,27.9,0.6,2.7,23.3,0.5,0.6,71.4,4.2
Tara Imbert,2022,0.4,1.4,30.8,0.2,0.9,25.0,0.1,0.2,50.0,1.2
Lea Dominique,2022,4.8,8.9,53.3,0.1,0.2,33.3,2.2,3.2,71.1,11.8
Josiane Prince,2022,0.4,1.5,23.5,0.0,0.0,0.0,0.8,0.9,90.0,1.5
Amelie Rochon,2022,3.2,7.6,42.9,0.0,0.1,0.0,1.2,1.7,75.0,7.8
