player_id,SEASON,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,PPG
627,2011,0.6,2.5,23.3,0.0,0.1,0.0,1.5,2.2,68.4,2.7
628,2011,0.2,1.9,13.3,0.0,0.0,0.0,0.2,0.5,50.0,0.8
629,2011,2.1,4.8,44.3,0.0,0.0,0.0,1.1,2.0,58.1,5.4
630,2011,1.3,4.3,30.5,0.3,2.0,16.3,0.8,1.0,77.3,3.7
631,2011,0.3,1.5,17.6,0.2,0.5,40.0,0.3,0.4,75.0,1.0
632,2011,1.1,3.5,31.7,0.0,0.0,0.0,0.5,0.7,66.7,2.7
633,2011,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
634,2011,1.6,3.7,42.9,0.0,0.1,0.0,1.2,1.9,60.6,4.4
635,2011,5.5,13.8,39.7,0.6,1.8,34.2,2.7,4.0,66.7,14.2
636,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,2011,0.7,3.3,20.8,0.1,1.2,11.1,0.2,0.3,66.7,1.7
638,2011,2.1,8.1,26.4,0.3,2.0,15.6,1.0,1.6,58.3,5.5
639,2011,0.7,2.2,31.1,0.0,0.1,0.0,0.2,0.9,26.3,1.6
640,2011,0.8,3.5,21.7,0.2,1.4,18.5,0.6,0.9,61.1,2.3
641,2011,2.9,9.3,30.5,0.4,1.9,20.5,3.2,4.9,65.3,9.3
642,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,2011,1.5,4.9,29.6,0.5,1.6,34.3,0.8,1.2,69.2,4.3
644,2011,1.5,5.5,27.3,0.3,2.3,14.3,0.7,1.5,48.1,4.1
645,2011,1.4,5.6,24.7,0.1,0.8,8.3,0.6,0.9,71.4,3.4
646,2011,0.9,4.0,21.9,0.6,2.1,29.4,0.6,1.0,62.5,3.0
647,2011,3.5,10.0,34.8,0.7,3.0,22.4,0.7,1.2,61.5,8.4
648,2011,1.4,3.6,38.8,0.0,0.3,16.7,1.2,2.0,59.1,4.0
649,2011,1.3,3.5,35.9,0.2,0.5,41.7,0.7,1.3,57.1,3.5
