,TEAM,SEASON,PLYR_YR,NUM,GP,GS,MIN/G,player_id
520,capebreton,2013,F,11,20.0,1.0,19.1,511
521,capebreton,2013,S,12,20.0,18.0,26.8,22
522,capebreton,2013,S,13,19.0,2.0,9.3,23
523,capebreton,2013,J,15,0.0,0.0,0.0,24
524,dalhousie,2013,S,03,14.0,0.0,5.5,32
525,dalhousie,2013,S,04,20.0,20.0,30.1,512
526,dalhousie,2013,J,05,20.0,20.0,33.4,27
527,dalhousie,2013,S,06,20.0,0.0,12.2,28
528,dalhousie,2013,F,07,7.0,0.0,3.4,513
529,dalhousie,2013,S,08,20.0,20.0,26.9,514
530,dalhousie,2013,S,09,20.0,20.0,32.0,30
531,dalhousie,2013,S,10,20.0,20.0,29.1,31
532,dalhousie,2013,F,11,20.0,0.0,9.9,515
533,dalhousie,2013,F,12,20.0,0.0,15.4,516
534,memorial,2013,,04,20.0,0.0,16.9,37
535,memorial,2013,,06,20.0,10.0,22.6,42
536,memorial,2013,,08,14.0,0.0,12.9,39
537,memorial,2013,,10,5.0,0.0,3.4,517
538,memorial,2013,,11,19.0,0.0,8.6,41
539,memorial,2013,,12,20.0,20.0,22.3,518
540,memorial,2013,,13,7.0,0.0,4.6,519
541,memorial,2013,,15,14.0,12.0,22.2,520
542,memorial,2013,,21,20.0,18.0,24.9,46
543,memorial,2013,,23,20.0,19.0,28.3,47
544,memorial,2013,,24,9.0,1.0,7.9,48
545,memorial,2013,,31,20.0,19.0,27.4,49
546,memorial,2013,,32,18.0,1.0,20.2,521
547,saintmarys,2013,S,04,18.0,2.0,17.6,50
548,saintmarys,2013,S,05,20.0,20.0,33.1,51
549,saintmarys,2013,F,06,12.0,0.0,5.8,522
550,saintmarys,2013,S,07,20.0,20.0,24.4,523
551,saintmarys,2013,F,08,20.0,20.0,28.9,524
552,saintmarys,2013,J,09,9.0,0.0,8.3,55
553,saintmarys,2013,J,10,10.0,0.0,2.9,525
554,saintmarys,2013,S,11,20.0,4.0,16.9,57
555,saintmarys,2013,F,12,6.0,0.0,3.3,526
556,saintmarys,2013,S,13,18.0,0.0,17.1,59
557,saintmarys,2013,S,14,18.0,18.0,26.1,527
558,saintmarys,2013,J,15,16.0,16.0,34.4,528
559,stfx,2013,,04,16.0,14.0,18.6,61
560,stfx,2013,,05,8.0,0.0,4.6,529
561,stfx,2013,,06,20.0,0.0,15.2,63
562,stfx,2013,,07,20.0,20.0,30.4,64
563,stfx,2013,,08,20.0,7.0,16.3,65
564,stfx,2013,,09,14.0,13.0,29.3,66
565,stfx,2013,,10,19.0,0.0,12.9,530
566,stfx,2013,,11,20.0,6.0,23.6,531
567,stfx,2013,,12,8.0,0.0,4.6,532
568,stfx,2013,,14,19.0,0.0,5.7,533
569,stfx,2013,,15,20.0,20.0,22.9,70
570,stfx,2013,,22,2.0,0.0,2.5,534
571,unb,2013,,04,19.0,10.0,26.6,535
572,unb,2013,,05,19.0,3.0,17.8,536
573,unb,2013,,06,0.0,0.0,0.0,537
574,unb,2013,,07,9.0,1.0,7.9,538
575,unb,2013,,08,18.0,1.0,9.1,539
576,unb,2013,,09,20.0,0.0,8.0,540
577,unb,2013,,10,10.0,9.0,21.9,541
578,unb,2013,,11,17.0,16.0,23.2,542
579,unb,2013,,12,15.0,3.0,14.0,543
580,unb,2013,,13,7.0,0.0,6.0,79
581,unb,2013,,14,19.0,19.0,24.3,80
582,unb,2013,,15,19.0,19.0,28.2,81
583,unb,2013,,20,20.0,19.0,21.2,82
584,unb,2013,,21,8.0,0.0,5.9,544
585,upei,2013,S,04,16.0,3.0,14.2,84
586,upei,2013,J,05,20.0,19.0,28.8,85
587,upei,2013,J,06,17.0,1.0,7.6,86
588,upei,2013,S,07,6.0,0.0,1.3,87
589,upei,2013,F,08,10.0,1.0,5.0,545
590,upei,2013,S,09,20.0,6.0,23.9,95
591,upei,2013,S,10,20.0,19.0,26.1,90
592,upei,2013,S,11,20.0,6.0,18.9,91
593,upei,2013,S,13,20.0,18.0,18.9,93
594,upei,2013,S,14,17.0,13.0,25.6,94
595,upei,2013,J,15,20.0,13.0,18.9,546
596,upei,2013,S,21,20.0,1.0,13.2,547
597,upei,2013,F,22,0.0,0.0,0.0,548
598,bishops,2013,,04,0.0,0.0,0.0,549
599,bishops,2013,,05,16.0,14.0,30.9,550
600,bishops,2013,,07,3.0,2.0,16.3,551
601,bishops,2013,,09,15.0,0.0,14.1,100
602,bishops,2013,,10,16.0,12.0,20.1,552
603,bishops,2013,,11,16.0,14.0,34.9,102
604,bishops,2013,,12,16.0,14.0,33.5,103
605,bishops,2013,,13,16.0,6.0,17.8,104
606,bishops,2013,,15,16.0,0.0,8.0,553
607,bishops,2013,,21,16.0,8.0,23.9,554
608,bishops,2013,,23,13.0,0.0,8.5,555
609,concordia,2013,,04,16.0,15.0,28.9,107
610,concordia,2013,,05,16.0,0.0,8.2,556
611,concordia,2013,,06,16.0,0.0,21.5,557
612,concordia,2013,,08,16.0,15.0,28.8,558
613,concordia,2013,,09,16.0,15.0,32.8,111
614,concordia,2013,,11,16.0,5.0,13.9,559
615,concordia,2013,,12,16.0,0.0,19.1,560
616,concordia,2013,,13,12.0,0.0,5.3,115
617,concordia,2013,,14,16.0,15.0,26.9,112
618,concordia,2013,J,15,11.0,10.0,23.4,117
619,concordia,2013,,21,0.0,0.0,0.0,561
620,laval,2013,,4,16.0,15.0,22.4,120
621,laval,2013,,5,16.0,0.0,6.8,562
622,laval,2013,,6,15.0,14.0,31.7,122
623,laval,2013,,7,1.0,0.0,6.0,563
624,laval,2013,,8,16.0,0.0,19.3,564
625,laval,2013,,9,16.0,6.0,24.4,125
626,laval,2013,,10,9.0,0.0,7.9,565
627,laval,2013,,11,15.0,0.0,10.9,566
628,laval,2013,,12,16.0,12.0,23.0,128
629,laval,2013,,13,15.0,12.0,12.9,567
630,laval,2013,,14,12.0,0.0,7.4,130
631,laval,2013,,15,16.0,15.0,30.9,131
632,laval,2013,,20,6.0,0.0,3.8,568
633,mcgill,2013,S,4,7.0,0.0,4.3,569
634,mcgill,2013,S,5,15.0,14.0,27.5,132
635,mcgill,2013,S,6,12.0,12.0,27.3,134
636,mcgill,2013,S,8,15.0,15.0,32.8,136
637,mcgill,2013,F,9,8.0,0.0,4.3,570
638,mcgill,2013,J,10,10.0,2.0,10.6,571
639,mcgill,2013,J,11,0.0,0.0,0.0,138
640,mcgill,2013,F,12,14.0,10.0,23.0,572
641,mcgill,2013,S,13,16.0,5.0,21.1,139
642,mcgill,2013,S,14,11.0,0.0,12.5,573
643,mcgill,2013,F,15,16.0,15.0,26.1,574
644,mcgill,2013,J,20,10.0,0.0,9.0,142
645,mcgill,2013,S,21,16.0,6.0,21.3,143
646,mcgill,2013,J,22,15.0,0.0,11.6,144
647,mcgill,2013,F,24,1.0,1.0,5.0,575
648,uqam,2013,F,5,5.0,0.0,4.4,576
649,uqam,2013,F,6,3.0,0.0,3.7,577
650,uqam,2013,S,7,16.0,13.0,28.5,148
651,uqam,2013,F,8,7.0,0.0,5.4,578
652,uqam,2013,F,9,15.0,0.0,10.0,579
653,uqam,2013,J,11,15.0,2.0,13.7,151
654,uqam,2013,J,12,15.0,10.0,26.9,580
655,uqam,2013,S,13,15.0,13.0,27.3,153
656,uqam,2013,J,14,16.0,2.0,13.6,581
657,uqam,2013,F,15,11.0,0.0,9.2,582
658,uqam,2013,J,20,4.0,0.0,7.0,155
659,uqam,2013,S,21,14.0,12.0,31.6,156
660,uqam,2013,S,22,16.0,13.0,30.3,583
661,uqam,2013,F,23,5.0,0.0,22.0,584
662,brock,2013,F,03,21.0,2.0,12.9,585
663,brock,2013,S,04,21.0,16.0,29.7,158
664,brock,2013,J,05,21.0,16.0,30.4,169
665,brock,2013,F,06,18.0,0.0,6.5,160
666,brock,2013,F,07,21.0,16.0,30.1,161
667,brock,2013,F,08,21.0,13.0,27.1,162
668,brock,2013,,09,5.0,0.0,2.2,586
669,brock,2013,S,10,21.0,1.0,17.2,164
670,brock,2013,J,11,18.0,13.0,27.4,165
671,brock,2013,S,13,14.0,3.0,16.6,167
672,brock,2013,F,14,10.0,0.0,4.6,168
673,brock,2013,F,15,14.0,0.0,3.8,587
674,brock,2013,S,22,15.0,0.0,11.6,588
675,carleton,2013,,4,20.0,0.0,11.7,170
676,carleton,2013,,5,20.0,19.0,29.6,171
677,carleton,2013,,6,15.0,4.0,17.7,172
678,carleton,2013,,7,0.0,0.0,0.0,589
679,carleton,2013,,8,20.0,15.0,27.9,590
680,carleton,2013,,10,20.0,19.0,25.6,591
681,carleton,2013,,11,17.0,1.0,11.5,592
682,carleton,2013,,12,20.0,17.0,28.8,177
683,carleton,2013,,13,9.0,0.0,4.2,593
684,carleton,2013,,14,20.0,2.0,12.7,594
685,carleton,2013,,15,20.0,11.0,19.9,595
686,carleton,2013,,21,20.0,7.0,14.4,179
687,guelph,2013,J,4,21.0,1.0,9.7,596
688,guelph,2013,S,5,17.0,13.0,27.3,182
689,guelph,2013,S,6,1.0,0.0,2.0,180
690,guelph,2013,S,7,20.0,3.0,16.8,597
691,guelph,2013,J,8,13.0,11.0,21.7,598
692,guelph,2013,J,9,21.0,5.0,16.4,185
693,guelph,2013,F,11,18.0,0.0,4.0,599
694,guelph,2013,F,12,0.0,0.0,0.0,600
695,guelph,2013,S,13,19.0,18.0,26.3,188
696,guelph,2013,F,14,21.0,19.0,29.3,601
697,guelph,2013,F,15,18.0,4.0,14.1,602
698,guelph,2013,S,21,20.0,19.0,24.5,191
699,guelph,2013,F,22,8.0,0.0,6.3,603
700,guelph,2013,S,23,20.0,7.0,15.7,192
701,lakehead,2013,,04,16.0,0.0,3.8,604
702,lakehead,2013,,05,16.0,0.0,3.9,605
703,lakehead,2013,,06,0.0,0.0,0.0,606
704,lakehead,2013,,07,21.0,1.0,22.1,196
705,lakehead,2013,,08,21.0,3.0,20.2,607
706,lakehead,2013,,09,21.0,13.0,29.7,198
707,lakehead,2013,,10,8.0,0.0,2.1,608
708,lakehead,2013,,11,21.0,13.0,27.4,199
709,lakehead,2013,,12,21.0,1.0,11.4,200
710,lakehead,2013,,13,21.0,12.0,20.2,609
711,lakehead,2013,,15,21.0,13.0,34.5,203
712,lakehead,2013,,21,21.0,8.0,19.7,204
713,laurentian,2013,,04,20.0,7.0,13.3,207
714,laurentian,2013,,05,20.0,11.0,19.7,208
715,laurentian,2013,,06,14.0,0.0,11.3,610
716,laurentian,2013,,07,20.0,10.0,18.5,210
717,laurentian,2013,,08,20.0,9.0,21.4,211
718,laurentian,2013,,09,17.0,14.0,32.2,611
719,laurentian,2013,,10,9.0,4.0,13.4,213
720,laurentian,2013,,11,10.0,1.0,7.8,214
721,laurentian,2013,,12,17.0,10.0,21.2,215
722,laurentian,2013,,13,9.0,0.0,5.2,216
723,laurentian,2013,,14,16.0,5.0,12.1,217
724,laurentian,2013,,15,20.0,20.0,27.9,218
725,laurentian,2013,,21,14.0,2.0,12.1,612
726,laurentian,2013,,22,4.0,0.0,1.0,219
727,laurier,2013,J,04,20.0,11.0,23.5,613
728,laurier,2013,S,05,21.0,19.0,26.9,221
729,laurier,2013,J,06,20.0,3.0,20.4,222
730,laurier,2013,F,07,17.0,7.0,19.4,614
731,laurier,2013,S,08,14.0,0.0,6.5,224
732,laurier,2013,J,09,21.0,1.0,16.7,225
733,laurier,2013,S,10,6.0,0.0,0.2,226
734,laurier,2013,J,11,19.0,17.0,22.7,227
735,laurier,2013,J,12,21.0,15.0,24.3,228
736,laurier,2013,S,13,18.0,1.0,10.8,229
737,laurier,2013,S,14,20.0,2.0,9.7,230
738,laurier,2013,F,15,15.0,0.0,4.3,615
739,laurier,2013,J,20,21.0,19.0,26.1,616
740,mcmaster,2013,F,3,21.0,18.0,30.7,617
741,mcmaster,2013,S,4,20.0,16.0,23.4,232
742,mcmaster,2013,S,5,17.0,16.0,31.7,233
743,mcmaster,2013,S,7,20.0,17.0,26.5,618
744,mcmaster,2013,S,9,11.0,0.0,15.8,237
745,mcmaster,2013,F,10,21.0,4.0,16.0,619
746,mcmaster,2013,J,11,5.0,0.0,6.4,239
747,mcmaster,2013,S,12,21.0,18.0,27.9,240
748,mcmaster,2013,F,13,5.0,0.0,5.8,620
749,mcmaster,2013,S,14,10.0,0.0,3.0,242
750,mcmaster,2013,F,15,21.0,1.0,11.1,621
751,mcmaster,2013,J,21,21.0,0.0,19.5,244
752,mcmaster,2013,S,22,3.0,0.0,7.3,245
753,mcmaster,2013,F,23,20.0,0.0,8.7,622
754,ottawa,2013,,03,18.0,11.0,23.3,623
755,ottawa,2013,,04,13.0,1.0,10.8,624
756,ottawa,2013,,05,15.0,0.0,8.9,625
757,ottawa,2013,,06,18.0,0.0,8.6,250
758,ottawa,2013,,07,19.0,1.0,15.9,251
759,ottawa,2013,,09,5.0,1.0,3.8,626
760,ottawa,2013,,10,17.0,16.0,26.6,253
761,ottawa,2013,,11,20.0,19.0,30.9,254
762,ottawa,2013,,12,20.0,12.0,21.9,627
763,ottawa,2013,,13,20.0,15.0,24.0,256
764,ottawa,2013,,15,16.0,7.0,21.2,238
765,ottawa,2013,,21,14.0,2.0,11.6,628
766,queens,2013,,04,16.0,15.0,31.8,260
767,queens,2013,,05,20.0,5.0,16.4,629
768,queens,2013,,06,19.0,2.0,11.5,630
769,queens,2013,,07,20.0,5.0,14.7,263
770,queens,2013,,08,11.0,0.0,2.2,631
771,queens,2013,,09,12.0,11.0,29.1,265
772,queens,2013,,10,4.0,0.0,6.0,632
773,queens,2013,,11,18.0,0.0,7.6,633
774,queens,2013,,12,14.0,13.0,29.6,268
775,queens,2013,,13,20.0,2.0,15.6,634
776,queens,2013,,14,16.0,14.0,21.4,635
777,queens,2013,,15,20.0,9.0,19.4,636
778,queens,2013,,21,20.0,18.0,28.8,270
779,queens,2013,,22,11.0,1.0,8.5,271
780,toronto,2013,F,4,0.0,0.0,0.0,637
781,toronto,2013,S,5,14.0,1.0,10.8,273
782,toronto,2013,J,6,11.0,8.0,30.2,274
783,toronto,2013,J,7,20.0,1.0,14.7,275
784,toronto,2013,S,8,20.0,19.0,27.6,638
785,toronto,2013,F,9,17.0,0.0,8.9,639
786,toronto,2013,J,10,10.0,0.0,4.0,278
787,toronto,2013,S,11,20.0,9.0,20.0,279
788,toronto,2013,J,12,20.0,17.0,24.4,280
789,toronto,2013,J,13,20.0,18.0,25.4,640
790,toronto,2013,S,14,20.0,13.0,20.4,282
791,toronto,2013,F,15,0.0,0.0,0.0,641
792,toronto,2013,S,21,8.0,1.0,8.3,284
793,toronto,2013,F,22,20.0,0.0,12.3,642
794,waterloo,2013,,0,2.0,0.0,18.5,643
795,waterloo,2013,,4,20.0,7.0,27.8,644
796,waterloo,2013,,5,0.0,0.0,0.0,645
797,waterloo,2013,,6,19.0,0.0,14.2,646
798,waterloo,2013,,7,20.0,2.0,15.8,289
799,waterloo,2013,,8,18.0,0.0,15.6,290
800,waterloo,2013,,9,8.0,1.0,11.4,647
801,waterloo,2013,,10,15.0,3.0,20.1,292
802,waterloo,2013,,11,8.0,3.0,21.5,293
803,waterloo,2013,,12,1.0,0.0,2.0,648
804,waterloo,2013,,13,9.0,0.0,9.4,649
805,waterloo,2013,,14,20.0,3.0,16.5,650
806,waterloo,2013,,15,21.0,5.0,21.6,651
807,waterloo,2013,,21,21.0,9.0,22.4,298
808,waterloo,2013,,22,5.0,3.0,28.4,652
809,western,2013,,04,21.0,20.0,34.8,299
810,western,2013,,05,13.0,0.0,3.4,653
811,western,2013,,08,21.0,14.0,21.4,302
812,western,2013,,09,21.0,0.0,16.2,303
813,western,2013,,10,21.0,18.0,31.2,304
814,western,2013,,11,7.0,5.0,25.0,308
815,western,2013,,12,21.0,20.0,32.6,306
816,western,2013,,14,19.0,0.0,7.1,654
817,western,2013,,15,14.0,0.0,5.9,655
818,western,2013,,21,21.0,14.0,21.0,656
819,windsor,2013,,04,14.0,0.0,11.7,657
820,windsor,2013,,05,18.0,13.0,23.3,311
821,windsor,2013,,06,21.0,18.0,30.3,312
822,windsor,2013,,07,19.0,0.0,10.4,658
823,windsor,2013,,09,21.0,1.0,10.8,659
824,windsor,2013,,10,21.0,19.0,31.6,314
825,windsor,2013,,11,21.0,19.0,27.7,315
826,windsor,2013,,12,21.0,3.0,18.2,316
827,windsor,2013,,13,21.0,0.0,8.9,660
828,windsor,2013,,14,10.0,8.0,15.2,318
829,windsor,2013,,15,20.0,0.0,5.8,319
830,windsor,2013,,21,15.0,0.0,6.1,320
831,york,2013,S,4,20.0,16.0,28.0,322
832,york,2013,F,5,13.0,0.0,5.8,661
833,york,2013,F,6,20.0,2.0,12.4,662
834,york,2013,F,8,16.0,0.0,15.2,663
835,york,2013,S,10,3.0,0.0,15.7,327
836,york,2013,S,11,16.0,4.0,10.6,326
837,york,2013,S,12,19.0,1.0,15.7,328
838,york,2013,S,13,20.0,19.0,30.1,329
839,york,2013,J,14,20.0,19.0,30.1,330
840,york,2013,F,15,13.0,12.0,20.2,664
841,york,2013,F,21,5.0,0.0,4.6,665
842,york,2013,F,22,20.0,18.0,33.3,666
843,alberta,2013,J,01,22.0,19.0,19.3,667
844,alberta,2013,S,02,0.0,0.0,0.0,668
845,alberta,2013,S,03,22.0,22.0,24.6,336
846,alberta,2013,J,04,16.0,8.0,16.6,337
847,alberta,2013,S,05,22.0,22.0,24.6,669
848,alberta,2013,F,06,13.0,0.0,8.6,670
849,alberta,2013,F,07,20.0,0.0,16.1,671
850,alberta,2013,J,08,22.0,21.0,22.5,341
851,alberta,2013,S,09,22.0,0.0,16.1,343
852,alberta,2013,J,10,22.0,2.0,17.5,349
853,alberta,2013,J,11,19.0,0.0,7.9,344
854,alberta,2013,J,12,17.0,3.0,13.4,345
855,alberta,2013,S,13,17.0,0.0,8.2,342
856,alberta,2013,S,14,20.0,13.0,23.6,347
857,alberta,2013,J,15,0.0,0.0,0.0,348
858,brandon,2013,F,01,21.0,9.0,16.3,672
859,brandon,2013,S,04,21.0,1.0,15.6,358
860,brandon,2013,S,05,17.0,2.0,14.6,351
861,brandon,2013,F,06,18.0,0.0,8.4,673
862,brandon,2013,S,07,0.0,0.0,0.0,674
863,brandon,2013,S,08,22.0,19.0,25.4,354
864,brandon,2013,S,09,1.0,0.0,0.0,355
865,brandon,2013,S,10,22.0,19.0,25.1,356
866,brandon,2013,J,11,17.0,0.0,9.2,357
867,brandon,2013,J,12,22.0,22.0,29.5,675
868,brandon,2013,F,13,21.0,7.0,18.5,676
869,brandon,2013,S,14,22.0,15.0,21.7,360
870,calgary,2013,S,01,20.0,7.0,27.0,677
871,calgary,2013,S,03,22.0,22.0,28.7,362
872,calgary,2013,S,04,22.0,22.0,26.0,363
873,calgary,2013,F,05,5.0,0.0,5.4,678
874,calgary,2013,S,06,15.0,0.0,7.5,679
875,calgary,2013,S,07,21.0,21.0,26.8,366
876,calgary,2013,S,08,22.0,16.0,23.5,367
877,calgary,2013,S,09,22.0,22.0,19.7,368
878,calgary,2013,S,10,7.0,0.0,3.0,680
879,calgary,2013,S,11,19.0,0.0,9.5,370
880,calgary,2013,S,12,22.0,0.0,12.4,371
881,calgary,2013,J,13,22.0,0.0,7.3,372
882,calgary,2013,J,14,22.0,0.0,16.0,681
883,lethbridge,2013,F,03,22.0,0.0,7.5,682
884,lethbridge,2013,J,04,22.0,22.0,31.7,375
885,lethbridge,2013,S,06,19.0,0.0,8.3,377
886,lethbridge,2013,S,08,21.0,0.0,7.4,683
887,lethbridge,2013,S,09,17.0,0.0,17.4,684
888,lethbridge,2013,S,10,22.0,22.0,27.8,380
889,lethbridge,2013,S,11,22.0,22.0,30.2,685
890,lethbridge,2013,S,13,22.0,22.0,33.0,383
891,lethbridge,2013,J,14,22.0,22.0,30.1,384
892,manitoba,2013,F,03,22.0,1.0,10.2,686
893,manitoba,2013,J,04,19.0,8.0,14.7,687
894,manitoba,2013,J,05,22.0,22.0,31.5,387
895,manitoba,2013,J,06,22.0,21.0,32.6,388
896,manitoba,2013,S,07,18.0,13.0,27.7,389
897,manitoba,2013,J,09,22.0,5.0,24.3,391
898,manitoba,2013,J,10,22.0,14.0,20.7,392
899,manitoba,2013,S,11,22.0,13.0,23.5,393
900,manitoba,2013,F,12,21.0,13.0,16.6,688
901,manitoba,2013,F,13,14.0,0.0,4.9,689
902,mountroyal,2013,,01,21.0,2.0,15.7,690
903,mountroyal,2013,,02,22.0,7.0,9.7,691
904,mountroyal,2013,,03,0.0,0.0,0.0,692
905,mountroyal,2013,,04,20.0,5.0,20.5,693
906,mountroyal,2013,,05,22.0,20.0,27.2,694
907,mountroyal,2013,,07,22.0,22.0,29.2,695
908,mountroyal,2013,,08,22.0,8.0,18.7,696
909,mountroyal,2013,,09,0.0,0.0,0.0,697
910,mountroyal,2013,,10,10.0,7.0,16.5,698
911,mountroyal,2013,,11,22.0,6.0,11.6,699
912,mountroyal,2013,,12,22.0,18.0,22.2,700
913,mountroyal,2013,,13,21.0,3.0,15.9,701
914,mountroyal,2013,,14,20.0,2.0,12.4,702
915,regina,2013,F,01,2.0,0.0,21.5,703
916,regina,2013,S,02,22.0,21.0,29.0,397
917,regina,2013,F,03,18.0,1.0,19.3,704
918,regina,2013,S,05,18.0,1.0,14.3,399
919,regina,2013,J,06,13.0,0.0,8.9,401
920,regina,2013,S,08,22.0,16.0,24.0,705
921,regina,2013,J,09,22.0,5.0,15.5,402
922,regina,2013,S,10,16.0,0.0,9.6,403
923,regina,2013,S,11,22.0,21.0,27.4,404
924,regina,2013,S,12,22.0,7.0,16.5,405
925,regina,2013,S,13,18.0,17.0,21.0,406
926,regina,2013,S,14,22.0,21.0,24.4,407
927,saskatchewan,2013,F,01,22.0,1.0,16.0,706
928,saskatchewan,2013,J,02,21.0,21.0,27.5,408
929,saskatchewan,2013,F,04,20.0,0.0,8.0,707
930,saskatchewan,2013,J,05,22.0,22.0,31.5,411
931,saskatchewan,2013,S,06,20.0,20.0,26.1,412
932,saskatchewan,2013,J,07,19.0,0.0,8.4,708
933,saskatchewan,2013,S,08,22.0,0.0,8.2,414
934,saskatchewan,2013,S,09,19.0,0.0,7.8,415
935,saskatchewan,2013,S,10,22.0,2.0,11.8,709
936,saskatchewan,2013,S,12,22.0,22.0,28.5,418
937,saskatchewan,2013,S,13,22.0,22.0,30.6,419
938,thompsonrivers,2013,,02,22.0,1.0,11.2,710
939,thompsonrivers,2013,,03,20.0,0.0,6.0,711
940,thompsonrivers,2013,,04,17.0,0.0,6.6,712
941,thompsonrivers,2013,,05,20.0,0.0,6.1,422
942,thompsonrivers,2013,,06,22.0,22.0,35.1,423
943,thompsonrivers,2013,,07,22.0,21.0,34.6,424
944,thompsonrivers,2013,,10,22.0,22.0,29.4,426
945,thompsonrivers,2013,,11,22.0,22.0,27.7,713
946,thompsonrivers,2013,,12,19.0,0.0,11.6,714
947,thompsonrivers,2013,,13,22.0,22.0,29.8,429
948,thompsonrivers,2013,,14,15.0,0.0,10.2,715
949,trinitywestern,2013,,01,10.0,0.0,3.2,716
950,trinitywestern,2013,,02,22.0,22.0,29.8,431
951,trinitywestern,2013,,04,22.0,3.0,18.8,717
952,trinitywestern,2013,,05,21.0,20.0,28.3,434
953,trinitywestern,2013,,06,7.0,0.0,3.6,718
954,trinitywestern,2013,,07,22.0,3.0,12.8,719
955,trinitywestern,2013,,08,17.0,14.0,20.8,436
956,trinitywestern,2013,,09,22.0,4.0,19.1,437
957,trinitywestern,2013,,10,18.0,12.0,22.1,433
958,trinitywestern,2013,,11,22.0,22.0,31.6,439
959,trinitywestern,2013,,12,20.0,0.0,7.2,440
960,trinitywestern,2013,,13,1.0,0.0,0.0,435
961,trinitywestern,2013,,14,11.0,0.0,5.5,720
962,ubc,2013,,02,19.0,19.0,24.9,444
963,ubc,2013,,03,17.0,13.0,20.9,445
964,ubc,2013,,04,1.0,0.0,6.0,721
965,ubc,2013,,05,22.0,11.0,21.4,722
966,ubc,2013,,06,22.0,22.0,31.8,723
967,ubc,2013,,07,22.0,0.0,13.0,448
968,ubc,2013,,08,22.0,2.0,19.5,449
969,ubc,2013,,09,22.0,21.0,27.3,450
970,ubc,2013,,10,0.0,0.0,0.0,451
971,ubc,2013,,11,19.0,0.0,9.1,724
972,ubc,2013,,12,19.0,0.0,5.7,725
973,ubc,2013,,13,12.0,0.0,17.4,452
974,ubc,2013,,14,14.0,0.0,4.3,726
975,ubcokanagan,2013,,01,22.0,0.0,15.3,455
976,ubcokanagan,2013,,02,22.0,22.0,28.8,456
977,ubcokanagan,2013,,04,22.0,1.0,13.1,727
978,ubcokanagan,2013,R,05,0.0,0.0,0.0,728
979,ubcokanagan,2013,,06,17.0,2.0,19.0,460
980,ubcokanagan,2013,,07,21.0,20.0,27.2,461
981,ubcokanagan,2013,,08,20.0,0.0,11.4,729
982,ubcokanagan,2013,,09,22.0,22.0,28.2,462
983,ubcokanagan,2013,,10,15.0,0.0,4.5,463
984,ubcokanagan,2013,,11,22.0,20.0,31.0,468
985,ubcokanagan,2013,,12,15.0,1.0,5.1,465
986,ufv,2013,,01,13.0,0.0,8.4,730
987,ufv,2013,,02,7.0,1.0,6.1,731
988,ufv,2013,,03,22.0,21.0,29.9,472
989,ufv,2013,,04,22.0,8.0,24.2,473
990,ufv,2013,,05,22.0,21.0,27.2,474
991,ufv,2013,,07,20.0,18.0,25.8,476
992,ufv,2013,,08,15.0,0.0,7.5,732
993,ufv,2013,,09,22.0,3.0,12.7,733
994,ufv,2013,,10,22.0,21.0,30.6,478
995,ufv,2013,,11,20.0,0.0,9.9,479
996,ufv,2013,,12,22.0,1.0,12.6,734
997,ufv,2013,,13,18.0,12.0,17.8,480
998,unbc,2013,J,04,22.0,21.0,28.4,735
999,unbc,2013,F,05,10.0,0.0,5.4,736
1000,unbc,2013,F,06,16.0,0.0,5.4,737
1001,unbc,2013,S,07,22.0,13.0,26.3,738
1002,unbc,2013,S,08,22.0,21.0,31.5,739
1003,unbc,2013,J,09,22.0,3.0,25.8,740
1004,unbc,2013,S,10,22.0,22.0,29.3,741
1005,unbc,2013,J,11,22.0,8.0,11.3,742
1006,unbc,2013,S,13,22.0,22.0,29.3,743
1007,victoria,2013,S,01,22.0,0.0,10.8,482
1008,victoria,2013,J,02,22.0,21.0,29.9,485
1009,victoria,2013,S,03,22.0,21.0,29.7,744
1010,victoria,2013,J,04,22.0,21.0,24.5,481
1011,victoria,2013,F,06,9.0,0.0,4.3,745
1012,victoria,2013,S,07,21.0,0.0,19.8,484
1013,victoria,2013,F,08,9.0,0.0,3.3,746
1014,victoria,2013,S,09,13.0,0.0,9.0,486
1015,victoria,2013,S,10,19.0,0.0,8.8,487
1016,victoria,2013,F,11,22.0,2.0,16.2,747
1017,victoria,2013,F,12,14.0,0.0,7.7,748
1018,victoria,2013,F,13,22.0,19.0,23.7,749
1019,victoria,2013,S,14,6.0,0.0,9.7,750
1020,winnipeg,2013,F,01,22.0,2.0,21.1,751
1021,winnipeg,2013,S,02,21.0,0.0,7.8,752
1022,winnipeg,2013,J,04,22.0,22.0,28.3,491
1023,winnipeg,2013,J,05,22.0,13.0,20.5,492
1024,winnipeg,2013,F,06,22.0,5.0,13.5,753
1025,winnipeg,2013,F,07,20.0,5.0,21.4,754
1026,winnipeg,2013,F,08,22.0,15.0,20.9,755
1027,winnipeg,2013,F,09,22.0,10.0,22.6,496
1028,winnipeg,2013,S,11,22.0,16.0,16.3,498
1029,winnipeg,2013,S,12,22.0,0.0,7.2,499
1030,winnipeg,2013,F,14,14.0,0.0,7.5,756
1031,acadia,2014,,0,0.0,0.0,0.0,757
1032,acadia,2014,,4,20.0,16.0,25.0,9
1033,acadia,2014,,5,0.0,0.0,0.0,1
1034,acadia,2014,,6,14.0,0.0,5.5,758
