,TEAM,SEASON,PLYR_YR,NUM,GP,GS,MIN/G,player_id
1389,york,2014,S,13,22.0,20.0,28.6,329
1390,york,2014,S,14,22.0,20.0,32.4,330
1391,york,2014,S,15,21.0,20.0,24.0,664
1392,york,2014,S,21,22.0,0.0,10.8,665
1393,york,2014,J,22,0.0,0.0,0.0,938
1394,alberta,2014,J,01,22.0,22.0,23.3,334
1395,alberta,2014,S,02,16.0,0.0,6.5,939
1396,alberta,2014,F,03,16.0,0.0,3.8,940
1397,alberta,2014,J,04,22.0,0.0,17.0,337
1398,alberta,2014,J,05,22.0,22.0,25.5,669
1399,alberta,2014,J,06,18.0,0.0,13.6,339
1400,alberta,2014,S,07,22.0,0.0,18.6,671
1401,alberta,2014,J,08,2.0,0.0,0.0,341
1402,alberta,2014,J,09,22.0,22.0,22.6,343
1403,alberta,2014,J,10,22.0,0.0,18.1,349
1404,alberta,2014,S,11,22.0,20.0,22.5,344
1405,alberta,2014,S,12,22.0,22.0,19.5,345
1406,alberta,2014,F,13,3.0,0.0,5.7,941
1407,alberta,2014,J,14,6.0,0.0,1.7,942
1408,brandon,2014,F,01,2.0,0.0,1.5,943
1409,brandon,2014,S,02,22.0,21.0,35.5,944
1410,brandon,2014,J,05,22.0,21.0,33.3,351
1411,brandon,2014,S,06,16.0,5.0,11.7,673
1412,brandon,2014,S,07,0.0,0.0,0.0,674
1413,brandon,2014,J,08,22.0,19.0,30.6,354
1414,brandon,2014,F,09,6.0,0.0,4.0,945
1415,brandon,2014,F,10,19.0,0.0,8.9,946
1416,brandon,2014,F,11,19.0,2.0,5.5,947
1417,brandon,2014,F,12,22.0,0.0,12.0,948
1418,brandon,2014,F,13,22.0,3.0,15.0,949
1419,brandon,2014,J,14,22.0,21.0,36.9,24
1420,calgary,2014,F,00,0.0,0.0,0.0,950
1421,calgary,2014,,01,22.0,20.0,30.3,677
1422,calgary,2014,,04,21.0,0.0,8.1,678
1423,calgary,2014,,06,22.0,2.0,13.7,679
1424,calgary,2014,,07,22.0,20.0,26.8,366
1425,calgary,2014,,08,22.0,20.0,28.9,367
1426,calgary,2014,,09,14.0,0.0,5.7,951
1427,calgary,2014,,10,22.0,0.0,15.9,952
1428,calgary,2014,,11,22.0,18.0,26.9,953
1429,calgary,2014,,12,21.0,0.0,10.7,371
1430,calgary,2014,,13,22.0,20.0,22.5,372
1431,lethbridge,2014,,03,22.0,20.0,27.5,954
1432,lethbridge,2014,,04,16.0,16.0,31.7,375
1433,lethbridge,2014,,05,12.0,7.0,22.0,955
1434,lethbridge,2014,,06,22.0,2.0,15.4,377
1435,lethbridge,2014,,07,9.0,0.0,5.7,956
1436,lethbridge,2014,,08,22.0,0.0,9.1,957
1437,lethbridge,2014,,09,18.0,0.0,10.3,958
1438,lethbridge,2014,,10,22.0,22.0,30.1,959
1439,lethbridge,2014,,12,11.0,0.0,14.2,960
1440,lethbridge,2014,,13,22.0,22.0,32.9,383
1441,manitoba,2014,F,03,19.0,0.0,9.4,961
1442,manitoba,2014,F,04,19.0,6.0,16.9,962
1443,manitoba,2014,S,05,22.0,17.0,26.9,387
1444,manitoba,2014,S,06,22.0,11.0,26.5,388
1445,manitoba,2014,S,07,10.0,0.0,5.5,963
1446,manitoba,2014,S,08,21.0,4.0,17.2,381
1447,manitoba,2014,S,09,22.0,8.0,23.3,391
1448,manitoba,2014,S,10,13.0,1.0,8.7,392
1449,manitoba,2014,S,11,22.0,12.0,23.8,393
1450,manitoba,2014,S,12,21.0,0.0,5.2,688
1451,manitoba,2014,F,13,13.0,0.0,5.3,964
1452,manitoba,2014,S,14,22.0,14.0,25.3,396
1453,mountroyal,2014,R,02,0.0,0.0,0.0,965
1454,mountroyal,2014,,03,22.0,21.0,35.8,966
1455,mountroyal,2014,,04,22.0,21.0,35.3,693
1456,mountroyal,2014,,05,20.0,8.0,26.6,967
1457,mountroyal,2014,R,06,0.0,0.0,0.0,753
1458,mountroyal,2014,,07,14.0,0.0,5.1,968
1459,mountroyal,2014,,08,18.0,16.0,21.9,696
1460,mountroyal,2014,,09,20.0,19.0,26.9,702
1461,mountroyal,2014,,10,1.0,0.0,2.0,374
1462,mountroyal,2014,,11,20.0,2.0,14.9,969
1463,mountroyal,2014,,12,16.0,2.0,11.4,970
1464,mountroyal,2014,,13,19.0,16.0,27.8,971
1465,mountroyal,2014,,14,21.0,0.0,10.7,972
1466,mountroyal,2014,,15,17.0,0.0,7.6,973
1467,regina,2014,S,01,20.0,19.0,22.4,703
1468,regina,2014,F,02,18.0,0.0,4.7,974
1469,regina,2014,S,03,17.0,4.0,25.2,704
1470,regina,2014,S,04,2.0,2.0,20.0,975
1471,regina,2014,J,05,21.0,17.0,23.4,399
1472,regina,2014,S,06,20.0,0.0,10.0,401
1473,regina,2014,F,07,19.0,0.0,6.2,976
1474,regina,2014,J,08,22.0,22.0,24.5,705
1475,regina,2014,S,09,22.0,19.0,18.5,402
1476,regina,2014,J,10,22.0,3.0,19.8,403
1477,regina,2014,S,11,20.0,20.0,27.6,338
1478,regina,2014,S,12,20.0,3.0,19.1,405
1479,saskatchewan,2014,,00,22.0,0.0,12.4,977
1480,saskatchewan,2014,,01,22.0,1.0,17.2,706
1481,saskatchewan,2014,,02,22.0,22.0,26.1,408
1482,saskatchewan,2014,,03,10.0,0.0,6.1,978
1483,saskatchewan,2014,,04,10.0,1.0,8.9,707
1484,saskatchewan,2014,,05,22.0,21.0,31.6,411
1485,saskatchewan,2014,,06,20.0,20.0,26.1,412
1486,saskatchewan,2014,,07,10.0,0.0,9.0,708
1487,saskatchewan,2014,,08,22.0,3.0,10.0,414
1488,saskatchewan,2014,,09,12.0,0.0,6.9,979
1489,saskatchewan,2014,,10,22.0,3.0,17.5,709
1490,saskatchewan,2014,,12,21.0,20.0,23.6,418
1491,thompsonrivers,2014,,01,5.0,0.0,4.0,980
1492,thompsonrivers,2014,,02,10.0,0.0,7.5,710
1493,thompsonrivers,2014,,03,22.0,22.0,21.4,711
1494,thompsonrivers,2014,,04,3.0,0.0,7.0,981
1495,thompsonrivers,2014,,05,22.0,1.0,18.7,422
1496,thompsonrivers,2014,,06,22.0,22.0,34.5,423
1497,thompsonrivers,2014,,07,22.0,21.0,28.4,982
1498,thompsonrivers,2014,,08,1.0,0.0,1.0,712
1499,thompsonrivers,2014,,09,19.0,0.0,14.5,983
1500,thompsonrivers,2014,,10,22.0,0.0,15.1,984
1501,thompsonrivers,2014,,11,22.0,22.0,32.1,427
1502,thompsonrivers,2014,,12,22.0,22.0,30.3,379
1503,thompsonrivers,2014,,14,5.0,0.0,5.2,985
1504,trinitywestern,2014,,01,6.0,0.0,2.0,986
1505,trinitywestern,2014,,03,15.0,0.0,7.5,987
1506,trinitywestern,2014,,04,22.0,5.0,19.1,717
1507,trinitywestern,2014,,05,22.0,9.0,23.9,988
1508,trinitywestern,2014,,06,22.0,0.0,10.9,718
1509,trinitywestern,2014,,07,22.0,22.0,29.2,719
1510,trinitywestern,2014,,09,22.0,22.0,26.9,437
1511,trinitywestern,2014,,10,21.0,0.0,6.7,989
1512,trinitywestern,2014,,11,14.0,14.0,30.2,439
1513,trinitywestern,2014,,12,22.0,0.0,13.5,440
1514,trinitywestern,2014,,13,22.0,22.0,25.4,433
1515,trinitywestern,2014,,14,22.0,16.0,14.8,720
1516,ubc,2014,F,01,0.0,0.0,0.0,990
1517,ubc,2014,J,02,22.0,21.0,28.3,444
1518,ubc,2014,F,04,22.0,6.0,19.6,721
1519,ubc,2014,S,05,22.0,15.0,22.8,722
1520,ubc,2014,S,06,22.0,21.0,31.5,723
1521,ubc,2014,J,07,21.0,2.0,17.4,448
1522,ubc,2014,J,09,22.0,19.0,26.4,450
1523,ubc,2014,J,11,11.0,0.0,6.6,300
1524,ubc,2014,S,12,21.0,0.0,10.1,725
1525,ubc,2014,S,13,21.0,0.0,9.2,724
1526,ubc,2014,S,14,13.0,0.0,5.5,726
1527,ubcokanagan,2014,,02,22.0,22.0,28.5,456
1528,ubcokanagan,2014,,04,22.0,6.0,13.8,727
1529,ubcokanagan,2014,,05,22.0,0.0,13.1,991
1530,ubcokanagan,2014,,06,20.0,18.0,20.9,460
1531,ubcokanagan,2014,,07,21.0,1.0,9.9,992
1532,ubcokanagan,2014,,08,22.0,15.0,16.1,993
1533,ubcokanagan,2014,,09,13.0,0.0,4.3,88
1534,ubcokanagan,2014,,10,22.0,0.0,14.5,994
1535,ubcokanagan,2014,,11,22.0,22.0,28.9,468
1536,ubcokanagan,2014,,12,21.0,0.0,9.4,465
1537,ubcokanagan,2014,,13,22.0,6.0,24.3,995
1538,ufv,2014,,01,22.0,14.0,21.0,996
1539,ufv,2014,,02,8.0,0.0,6.8,997
1540,ufv,2014,,03,21.0,21.0,29.0,472
1541,ufv,2014,,04,21.0,8.0,23.7,473
1542,ufv,2014,,05,21.0,21.0,22.6,474
1543,ufv,2014,,06,11.0,0.0,6.5,998
1544,ufv,2014,,07,17.0,17.0,25.4,476
1545,ufv,2014,,08,20.0,0.0,12.8,732
1546,ufv,2014,,09,19.0,0.0,10.6,733
1547,ufv,2014,,10,21.0,21.0,25.8,478
1548,ufv,2014,,11,18.0,1.0,12.4,479
1549,ufv,2014,,12,22.0,7.0,19.5,734
1550,ufv,2014,,14,11.0,0.0,7.5,999
1551,unbc,2014,J,01,0.0,0.0,0.0,1000
1552,unbc,2014,F,02,16.0,0.0,4.1,1001
1553,unbc,2014,F,03,0.0,0.0,0.0,1002
1554,unbc,2014,F,04,17.0,0.0,7.4,1003
1555,unbc,2014,S,05,22.0,6.0,11.3,1004
1556,unbc,2014,F,06,22.0,5.0,14.5,1005
1557,unbc,2014,F,07,21.0,4.0,18.0,1006
1558,unbc,2014,S,08,21.0,20.0,35.6,1007
1559,unbc,2014,S,09,22.0,16.0,29.7,740
1560,unbc,2014,S,10,14.0,13.0,31.2,1008
1561,unbc,2014,S,11,22.0,1.0,9.9,742
1562,unbc,2014,F,12,7.0,0.0,3.4,1009
1563,unbc,2014,S,13,22.0,21.0,32.9,743
1564,victoria,2014,J,01,22.0,3.0,18.9,482
1565,victoria,2014,S,02,21.0,20.0,30.9,485
1566,victoria,2014,S,04,22.0,21.0,25.5,481
1567,victoria,2014,F,05,13.0,0.0,4.3,1010
1568,victoria,2014,S,06,22.0,0.0,13.0,745
1569,victoria,2014,J,07,22.0,22.0,29.8,484
1570,victoria,2014,S,08,13.0,0.0,8.2,746
1571,victoria,2014,S,09,19.0,0.0,10.1,486
1572,victoria,2014,S,10,22.0,0.0,12.9,748
1573,victoria,2014,F,11,1.0,0.0,1.0,1011
1574,victoria,2014,S,13,22.0,22.0,29.2,749
1575,victoria,2014,F,14,10.0,0.0,4.7,1012
1576,winnipeg,2014,F,02,18.0,0.0,7.0,1013
1577,winnipeg,2014,F,03,14.0,0.0,6.6,1014
1578,winnipeg,2014,S,04,22.0,22.0,34.0,491
1579,winnipeg,2014,S,07,22.0,22.0,34.2,754
1580,winnipeg,2014,S,08,22.0,22.0,29.0,755
1581,winnipeg,2014,S,09,18.0,0.0,12.6,1015
1582,winnipeg,2014,S,11,22.0,20.0,25.8,498
1583,winnipeg,2014,S,12,20.0,20.0,24.9,499
1584,winnipeg,2014,J,13,14.0,2.0,4.4,1016
1585,winnipeg,2014,S,14,22.0,2.0,18.2,756
1586,acadia,2015,F,4,20.0,3.0,11.6,1017
1587,acadia,2015,F,5,5.0,0.0,4.6,1018
1588,acadia,2015,F,6,10.0,0.0,3.0,1019
1589,acadia,2015,S,7,20.0,20.0,27.3,759
1590,acadia,2015,S,8,20.0,0.0,15.6,760
1591,acadia,2015,F,9,6.0,0.0,4.7,1020
1592,acadia,2015,S,10,16.0,1.0,3.6,761
1593,acadia,2015,S,11,13.0,13.0,31.1,1021
1594,acadia,2015,S,12,7.0,5.0,26.0,762
1595,acadia,2015,S,13,18.0,1.0,7.3,1022
1596,acadia,2015,S,14,20.0,19.0,29.9,1023
1597,acadia,2015,J,15,20.0,15.0,21.1,283
1598,acadia,2015,J,21,16.0,11.0,23.6,764
1599,acadia,2015,S,22,19.0,6.0,14.5,765
1600,acadia,2015,J,24,0.0,0.0,0.0,1024
1601,capebreton,2015,,4,19.0,0.0,7.3,1025
1602,capebreton,2015,,5,17.0,1.0,10.1,1026
1603,capebreton,2015,,6,20.0,19.0,28.4,766
1604,capebreton,2015,,7,19.0,19.0,30.4,507
1605,capebreton,2015,,8,14.0,0.0,7.1,1027
1606,capebreton,2015,,9,19.0,13.0,25.1,768
1607,capebreton,2015,,10,20.0,13.0,19.9,510
1608,capebreton,2015,,11,20.0,14.0,29.8,511
1609,capebreton,2015,,12,20.0,20.0,30.4,769
1610,capebreton,2015,,21,5.0,0.0,10.4,508
1611,dalhousie,2015,,3,13.0,0.0,6.1,770
1612,dalhousie,2015,,4,20.0,8.0,18.1,1028
1613,dalhousie,2015,,5,20.0,20.0,34.8,27
1614,dalhousie,2015,,6,20.0,15.0,24.1,5
1615,dalhousie,2015,,7,4.0,0.0,3.3,772
1616,dalhousie,2015,,8,16.0,12.0,24.4,54
1617,dalhousie,2015,,9,20.0,6.0,16.1,514
1618,dalhousie,2015,,10,20.0,20.0,30.0,31
1619,dalhousie,2015,,11,0.0,0.0,0.0,1029
1620,dalhousie,2015,,12,20.0,15.0,21.9,773
1621,dalhousie,2015,,13,20.0,4.0,16.7,1030
1622,dalhousie,2015,,14,14.0,0.0,10.8,771
1623,dalhousie,2015,,15,15.0,0.0,6.5,1031
1624,memorial,2015,,4,20.0,20.0,30.0,37
1625,memorial,2015,,6,20.0,20.0,29.1,42
1626,memorial,2015,,7,1.0,0.0,6.0,1032
1627,memorial,2015,,8,19.0,10.0,14.5,39
1628,memorial,2015,,10,20.0,8.0,17.8,517
1629,memorial,2015,,11,20.0,0.0,15.6,41
1630,memorial,2015,,12,14.0,2.0,12.6,777
1631,memorial,2015,,13,4.0,0.0,1.5,519
1632,memorial,2015,,14,5.0,0.0,1.8,1033
1633,memorial,2015,,15,18.0,18.0,24.6,518
1634,memorial,2015,,21,20.0,0.0,13.4,1034
1635,memorial,2015,,23,19.0,2.0,8.6,1035
1636,memorial,2015,,24,15.0,0.0,9.7,1036
1637,memorial,2015,,31,20.0,0.0,14.1,782
1638,saintmarys,2015,S,4,20.0,0.0,17.5,522
1639,saintmarys,2015,F,6,20.0,9.0,17.4,1037
1640,saintmarys,2015,F,7,16.0,0.0,8.1,1038
1641,saintmarys,2015,S,8,20.0,20.0,32.4,524
1642,saintmarys,2015,J,9,20.0,14.0,22.1,784
1643,saintmarys,2015,S,10,0.0,0.0,0.0,785
1644,saintmarys,2015,J,11,20.0,11.0,20.6,786
1645,saintmarys,2015,F,13,7.0,0.0,4.3,1039
1646,saintmarys,2015,F,14,20.0,20.0,35.0,1040
1647,saintmarys,2015,S,15,20.0,20.0,32.4,528
1648,stfx,2015,,04,19.0,3.0,10.4,1041
1649,stfx,2015,,05,20.0,9.0,21.6,529
1650,stfx,2015,,06,0.0,0.0,0.0,1042
1651,stfx,2015,,07,6.0,0.0,5.7,1043
1652,stfx,2015,,08,20.0,17.0,24.4,4
1653,stfx,2015,,09,20.0,15.0,19.7,1044
1654,stfx,2015,,10,9.0,0.0,7.2,790
1655,stfx,2015,,11,20.0,20.0,32.5,531
1656,stfx,2015,,12,20.0,5.0,15.1,532
1657,stfx,2015,,14,10.0,0.0,8.3,791
1658,stfx,2015,,15,15.0,14.0,24.6,70
1659,stfx,2015,,21,17.0,2.0,7.1,1045
1660,stfx,2015,,22,20.0,11.0,19.2,793
1661,stfx,2015,,23,18.0,1.0,11.2,1046
1662,stfx,2015,,24,19.0,4.0,12.0,1047
1663,unb,2015,,4,14.0,2.0,17.6,535
1664,unb,2015,,7,16.0,0.0,7.8,538
1665,unb,2015,,8,18.0,18.0,27.7,797
1666,unb,2015,,9,20.0,0.0,13.7,1048
1667,unb,2015,,10,19.0,0.0,11.6,540
1668,unb,2015,,11,11.0,3.0,16.5,543
1669,unb,2015,,12,20.0,17.0,23.8,1049
1670,unb,2015,,13,13.0,0.0,4.4,1050
1671,unb,2015,,14,20.0,20.0,27.8,801
1672,unb,2015,,15,20.0,9.0,23.3,61
1673,unb,2015,,20,9.0,0.0,9.3,802
1674,unb,2015,,21,20.0,20.0,25.9,82
1675,upei,2015,S,04,20.0,0.0,11.4,803
1676,upei,2015,S,05,20.0,20.0,18.7,85
1677,upei,2015,S,06,20.0,0.0,14.8,86
1678,upei,2015,S,07,19.0,19.0,23.9,63
1679,upei,2015,F,08,4.0,0.0,4.8,1051
1680,upei,2015,S,09,0.0,0.0,0.0,95
1681,upei,2015,S,10,20.0,20.0,25.4,90
1682,upei,2015,S,11,9.0,0.0,2.8,807
1683,upei,2015,J,12,20.0,0.0,10.6,52
1684,upei,2015,S,13,18.0,0.0,15.0,805
1685,upei,2015,S,14,18.0,18.0,23.5,1052
1686,upei,2015,S,15,20.0,3.0,23.5,546
1687,upei,2015,S,21,20.0,20.0,21.3,547
1688,bishops,2015,,04,13.0,13.0,33.5,808
1689,bishops,2015,,05,14.0,0.0,9.1,1053
1690,bishops,2015,,06,16.0,3.0,15.9,809
1691,bishops,2015,,07,4.0,0.0,14.8,1054
1692,bishops,2015,,08,15.0,15.0,24.3,1055
1693,bishops,2015,,09,16.0,16.0,29.3,1056
1694,bishops,2015,,10,13.0,0.0,13.5,552
1695,bishops,2015,,11,1.0,0.0,15.0,812
1696,bishops,2015,,12,14.0,1.0,10.1,1057
1697,bishops,2015,,13,16.0,16.0,30.8,104
1698,bishops,2015,,14,0.0,0.0,0.0,1058
1699,bishops,2015,,15,16.0,16.0,23.4,1059
1700,bishops,2015,,21,7.0,0.0,6.3,1060
1701,bishops,2015,,22,15.0,0.0,10.0,1061
1702,bishops,2015,,23,4.0,0.0,8.8,1062
1703,concordia,2015,,4,16.0,16.0,34.8,107
1704,concordia,2015,,6,16.0,16.0,37.8,557
1705,concordia,2015,,8,16.0,16.0,36.2,558
1706,concordia,2015,,9,16.0,2.0,23.1,1063
1707,concordia,2015,,10,14.0,14.0,33.1,1064
1708,concordia,2015,,11,7.0,1.0,3.3,1065
1709,concordia,2015,,12,16.0,15.0,35.4,560
1710,concordia,2015,,13,7.0,0.0,6.9,1066
1711,laval,2015,,4,16.0,0.0,18.5,820
1712,laval,2015,,5,15.0,2.0,9.1,821
1713,laval,2015,,6,16.0,13.0,27.0,822
1714,laval,2015,,7,16.0,1.0,8.8,823
1715,laval,2015,,8,16.0,3.0,15.9,1067
1716,laval,2015,,9,16.0,13.0,26.8,1068
1717,laval,2015,,10,16.0,12.0,21.1,824
1718,laval,2015,,11,16.0,13.0,25.4,564
1719,laval,2015,,12,12.0,0.0,8.8,563
1720,laval,2015,,13,10.0,10.0,26.9,1069
1721,laval,2015,,14,15.0,1.0,7.9,130
1722,laval,2015,,15,14.0,12.0,15.1,1070
1723,mcgill,2015,F,04,6.0,0.0,2.3,1071
1724,mcgill,2015,S,05,16.0,16.0,29.7,132
1725,mcgill,2015,S,06,16.0,12.0,24.4,828
1726,mcgill,2015,F,08,16.0,4.0,20.9,1072
1727,mcgill,2015,F,09,16.0,2.0,13.6,1073
1728,mcgill,2015,F,10,6.0,0.0,5.5,1074
1729,mcgill,2015,S,11,11.0,1.0,4.4,831
1730,mcgill,2015,S,12,16.0,0.0,9.7,1075
1731,mcgill,2015,S,13,15.0,13.0,21.1,139
1732,mcgill,2015,S,14,16.0,2.0,20.4,830
1733,mcgill,2015,J,15,16.0,15.0,26.1,574
1734,mcgill,2015,J,21,16.0,14.0,23.5,1076
1735,uqam,2015,F,05,16.0,0.0,15.8,1077
1736,uqam,2015,F,06,16.0,2.0,12.8,832
1737,uqam,2015,F,07,8.0,0.0,2.1,1078
1738,uqam,2015,J,09,16.0,10.0,26.4,1079
1739,uqam,2015,F,10,9.0,0.0,6.4,1080
1740,uqam,2015,S,11,16.0,16.0,30.4,582
1741,uqam,2015,S,12,16.0,16.0,33.3,1081
1742,uqam,2015,F,13,7.0,0.0,2.7,1082
1743,uqam,2015,S,14,16.0,11.0,22.9,1083
1744,uqam,2015,J,21,16.0,16.0,31.4,837
1745,uqam,2015,F,22,9.0,0.0,3.0,1084
1746,algoma,2015,,3,0.0,0.0,0.0,839
1747,algoma,2015,,7,8.0,0.0,11.4,1085
1748,algoma,2015,,10,20.0,12.0,33.1,842
1749,algoma,2015,,12,20.0,12.0,35.0,843
1750,algoma,2015,,14,2.0,0.0,22.5,1086
1751,algoma,2015,,15,20.0,9.0,27.6,1087
1752,algoma,2015,,21,16.0,0.0,9.6,845
1753,algoma,2015,,22,20.0,2.0,25.6,846
1754,algoma,2015,,23,5.0,2.0,30.2,1088
1755,algoma,2015,,25,20.0,12.0,27.1,848
1756,brock,2015,,03,14.0,0.0,11.7,585
1757,brock,2015,,04,19.0,0.0,15.9,1089
1758,brock,2015,,06,14.0,13.0,21.6,1090
1759,brock,2015,,07,19.0,19.0,28.3,161
1760,brock,2015,,08,19.0,19.0,29.8,162
1761,brock,2015,,09,17.0,0.0,13.8,850
1762,brock,2015,,10,2.0,0.0,7.0,1091
1763,brock,2015,,11,19.0,19.0,31.4,1092
1764,brock,2015,,12,2.0,0.0,1.5,1093
1765,brock,2015,,14,19.0,18.0,24.2,168
1766,brock,2015,,15,19.0,1.0,13.8,1094
1767,carleton,2015,,04,10.0,0.0,5.0,1095
1768,carleton,2015,,05,19.0,6.0,23.7,855
1769,carleton,2015,,06,0.0,0.0,0.0,1096
1770,carleton,2015,,07,19.0,16.0,26.7,589
1771,carleton,2015,,08,14.0,14.0,27.8,590
1772,carleton,2015,,09,3.0,0.0,1.0,1097
1773,carleton,2015,,10,19.0,17.0,29.0,858
1774,carleton,2015,,11,17.0,15.0,26.4,592
1775,carleton,2015,,12,16.0,1.0,12.1,1098
1776,carleton,2015,,13,19.0,1.0,16.3,1099
1777,carleton,2015,,20,13.0,0.0,4.8,861
1778,carleton,2015,,21,18.0,8.0,25.5,1100
1779,guelph,2015,S,4,19.0,18.0,29.9,596
1780,guelph,2015,F,5,18.0,17.0,31.1,1101
1781,guelph,2015,F,6,13.0,0.0,15.7,1102
1782,guelph,2015,F,7,17.0,0.0,12.5,1103
1783,guelph,2015,S,8,0.0,0.0,0.0,598
1784,guelph,2015,S,9,17.0,16.0,27.9,185
1785,guelph,2015,F,10,0.0,0.0,0.0,1104
1786,guelph,2015,J,11,19.0,0.0,13.9,862
1787,guelph,2015,S,12,10.0,1.0,9.6,863
1788,guelph,2015,S,13,0.0,0.0,0.0,188
1789,guelph,2015,F,14,14.0,0.0,7.6,1105
1790,guelph,2015,J,15,19.0,18.0,26.5,602
1791,guelph,2015,F,21,15.0,0.0,9.1,1106
1792,guelph,2015,F,22,0.0,0.0,0.0,1107
1793,guelph,2015,S,23,19.0,18.0,31.3,192
1794,lakehead,2015,,04,19.0,19.0,30.1,865
1795,lakehead,2015,,05,19.0,0.0,9.1,605
1796,lakehead,2015,,06,19.0,0.0,9.9,866
1797,lakehead,2015,,07,18.0,18.0,26.8,1108
1798,lakehead,2015,,08,3.0,0.0,6.0,867
1799,lakehead,2015,,09,19.0,18.0,29.1,198
1800,lakehead,2015,,10,19.0,19.0,28.1,868
1801,lakehead,2015,,12,14.0,1.0,15.1,869
1802,lakehead,2015,,13,3.0,0.0,4.7,1109
1803,lakehead,2015,,14,17.0,0.0,7.6,870
1804,lakehead,2015,,15,18.0,16.0,24.7,871
1805,lakehead,2015,,21,15.0,1.0,6.7,1110
1806,lakehead,2015,,22,19.0,2.0,15.7,1111
1807,laurentian,2015,,04,19.0,17.0,22.7,207
1808,laurentian,2015,,05,19.0,17.0,26.4,208
1809,laurentian,2015,,06,3.0,0.0,10.0,1112
1810,laurentian,2015,,07,19.0,0.0,21.8,1113
1811,laurentian,2015,,08,19.0,17.0,31.1,211
1812,laurentian,2015,,09,16.0,0.0,12.5,1114
1813,laurentian,2015,,10,16.0,0.0,8.6,213
1814,laurentian,2015,,11,19.0,3.0,15.5,214
1815,laurentian,2015,,12,15.0,0.0,12.4,1115
1816,laurentian,2015,,13,16.0,13.0,12.1,1116
1817,laurentian,2015,,14,17.0,0.0,8.6,217
1818,laurentian,2015,,15,1.0,0.0,3.0,1117
1819,laurentian,2015,,22,19.0,17.0,20.7,876
1820,laurier,2015,S,04,15.0,14.0,27.3,613
1821,laurier,2015,S,05,20.0,20.0,29.4,878
1822,laurier,2015,S,06,9.0,1.0,4.8,881
1823,laurier,2015,J,07,20.0,20.0,27.6,614
1824,laurier,2015,S,08,13.0,4.0,18.1,224
1825,laurier,2015,F,09,8.0,0.0,16.5,1118
1826,laurier,2015,F,10,0.0,0.0,0.0,1119
1827,laurier,2015,F,11,17.0,0.0,9.8,1120
1828,laurier,2015,S,13,16.0,2.0,18.9,880
1829,laurier,2015,S,14,20.0,20.0,25.8,230
1830,laurier,2015,J,15,19.0,0.0,10.6,615
1831,laurier,2015,S,20,20.0,20.0,27.8,616
1832,laurier,2015,F,22,2.0,0.0,0.5,1121
1833,mcmaster,2015,J,3,19.0,17.0,34.4,617
1834,mcmaster,2015,S,4,0.0,0.0,0.0,232
1835,mcmaster,2015,F,5,19.0,17.0,32.7,1122
1836,mcmaster,2015,S,6,18.0,0.0,13.2,1123
1837,mcmaster,2015,F,7,15.0,0.0,13.1,1124
1838,mcmaster,2015,S,9,0.0,0.0,0.0,885
1839,mcmaster,2015,J,10,19.0,17.0,31.0,886
1840,mcmaster,2015,F,11,1.0,0.0,17.0,887
1841,mcmaster,2015,F,13,19.0,6.0,15.8,1125
1842,mcmaster,2015,F,14,7.0,0.0,4.6,1126
1843,mcmaster,2015,J,15,13.0,11.0,28.2,621
1844,mcmaster,2015,F,21,14.0,0.0,6.6,1127
1845,mcmaster,2015,F,22,13.0,12.0,25.7,1128
1846,nipissing,2015,J,4,0.0,0.0,0.0,856
1847,nipissing,2015,S,5,19.0,16.0,34.2,593
1848,nipissing,2015,F,6,1.0,1.0,3.0,1129
1849,nipissing,2015,S,7,0.0,0.0,0.0,2
1850,nipissing,2015,F,8,10.0,8.0,26.0,1130
1851,nipissing,2015,F,9,14.0,9.0,22.1,1131
1852,nipissing,2015,S,10,19.0,7.0,25.3,1132
1853,nipissing,2015,F,11,19.0,9.0,22.1,1133
1854,nipissing,2015,F,12,19.0,15.0,32.3,1134
1855,nipissing,2015,F,13,19.0,16.0,35.6,1135
1856,nipissing,2015,F,14,0.0,0.0,0.0,1136
1857,nipissing,2015,F,15,19.0,0.0,17.9,1137
1858,ottawa,2015,S,0,0.0,0.0,0.0,1138
1859,ottawa,2015,,3,19.0,17.0,28.9,623
1860,ottawa,2015,,4,19.0,17.0,23.4,1139
1861,ottawa,2015,,5,19.0,18.0,27.9,1140
1862,ottawa,2015,,6,15.0,14.0,22.8,1141
1863,ottawa,2015,,7,17.0,0.0,13.8,892
1864,ottawa,2015,S,8,11.0,0.0,16.9,893
1865,ottawa,2015,,9,9.0,0.0,10.9,1142
1866,ottawa,2015,,10,16.0,0.0,13.2,1143
1867,ottawa,2015,,11,19.0,18.0,23.4,254
1868,ottawa,2015,,12,12.0,0.0,16.8,1144
1869,ottawa,2015,,13,1.0,0.0,2.0,627
1870,ottawa,2015,,14,18.0,3.0,12.5,1145
1871,ottawa,2015,,15,11.0,0.0,13.6,897
1872,ottawa,2015,J,21,2.0,1.0,13.5,628
1873,ottawa,2015,S,22,10.0,2.0,16.6,895
1874,queens,2015,,04,16.0,14.0,29.1,260
1875,queens,2015,,05,19.0,15.0,28.1,629
1876,queens,2015,,06,11.0,0.0,8.7,898
1877,queens,2015,,07,19.0,1.0,19.6,899
1878,queens,2015,,08,3.0,0.0,4.0,1146
1879,queens,2015,,09,9.0,0.0,14.0,265
