player_id,SEASON,DREB/G,OREB/G,REB/G,PF/G,A/G,TO/G,A/TO,STL/G,BLK/G
1993,2017,0.2,0.7,0.9,1.2,0.6,0.9,0.7,0.2,0.0
2233,2017,0.5,3.4,3.9,2.5,1.6,1.4,1.1,1.4,0.0
2234,2017,0.5,0.6,1.1,0.9,0.8,1.9,0.4,0.4,0.0
1206,2017,0.6,2.4,3.1,1.5,1.9,3.1,0.6,1.6,0.1
1994,2017,3.3,4.6,7.8,2.8,1.3,3.3,0.4,1.6,0.3
1995,2017,0.6,2.6,3.2,2.5,2.2,3.7,0.6,1.3,0.1
2235,2017,0.1,0.6,0.7,0.0,0.1,0.1,1.0,0.0,0.1
2236,2017,0.4,0.7,1.1,0.5,0.0,0.8,0.0,0.2,0.0
1495,2017,1.2,4.8,6.0,1.6,1.8,2.9,0.6,2.8,0.2
1742,2017,0.0,1.6,1.6,1.1,0.3,1.2,0.2,0.9,0.1
1494,2017,2.5,5.4,7.9,2.3,1.8,2.8,0.6,1.1,0.9
1741,2017,1.3,1.3,2.6,0.3,0.1,0.9,0.2,0.1,0.0
2237,2017,0.2,0.6,0.8,0.6,0.1,0.5,0.2,0.1,0.1
2238,2017,0.3,0.9,1.3,0.3,0.1,0.2,0.7,0.4,0.1
2239,2017,1.6,3.4,5.1,1.7,1.6,2.4,0.7,1.4,0.5
1208,2017,0.6,1.9,2.5,1.6,2.8,1.3,2.2,1.4,0.0
2240,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,2017,0.7,1.4,2.0,1.9,1.1,1.4,0.8,0.9,0.0
2000,2017,1.4,2.6,4.0,1.4,0.5,1.3,0.4,0.4,0.9
2241,2017,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0
2242,2017,0.2,0.4,0.6,0.4,0.6,0.6,1.0,0.0,0.0
2243,2017,0.7,0.3,1.0,0.3,0.2,0.0,0.0,0.2,0.2
2244,2017,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5
2245,2017,0.9,0.6,1.5,1.2,0.1,0.1,1.0,0.1,0.3
1498,2017,2.2,4.3,6.5,1.3,0.8,1.2,0.6,0.9,2.3
2004,2017,1.8,2.8,4.5,2.3,3.6,2.5,1.4,1.3,0.3
1326,2017,0.8,1.6,2.4,0.6,0.3,0.8,0.4,0.3,0.1
1746,2017,0.7,1.9,2.5,1.9,1.0,1.4,0.7,1.0,0.1
2246,2017,0.6,0.7,1.3,0.8,0.2,0.4,0.6,0.3,0.1
1499,2017,3.6,6.8,10.4,2.5,1.6,2.1,0.8,2.4,0.8
1147,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,2017,0.1,1.2,1.3,1.1,0.7,1.2,0.6,0.6,0.2
2247,2017,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.2,0.0
2248,2017,1.3,2.8,4.1,2.4,1.7,3.6,0.5,1.1,0.1
1214,2017,0.4,2.6,3.0,1.2,1.1,2.1,0.5,1.5,0.5
2008,2017,1.1,2.2,3.3,1.4,1.1,3.4,0.3,1.6,0.0
1501,2017,0.5,0.8,1.3,0.6,0.7,1.0,0.7,0.4,0.0
2009,2017,2.4,4.4,6.7,1.1,1.2,3.6,0.3,0.8,0.1
2012,2017,0.2,0.2,0.3,0.0,0.2,0.2,1.0,0.0,0.2
2249,2017,1.9,2.3,4.2,1.3,0.5,2.7,0.2,0.6,0.5
1215,2017,3.2,3.4,6.6,2.1,0.8,2.7,0.3,0.6,0.4
1751,2017,0.8,2.6,3.4,1.8,0.2,0.8,0.3,0.6,0.5
1218,2017,2.2,3.2,5.4,2.5,0.4,1.3,0.3,0.4,1.2
2250,2017,0.4,0.5,0.8,0.8,0.1,0.5,0.1,0.1,0.2
2013,2017,1.6,1.1,2.7,1.8,0.4,1.4,0.3,0.5,0.3
2014,2017,0.3,1.1,1.3,0.5,0.4,0.4,1.2,0.4,0.1
1503,2017,2.7,5.2,7.9,2.5,1.4,3.2,0.5,1.3,0.9
2251,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,2017,0.9,3.4,4.3,1.6,2.1,1.3,1.7,1.3,0.1
1752,2017,0.7,0.7,1.3,1.0,0.7,1.3,0.5,0.0,0.3
1223,2017,0.6,3.6,4.2,2.3,3.8,3.6,1.0,2.1,0.1
2253,2017,0.9,1.5,2.4,1.4,0.8,1.5,0.5,0.6,0.1
2254,2017,0.5,0.7,1.2,0.4,0.3,1.1,0.3,0.7,0.1
2015,2017,1.3,3.0,4.3,2.0,1.4,1.0,1.4,0.4,0.4
1753,2017,0.1,0.2,0.3,0.5,0.4,0.9,0.5,0.3,0.1
1754,2017,1.4,1.4,2.9,2.4,1.0,1.6,0.6,0.6,0.4
1517,2017,1.5,2.5,4.0,1.7,0.9,1.4,0.7,0.5,0.3
2016,2017,0.3,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,2017,0.1,0.3,0.4,0.6,0.0,0.6,0.0,0.0,0.0
1756,2017,0.5,1.9,2.3,1.7,1.3,3.9,0.3,1.1,0.0
1758,2017,0.5,1.2,1.7,1.4,1.0,2.1,0.5,0.5,0.1
2255,2017,0.1,0.6,0.8,0.6,0.3,1.6,0.2,0.3,0.0
2018,2017,0.2,1.0,1.2,0.5,0.3,1.1,0.3,0.4,0.1
2019,2017,1.8,5.3,7.2,1.9,2.8,2.9,1.0,3.7,0.3
1509,2017,1.4,2.6,4.0,1.3,1.3,3.0,0.4,0.5,0.2
1510,2017,0.8,1.4,2.2,1.8,0.4,1.1,0.4,0.2,0.3
1301,2017,1.9,3.7,5.5,1.6,1.5,2.1,0.7,0.8,0.3
1512,2017,1.7,4.1,5.7,2.7,0.8,2.5,0.3,0.9,0.2
1511,2017,0.8,1.8,2.5,3.0,0.6,1.7,0.4,0.6,0.1
2256,2017,0.5,2.1,2.6,1.3,0.7,1.1,0.7,0.8,0.2
1762,2017,0.4,1.1,1.6,1.1,0.9,1.6,0.6,1.1,0.1
2257,2017,0.7,2.4,3.0,1.1,1.4,2.1,0.7,1.1,0.1
2258,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,2017,0.7,1.8,2.5,1.7,2.1,1.9,1.1,1.1,0.2
2259,2017,1.1,2.8,4.0,2.6,0.8,3.5,0.2,1.4,0.7
1245,2017,1.3,1.8,3.0,1.3,1.0,1.6,0.6,0.8,0.2
2260,2017,1.1,1.3,2.3,0.5,0.2,1.0,0.2,0.7,1.2
1515,2017,1.6,6.7,8.3,2.6,1.4,4.2,0.3,1.8,0.2
2022,2017,1.7,2.0,3.7,0.7,0.7,2.0,0.4,1.7,0.1
2023,2017,1.7,3.1,4.8,1.6,1.3,1.7,0.8,1.4,0.4
2025,2017,1.8,1.3,3.0,1.0,0.3,1.1,0.2,0.4,0.1
2024,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,2017,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.1,0.0
1345,2017,1.1,1.6,2.7,0.9,0.3,1.1,0.3,1.3,0.1
2262,2017,1.8,1.5,3.3,2.0,0.3,2.0,0.1,0.6,0.3
1678,2017,0.2,1.1,1.3,0.4,0.1,0.8,0.2,0.6,0.0
720,2017,1.8,2.4,4.1,1.7,0.3,1.7,0.2,0.3,0.3
2263,2017,0.2,0.7,0.9,0.5,0.6,1.3,0.5,0.5,0.1
2028,2017,1.7,2.6,4.2,2.4,2.4,3.3,0.7,1.7,0.1
2029,2017,1.6,1.9,3.5,2.1,1.2,1.3,0.9,0.7,0.2
2264,2017,0.7,1.6,2.3,2.4,1.1,1.8,0.6,0.8,0.2
2030,2017,0.1,1.2,1.3,0.3,0.2,0.8,0.3,0.3,0.0
2031,2017,0.6,1.3,1.8,1.1,0.7,0.9,0.7,0.6,0.0
1521,2017,1.1,2.8,3.8,2.3,2.1,3.0,0.7,1.1,0.0
1769,2017,1.4,1.4,2.7,2.0,0.8,1.4,0.6,1.0,0.1
1523,2017,0.0,2.0,2.0,1.0,2.0,3.5,0.6,0.0,0.0
2265,2017,1.2,2.9,4.1,1.6,1.1,2.2,0.5,1.3,0.4
2266,2017,1.9,6.9,8.8,2.5,1.3,3.0,0.4,0.6,1.7
2267,2017,0.9,1.1,1.9,1.6,0.6,0.8,0.8,0.3,0.1
2268,2017,0.0,0.3,0.3,0.0,0.1,0.1,1.0,0.0,0.1
2035,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,2017,0.5,0.8,1.3,0.5,0.2,0.2,1.0,0.0,0.0
2270,2017,0.1,0.3,0.4,0.5,0.1,0.4,0.3,0.2,0.0
2271,2017,0.2,0.8,1.0,0.6,0.2,0.4,0.6,0.2,0.0
2272,2017,0.7,2.5,3.2,2.5,2.0,2.3,0.9,1.6,0.1
2273,2017,0.3,0.0,0.3,0.0,0.3,0.3,1.0,0.0,0.0
2274,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,2017,0.5,0.9,1.4,2.6,1.4,2.3,0.6,1.1,0.0
2040,2017,0.5,2.0,2.5,0.9,0.9,1.7,0.5,1.2,0.2
2275,2017,0.6,1.3,1.9,0.9,0.5,1.6,0.3,0.2,0.1
1778,2017,1.4,1.8,3.2,2.0,0.7,1.6,0.4,1.0,0.0
1781,2017,0.8,3.0,3.9,3.0,2.4,3.0,0.8,1.2,0.3
1782,2017,3.0,3.6,6.7,2.2,1.8,3.5,0.5,1.9,0.1
2276,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,2017,1.1,3.6,4.8,1.0,0.8,0.8,1.0,0.5,0.3
1222,2017,1.1,3.0,4.0,2.6,3.6,3.8,1.0,2.6,0.2
1786,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,2017,1.0,2.3,3.3,3.1,1.8,2.8,0.6,1.7,0.1
2279,2017,2.1,1.3,3.4,2.6,0.7,1.9,0.4,0.9,0.1
2043,2017,1.1,1.9,3.0,3.1,1.1,1.5,0.7,1.0,0.1
2280,2017,0.3,0.3,0.5,0.5,0.3,0.4,0.7,0.0,0.0
2044,2017,1.0,1.6,2.5,1.6,0.6,1.3,0.5,0.5,0.1
2045,2017,1.2,4.5,5.7,2.0,1.6,2.9,0.6,1.1,0.7
2281,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,2017,2.2,5.1,7.3,2.6,1.3,2.3,0.6,2.1,0.1
1525,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,2017,2.2,4.2,6.3,2.4,0.6,2.3,0.2,0.7,0.6
2282,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,2017,0.3,2.0,2.3,1.5,1.9,1.9,0.9,1.1,0.1
2048,2017,0.3,1.0,1.3,0.9,0.9,1.0,0.9,0.3,0.0
2284,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,2017,0.2,0.9,1.1,0.8,0.6,1.6,0.4,0.3,0.1
1789,2017,0.5,2.1,2.6,0.8,1.7,4.4,0.4,0.6,0.1
2286,2017,0.6,0.7,1.2,1.4,0.3,1.2,0.2,0.5,0.0
1532,2017,1.5,3.8,5.3,3.3,2.3,3.1,0.7,3.9,0.1
2287,2017,1.3,1.7,3.0,1.9,0.6,2.2,0.3,0.7,0.0
2049,2017,0.8,3.3,4.2,2.6,1.4,3.8,0.4,1.4,0.0
1085,2017,1.6,8.2,9.8,2.6,1.2,3.5,0.3,0.7,3.1
2288,2017,1.1,2.7,3.8,1.1,1.0,2.2,0.5,0.7,0.5
2289,2017,1.1,2.5,3.6,2.1,0.8,2.5,0.3,0.8,0.6
1254,2017,0.7,4.3,5.0,0.3,1.0,2.3,0.4,1.0,0.0
2050,2017,0.3,4.3,4.7,1.8,2.5,1.9,1.4,1.1,0.1
1255,2017,0.8,3.4,4.1,1.3,2.0,2.0,1.0,1.3,0.6
2051,2017,0.8,1.6,2.4,1.6,2.5,1.5,1.7,0.9,0.1
1540,2017,0.4,0.5,0.9,0.7,0.5,0.7,0.7,0.3,0.1
2290,2017,0.8,1.0,1.8,1.4,1.2,0.8,1.5,1.3,0.1
1542,2017,2.1,2.1,4.3,1.6,2.0,1.9,1.1,1.2,0.3
2291,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,2017,2.5,4.7,7.3,2.6,1.9,2.0,0.9,2.1,0.1
1323,2017,1.7,2.8,4.6,1.5,0.7,1.5,0.5,0.5,0.2
1795,2017,0.8,1.9,2.8,0.8,0.8,0.6,1.3,0.6,0.1
1796,2017,2.7,2.9,5.6,2.0,0.7,1.3,0.5,0.6,1.6
2293,2017,1.8,1.7,3.5,1.9,0.1,1.0,0.1,0.3,0.8
2054,2017,1.1,1.0,2.1,0.9,0.1,0.6,0.2,0.1,0.1
2294,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,2017,0.9,1.4,2.3,0.9,0.6,1.1,0.5,0.3,0.1
2295,2017,0.8,3.3,4.0,1.6,3.7,2.6,1.4,1.4,0.1
2296,2017,0.0,0.2,0.2,0.5,0.2,0.8,0.2,0.3,0.2
1545,2017,0.8,1.8,2.6,1.9,0.7,1.0,0.7,0.6,0.2
2297,2017,0.2,1.1,1.3,0.4,0.4,0.7,0.5,0.0,0.1
2055,2017,0.7,2.6,3.2,1.6,3.6,2.7,1.3,1.7,0.1
2056,2017,1.3,1.9,3.1,3.8,0.8,1.0,0.8,1.6,0.0
2057,2017,1.4,3.5,4.8,2.9,0.8,1.7,0.5,0.9,0.3
1546,2017,2.2,4.3,6.5,2.4,1.2,1.6,0.8,1.1,0.8
2058,2017,1.4,1.0,2.4,2.3,0.1,0.7,0.2,0.3,0.4
2298,2017,2.8,3.0,5.7,2.6,0.6,2.3,0.2,0.3,0.5
2299,2017,0.4,0.8,1.2,0.4,0.2,0.5,0.4,0.6,0.0
2059,2017,0.5,0.5,1.0,0.8,0.3,0.5,0.6,0.0,0.1
1799,2017,1.6,1.1,2.7,1.3,0.1,0.6,0.3,0.3,0.9
2062,2017,0.3,0.4,0.7,0.4,0.2,0.4,0.6,0.3,0.0
2300,2017,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2061,2017,2.8,5.0,7.8,2.6,0.9,2.3,0.4,1.2,0.2
1823,2017,0.4,0.8,1.2,1.1,1.0,1.8,0.6,0.7,0.1
2301,2017,0.1,0.6,0.7,0.4,0.3,0.4,0.8,0.1,0.1
1801,2017,2.0,3.4,5.4,2.7,2.4,4.3,0.5,1.3,0.6
2060,2017,0.3,1.3,1.6,1.8,1.9,1.3,1.5,0.6,0.3
1802,2017,1.4,2.7,4.0,1.2,1.1,1.9,0.6,0.7,0.6
1551,2017,2.1,2.8,4.9,2.4,1.6,3.1,0.5,1.1,0.3
2302,2017,0.2,1.4,1.6,0.8,0.3,1.1,0.3,0.6,0.2
1800,2017,0.1,0.6,0.8,0.7,1.2,2.3,0.5,0.3,0.1
1803,2017,2.0,4.0,6.0,1.5,1.8,3.6,0.5,1.1,0.1
2303,2017,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
2304,2017,0.4,0.8,1.1,0.4,0.1,0.4,0.1,0.1,0.1
2064,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1822,2017,0.6,1.1,1.7,0.7,1.2,1.8,0.7,0.4,0.0
2063,2017,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1556,2017,2.7,4.3,7.0,2.5,2.1,3.4,0.6,1.4,0.5
1269,2017,0.6,2.9,3.5,2.5,1.7,1.1,1.6,2.1,0.1
1270,2017,0.3,3.0,3.4,1.5,3.6,2.5,1.4,0.9,0.1
1267,2017,0.3,0.4,0.7,0.4,0.2,0.6,0.4,0.5,0.0
2305,2017,0.2,0.4,0.6,0.6,0.9,1.6,0.6,0.5,0.0
1806,2017,0.8,1.9,2.7,3.0,1.4,2.4,0.6,1.2,0.1
2065,2017,1.8,2.3,4.0,1.1,1.2,1.4,0.9,0.6,0.0
2067,2017,0.3,0.4,0.7,0.5,0.4,0.4,0.9,0.1,0.1
2306,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,2017,2.8,4.6,7.4,3.5,1.3,2.1,0.6,1.7,0.5
2307,2017,0.2,0.2,0.4,0.2,0.0,0.2,0.0,0.0,0.0
2066,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,2017,0.3,1.8,2.1,1.2,1.5,1.8,0.9,1.3,0.4
2308,2017,0.4,1.0,1.4,0.9,0.0,0.7,0.0,0.2,0.1
1272,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2309,2017,0.3,0.9,1.3,0.9,0.5,1.0,0.5,0.4,0.1
2310,2017,0.3,0.8,1.1,1.1,1.4,2.1,0.7,0.8,0.0
2069,2017,0.9,1.5,2.4,1.8,1.1,1.6,0.7,1.3,0.1
1812,2017,3.6,3.8,7.3,2.3,1.3,2.0,0.7,1.6,1.1
2311,2017,3.0,3.0,6.0,1.3,0.8,1.1,0.7,0.7,0.8
2312,2017,0.0,0.2,0.2,0.8,0.2,0.6,0.3,0.2,0.0
2071,2017,0.4,2.2,2.6,1.4,2.3,3.1,0.7,1.2,0.1
1275,2017,1.2,3.8,5.0,1.4,0.9,0.9,1.0,0.3,0.9
2072,2017,0.3,0.5,0.8,0.6,0.1,0.4,0.3,0.5,0.0
1276,2017,0.4,1.6,2.0,0.7,0.5,0.6,0.8,0.3,0.1
2313,2017,1.1,4.8,5.8,1.6,1.4,3.3,0.4,1.4,0.8
1813,2017,0.5,1.4,1.9,1.4,1.1,2.4,0.5,0.8,0.1
1028,2017,0.5,1.9,2.4,2.9,1.9,3.1,0.6,2.0,0.1
1571,2017,0.1,0.5,0.5,0.4,0.2,0.2,1.0,0.1,0.0
1561,2017,0.8,1.1,1.9,1.1,0.6,1.3,0.5,0.6,0.2
2073,2017,1.5,2.8,4.3,1.4,1.1,1.6,0.7,1.0,0.3
2314,2017,0.3,0.9,1.3,0.9,0.6,1.9,0.3,0.3,0.0
1564,2017,1.4,1.1,2.4,2.7,1.1,1.1,1.0,0.5,0.0
2074,2017,1.2,1.2,2.4,1.3,0.8,0.9,0.9,0.3,0.0
2075,2017,1.8,5.1,6.9,2.7,0.9,1.6,0.6,1.1,0.5
1565,2017,0.8,3.0,3.8,2.5,2.5,2.1,1.2,2.0,0.3
2315,2017,1.4,3.3,4.7,1.6,0.7,1.3,0.6,0.7,1.1
2316,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,2017,0.5,1.1,1.5,1.1,0.3,1.4,0.2,0.3,0.0
1518,2017,0.2,3.4,3.6,2.9,2.4,3.1,0.8,0.8,0.1
1282,2017,1.4,3.8,5.2,2.3,0.9,2.6,0.4,0.8,0.1
2318,2017,0.5,1.5,1.9,1.1,0.7,1.1,0.6,0.6,0.1
1045,2017,1.6,5.3,7.0,3.5,3.2,4.8,0.7,3.0,1.0
1549,2017,1.1,3.7,4.8,1.6,0.9,1.4,0.6,1.4,0.1
2319,2017,0.2,0.3,0.5,0.5,0.1,0.5,0.2,0.0,0.0
2080,2017,2.8,5.6,8.3,2.1,2.3,2.4,1.0,0.9,0.3
2320,2017,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2321,2017,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0
2082,2017,0.1,0.2,0.4,0.3,0.3,0.4,0.8,0.1,0.0
2322,2017,0.7,1.3,1.9,1.6,0.6,1.4,0.4,0.2,0.1
2323,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,2017,0.5,0.8,1.3,1.6,0.8,1.1,0.7,0.3,0.1
2324,2017,0.5,0.8,1.3,1.7,0.2,0.8,0.2,0.2,0.0
2325,2017,0.6,1.1,1.7,1.8,0.9,1.7,0.6,1.0,0.1
1824,2017,0.5,1.5,1.9,1.6,0.9,1.3,0.7,0.8,0.1
1828,2017,0.8,1.9,2.7,1.1,0.8,2.4,0.3,1.1,0.1
2085,2017,0.4,0.5,0.9,0.9,0.7,0.9,0.7,0.5,0.0
1829,2017,0.6,1.1,1.6,1.9,1.1,2.0,0.6,0.8,0.1
1579,2017,1.1,2.0,3.1,1.6,0.6,0.8,0.7,0.3,0.3
2086,2017,1.9,5.8,7.8,3.0,2.8,3.3,0.8,2.5,0.4
1827,2017,3.2,6.0,9.3,2.5,1.9,3.5,0.6,1.4,0.9
2326,2017,0.5,0.5,1.0,0.8,0.1,0.5,0.3,0.3,0.0
2327,2017,1.3,2.3,3.5,1.9,0.5,0.7,0.7,0.5,0.1
2088,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,2017,0.4,0.9,1.3,1.7,0.8,1.1,0.8,0.4,0.0
1831,2017,0.5,2.3,2.7,2.7,0.8,1.1,0.7,1.1,0.0
2090,2017,0.1,0.3,0.4,0.4,0.6,0.4,1.3,0.5,0.0
2329,2017,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0
1294,2017,0.9,2.3,3.1,1.6,3.8,1.9,1.9,1.5,0.1
2330,2017,0.2,1.1,1.3,0.9,0.3,0.8,0.4,0.6,0.1
2331,2017,0.6,1.4,2.0,1.8,0.2,0.8,0.2,0.5,0.0
1834,2017,0.4,0.9,1.3,2.3,1.5,2.5,0.6,0.5,0.1
1297,2017,2.7,4.3,7.0,3.3,1.6,1.8,0.9,0.8,1.1
2092,2017,1.3,2.5,3.9,1.9,1.8,1.4,1.3,1.1,0.2
2093,2017,0.8,1.2,1.9,1.0,0.2,0.8,0.3,0.4,0.0
1298,2017,3.0,6.9,9.9,2.1,1.6,3.3,0.5,0.6,0.7
2332,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,2017,0.2,0.7,0.9,0.6,0.1,0.3,0.4,0.1,0.1
2333,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,2017,1.9,5.9,7.8,2.1,3.8,2.5,1.5,3.6,0.3
2334,2017,0.4,1.1,1.4,1.5,0.2,0.4,0.4,0.1,0.0
2095,2017,1.3,1.6,2.9,2.6,0.8,1.1,0.7,0.8,0.1
1303,2017,1.2,1.7,2.9,2.3,3.1,1.9,1.6,2.5,0.0
1304,2017,0.7,2.6,3.3,2.6,2.4,1.8,1.3,1.6,0.0
2096,2017,1.8,4.0,5.8,1.9,1.1,2.5,0.4,1.6,0.3
2097,2017,0.4,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0
1840,2017,1.1,0.9,2.0,1.3,0.3,0.4,0.8,0.6,0.1
2335,2017,0.4,0.7,1.1,0.6,0.1,0.8,0.2,0.9,0.1
2336,2017,0.8,0.8,1.6,2.3,0.3,0.6,0.5,0.1,0.1
1305,2017,1.1,1.8,2.9,2.3,0.7,0.9,0.7,0.8,0.3
1586,2017,1.8,1.3,3.0,1.3,0.7,1.0,0.7,0.3,0.4
1843,2018,1.7,1.6,3.3,2.4,0.8,1.1,0.8,1.1,0.1
2098,2018,0.7,2.8,3.5,2.0,3.5,1.4,2.5,1.4,0.1
2337,2018,0.1,0.3,0.4,0.6,0.1,0.2,0.3,0.1,0.0
2338,2018,0.8,1.4,2.1,2.1,0.5,0.7,0.6,0.7,0.0
1846,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,2018,5.5,5.2,10.7,1.2,1.8,0.5,3.7,2.5,0.0
1308,2018,1.4,4.3,5.8,1.0,3.1,2.9,1.1,1.8,0.7
1309,2018,1.0,4.5,5.5,1.1,2.7,2.0,1.4,2.0,0.1
2339,2018,0.8,1.2,2.0,0.8,0.3,0.5,0.6,0.3,0.1
1591,2018,1.2,5.5,6.8,2.5,5.5,3.0,1.8,2.6,0.3
2340,2018,0.4,0.6,1.0,0.5,0.4,0.5,0.8,0.1,0.1
2341,2018,1.4,2.0,3.4,1.2,0.2,0.7,0.3,0.5,0.2
1312,2018,3.0,5.3,8.3,3.0,1.5,1.8,0.8,1.1,1.4
2342,2018,0.6,0.5,1.1,0.8,0.3,0.4,0.7,0.3,0.0
2101,2018,0.4,1.4,1.8,1.1,2.4,1.9,1.2,0.9,0.0
2343,2018,0.1,0.3,0.3,0.6,0.1,0.2,0.5,0.1,0.0
1596,2018,0.6,3.2,3.8,1.6,1.8,1.8,1.0,1.1,0.3
2102,2018,0.5,1.5,2.0,1.5,0.5,2.5,0.2,1.5,0.0
2344,2018,0.5,0.9,1.5,1.1,0.4,1.3,0.3,0.2,0.0
2345,2018,0.3,1.1,1.4,0.8,2.2,2.0,1.1,0.6,0.0
1318,2018,1.9,10.1,12.0,2.4,2.5,3.5,0.7,1.1,0.6
1317,2018,0.8,1.6,2.4,1.4,2.9,1.7,1.7,0.7,0.0
1074,2018,1.5,3.4,4.9,2.5,1.5,0.9,1.6,1.4,0.1
1849,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,2018,0.0,0.4,0.4,0.0,0.4,0.4,1.0,0.0,0.0
1597,2018,3.1,6.8,9.9,2.4,2.0,2.9,0.7,0.9,0.6
2347,2018,0.5,1.3,1.8,1.8,1.8,3.5,0.5,1.0,0.0
1598,2018,1.0,3.4,4.4,1.4,2.2,2.1,1.0,1.3,0.1
1853,2018,0.6,2.0,2.6,1.9,1.4,1.3,1.1,0.6,0.0
2105,2018,0.8,3.0,3.8,1.3,1.1,1.4,0.7,1.1,0.1
2106,2018,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2348,2018,0.4,1.5,1.9,2.3,0.8,1.6,0.5,1.2,0.1
2107,2018,2.0,5.6,7.6,3.1,0.8,2.3,0.4,1.0,0.3
1855,2018,1.3,1.9,3.1,2.4,0.5,0.8,0.7,0.3,0.0
2108,2018,1.3,4.3,5.6,2.4,1.4,3.3,0.4,1.6,0.0
2349,2018,0.3,0.4,0.6,0.4,0.1,0.5,0.3,0.1,0.0
2109,2018,1.4,3.3,4.7,1.9,0.5,1.1,0.4,0.1,0.9
2350,2018,0.3,0.6,0.9,0.3,0.4,0.6,0.7,0.1,0.1
1622,2018,0.5,4.8,5.2,2.1,2.8,1.9,1.5,1.3,0.3
2115,2018,0.7,3.0,3.7,2.5,2.4,2.9,0.8,0.8,0.0
1602,2018,0.2,0.4,0.6,0.2,0.5,0.3,1.8,0.2,0.0
2112,2018,0.0,0.5,0.5,0.3,0.3,0.3,1.0,0.1,0.0
2114,2018,0.1,0.1,0.1,0.2,0.4,0.0,0.0,0.0,0.0
1604,2018,1.7,3.3,4.9,1.6,1.3,1.6,0.8,1.3,0.1
2351,2018,2.2,1.6,3.9,1.4,0.3,0.7,0.5,0.3,0.3
1857,2018,0.1,0.6,0.7,0.3,0.6,0.4,1.4,0.3,0.1
1329,2018,1.9,4.7,6.6,2.5,2.1,2.6,0.8,1.9,0.1
1860,2018,0.3,0.6,0.9,0.5,0.3,0.3,1.0,0.0,0.0
1603,2018,1.0,3.3,4.3,1.8,1.4,1.7,0.9,1.1,0.1
1861,2018,1.2,3.5,4.7,1.9,1.1,1.9,0.6,1.2,0.0
1332,2018,0.9,5.0,5.9,1.6,0.4,2.3,0.2,0.6,1.6
2352,2018,0.5,1.4,1.9,2.2,0.9,1.1,0.9,1.0,0.1
2116,2018,0.7,2.5,3.1,1.9,2.0,2.8,0.7,1.4,0.5
1336,2018,2.6,4.8,7.4,2.4,1.9,2.8,0.7,1.8,0.7
2118,2018,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
