Num,Name,Yr,Pos,GP,GS,Min,Pct,3Pct,FTPct,Pts,FGM,FGA,3FGM,3FGA,FTM,FTA,OReb,DReb,Reb,Ast,TO,Stl,Blk,Team,Season
09,Emily Holmes,So,G,20,-,210,22.7,25.0,83.3,18,5,22,3,12,5,6,8,10,18,14,19,10,0,unbc,2017
10,Eleni Steriopoulou,Jr,G,20,11,337,32.7,32.6,81.8,90,33,101,15,46,9,11,11,22,33,23,40,16,2,unbc,2017
11,Emily Aase,Sr,F,18,1,239,31.7,-,59.0,49,13,41,0,0,23,39,20,36,56,10,14,6,6,unbc,2017
12,Maria Mongomo,So,G,20,20,628,40.4,33.3,77.2,322,108,267,28,84,78,101,39,116,155,56,66,49,8,unbc,2017
13,Vasiliki Louka,jr,F,20,20,661,45.4,-,78.6,316,114,251,0,0,88,112,64,121,185,39,70,27,19,unbc,2017
15,Preety Nijjar,Sr,F,19,19,395,51.0,-,70.0,59,26,51,0,0,7,10,24,43,67,10,14,10,2,unbc,2017
02,Calli McMillan,1,G,18,-,194,16.7,17.0,56.5,47,13,78,8,47,13,23,7,17,24,15,20,8,0,victoria,2017
03,Amira Giannattasio,3,G,20,19,558,40.9,42.6,67.6,280,103,252,49,115,25,37,9,45,54,15,23,22,0,victoria,2017
04,Morgan Roskelley,2,G,16,-,112,27.8,33.3,87.5,20,5,18,3,9,7,8,2,5,7,9,7,8,0,victoria,2017
06,Jenna Krug,5,G,20,19,634,36.9,21.6,70.2,177,55,149,8,37,59,84,18,45,63,76,39,30,3,victoria,2017
07,Aleah Ashlee,1,G,19,-,229,27.3,14.3,66.7,37,12,44,3,21,10,15,4,20,24,6,15,12,2,victoria,2017
08,Krysten Mullen,,F,13,-,125,25.0,0.0,50.0,7,3,12,0,6,1,2,8,18,26,2,11,6,0,victoria,2017
09,Kristy Gallagher,,G,13,-,246,50.0,34.2,75.0,117,46,92,13,38,12,16,5,12,17,19,33,6,1,victoria,2017
10,Nicole Karstein,5,F,20,19,552,47.0,-,63.3,244,103,219,0,0,38,60,54,86,140,31,35,16,22,victoria,2017
11,Marissa Dheensaw,2,F,20,19,514,39.4,23.1,72.4,98,37,94,3,13,21,29,26,51,77,36,28,22,4,victoria,2017
12,Katie Langdon,2,F,18,-,127,27.3,-,83.3,28,9,33,0,0,10,12,14,21,35,4,15,7,0,victoria,2017
13,Jenna Bugiardini,5,F,20,19,643,44.9,47.8,85.5,322,120,267,11,23,71,83,61,138,199,32,66,12,14,victoria,2017
15,Paige Thomson,,F,17,-,98,54.5,0.0,83.3,17,6,11,0,1,5,6,4,12,16,2,5,2,1,victoria,2017
01,Antoinette Miller,Sr,G,20,20,648,50.9,47.2,80.0,373,140,275,17,36,76,95,38,118,156,76,50,72,7,winnipeg,2017
03,Katie Hastings Van,So,G,16,-,186,42.9,34.8,20.0,39,15,35,8,23,1,5,6,17,23,3,7,1,0,winnipeg,2017
06,Lena Wenke,Jr,G,20,20,481,34.4,26.8,90.0,165,55,160,19,71,36,40,26,32,58,16,22,15,2,winnipeg,2017
07,Megan Noonan,Sr,G,18,18,574,34.1,33.1,73.7,252,90,264,44,133,28,38,22,31,53,56,35,45,0,winnipeg,2017
08,Kerri Kuzbyt,Sr,G,16,16,426,23.3,20.8,87.5,87,24,103,11,53,28,32,11,42,53,39,29,25,0,winnipeg,2017
09,Faith Hezekiah,Jr,F,20,2,407,44.3,25.0,78.2,234,94,212,3,12,43,55,36,81,117,21,50,32,7,winnipeg,2017
11,Shawn Pallister,So,F,20,-,199,49.2,-,64.3,67,29,59,0,0,9,14,22,19,41,6,8,11,3,winnipeg,2017
12,Augusta Kievisaite,So,G,20,-,199,30.8,26.3,54.5,35,12,39,5,19,6,11,8,13,21,3,16,18,2,winnipeg,2017
13,Paige Hastings Van,So,F,20,12,217,46.4,-,33.3,28,13,28,0,0,2,6,15,16,31,6,11,2,2,winnipeg,2017
14,Taylor Thorkelsson,Sr,F,20,5,375,44.7,30.0,50.0,112,51,114,6,20,4,8,22,36,58,13,18,16,6,winnipeg,2017
15,Skylar Boulanger,Sr,C,20,7,275,43.8,-,52.9,87,39,89,0,0,9,17,35,26,61,14,20,7,8,winnipeg,2017
1,Ellen Hatt,Jr,F,19,1,360,39.0,43.3,54.2,153,57,146,26,60,13,24,33,30,63,16,20,20,1,acadia,2018
2,Haley McDonald,So,G,20,19,623,44.6,40.3,80.0,352,125,280,58,144,44,55,14,56,70,71,28,28,2,acadia,2018
3,Miranda Crawley,Fr,F,15,-,53,40.0,-,37.5,11,4,10,0,0,3,8,1,5,6,1,3,1,0,acadia,2018
4,Rachel Clouatre-Trudeau,Fr,G,20,-,254,25.0,8.3,77.8,45,15,60,1,12,14,18,15,28,43,9,14,13,0,acadia,2018
7,Chanel Smith,Sr,G,20,20,553,31.9,24.1,80.0,215,69,216,21,87,56,70,29,87,116,62,57,35,13,acadia,2018
8,Katie Ross,Sr,F,17,14,533,32.5,25.7,72.0,139,51,157,19,74,18,25,17,77,94,46,34,34,2,acadia,2018
10,Taylor Tolliver,Fr,G,13,-,66,50.0,0.0,66.7,36,11,22,0,1,14,21,10,16,26,4,7,4,1,acadia,2018
11,Paloma Anderson,Sr,G,20,20,620,47.2,39.1,79.6,378,141,299,18,46,78,98,24,111,135,109,60,52,5,acadia,2018
12,Claire Ayotte,Fr,G,15,-,60,41.7,50.0,75.0,15,5,12,2,4,3,4,6,9,15,6,8,2,1,acadia,2018
13,Sarsha Cadle,Fr,F,19,-,166,39.6,-,47.4,47,19,48,0,0,9,19,26,38,64,4,14,9,4,acadia,2018
14,Alexandra Berry,Sr,F,20,20,503,56.9,100.0,57.1,264,111,195,2,2,40,70,61,106,167,30,36,21,28,acadia,2018
15,Kaisen MacKinnon,Fr,G,16,-,64,33.3,0.0,50.0,15,7,21,0,3,1,2,9,8,17,5,7,5,0,acadia,2018
5,Toni Bianchini,,G,20,18,536,40.9,37.0,75.9,161,56,137,27,73,22,29,8,28,36,47,39,19,0,capebreton,2018
7,Ava Prosser,,G,12,-,33,0.0,0.0,50.0,1,0,3,0,3,1,2,1,3,4,1,2,1,0,capebreton,2018
8,Madison Munro,,G,20,13,470,33.7,30.3,69.2,109,34,101,23,76,18,26,11,64,75,35,35,21,5,capebreton,2018
10,Sarah Hiscock,,F,17,-,188,43.4,33.3,58.8,58,23,53,2,6,10,17,9,16,25,7,22,3,0,capebreton,2018
11,MacKenzee Ryan,,G,20,14,483,38.1,39.8,78.0,189,61,160,35,88,32,41,7,21,28,44,41,12,0,capebreton,2018
12,Alison Keough,,F,20,20,661,47.6,0.0,70.3,384,140,294,0,2,104,148,39,201,240,49,69,23,12,capebreton,2018
13,Valentina Primossi,,G,20,7,534,30.1,20.0,72.2,115,40,133,9,45,26,36,16,31,47,57,34,14,0,capebreton,2018
15,Sandra Amoah,,F,20,7,421,36.4,18.5,78.5,142,43,118,5,27,51,65,30,68,98,30,19,27,2,capebreton,2018
34,Hannah Brown,,F,20,20,623,48.7,28.8,59.4,324,133,273,17,59,41,69,62,137,199,41,58,18,11,capebreton,2018
3,Ariel Provo,Fr,G,20,6,402,29.8,23.1,56.8,102,34,114,9,39,25,44,9,26,35,36,70,20,0,dalhousie,2018
4,Diedre Alexander,Sr,G,16,9,467,30.5,26.9,75.0,132,47,154,14,52,24,32,16,55,71,35,34,21,1,dalhousie,2018
5,Sophie Gaube,Jr,G,20,14,568,36.1,37.3,77.5,192,65,180,31,83,31,40,12,41,53,29,26,11,0,dalhousie,2018
6,Karina May,So,F,20,6,397,24.1,8.7,71.4,66,27,112,2,23,10,14,16,59,75,21,29,21,1,dalhousie,2018
9,Chelsea Slawter-Wright,Jr,G,20,13,391,29.2,23.3,69.6,82,28,96,10,43,16,23,8,30,38,17,33,24,1,dalhousie,2018
10,Robertha Charles,So,F,20,20,531,37.9,23.1,80.3,225,81,214,6,26,57,71,40,112,152,16,45,20,5,dalhousie,2018
11,Ashley Cain,Sr,Centre,20,8,386,33.7,0.0,61.9,75,31,92,0,2,13,21,26,37,63,10,15,6,0,dalhousie,2018
12,Michele Tchiakoua,So,G,18,16,441,30.5,21.4,50.0,121,47,154,6,28,21,42,23,77,100,25,60,29,0,dalhousie,2018
13,Katelyn Scott,Fr,F,17,1,90,28.6,-,60.0,15,6,21,0,0,3,5,5,6,11,2,8,1,0,dalhousie,2018
14,Claire Hickman,So,Post,14,7,255,41.5,-,68.4,67,27,65,0,0,13,19,20,46,66,7,16,2,13,dalhousie,2018
20,Meghan Greenland,Fr,G,20,-,168,30.0,31.4,100.0,54,18,60,16,51,2,2,6,12,18,8,11,3,1,dalhousie,2018
4,Jane Baird,,PG,20,20,522,25.6,8.3,66.0,102,33,129,3,36,33,50,9,95,104,56,37,25,5,memorial,2018
5,Sammi Deakin-Sharpe,,PG,20,7,420,34.7,14.3,75.0,111,35,101,2,14,39,52,14,60,74,48,57,17,0,memorial,2018
6,Mona Frey,,PG,17,-,93,33.3,-,37.5,11,4,12,0,0,3,8,3,7,10,9,5,3,0,memorial,2018
8,Ashley Collins,,G,16,-,84,24.2,6.3,66.7,21,8,33,1,16,4,6,0,8,8,5,5,2,0,memorial,2018
10,Breena Power,,,14,-,33,50.0,66.7,33.3,7,2,4,2,3,1,3,1,1,2,5,0,0,0,memorial,2018
11,Rosie Stanoev,,F,19,19,537,40.3,46.2,77.1,153,48,119,30,65,27,35,32,62,94,25,30,24,2,memorial,2018
12,Cameron Longley,,,20,-,295,36.7,0.0,64.5,64,22,60,0,1,20,31,44,33,77,7,14,7,5,memorial,2018
13,Kelsey Moore,,,20,-,180,25.6,27.6,66.7,34,11,43,8,29,4,6,2,11,13,11,8,6,2,memorial,2018
14,Sydney Stewart,,G,12,12,325,41.0,31.0,69.0,195,73,178,9,29,40,58,23,56,79,25,31,23,1,memorial,2018
21,Lindsay Taylor,,G,20,20,539,40.1,40.2,70.6,197,65,162,43,107,24,34,20,65,85,29,34,23,3,memorial,2018
23,Haille Nickerson,,G,20,2,393,41.1,38.9,76.5,209,88,214,7,18,26,34,24,69,93,21,37,24,0,memorial,2018
24,Brooklyn Wright,,F,20,20,576,33.6,25.4,72.9,298,101,301,34,134,62,85,18,100,118,8,46,11,32,memorial,2018
4,Jada Yeo,2nd,G,20,19,513,23.8,21.5,65.5,91,29,122,14,65,19,29,10,28,38,19,21,20,2,saintmarys,2018
6,Jasmine Cain,2nd,G,20,20,661,32.7,32.2,68.5,255,86,263,46,143,37,54,13,50,63,40,56,27,9,saintmarys,2018
9,Katrina Murrell,5th,F,20,20,633,35.0,29.4,50.9,178,70,200,10,34,28,55,52,96,148,38,55,35,14,saintmarys,2018
11,Kendra MacKinnon,1st,G,20,-,166,35.3,34.0,50.0,68,24,68,18,53,2,4,6,16,22,2,5,8,3,saintmarys,2018
12,Belinda Ndaye,4th,F,20,2,231,21.1,20.0,66.7,31,12,57,3,15,4,6,13,32,45,11,23,8,4,saintmarys,2018
13,Josie Gascoigne,3rd,F,19,1,258,39.8,24.1,64.3,86,35,88,7,29,9,14,10,31,41,8,12,5,4,saintmarys,2018
14,Kennisha-Shanice Luberisse,4th,G,19,19,675,32.4,12.5,67.8,208,72,222,5,40,59,87,57,81,138,62,46,51,2,saintmarys,2018
15,Michela Barresi,2nd,F,17,-,71,37.5,-,100.0,15,6,16,0,0,3,3,4,12,16,2,3,2,1,saintmarys,2018
21,Shanieka Wood,4th,F,20,18,574,37.5,0.0,73.7,202,66,176,0,1,70,95,82,98,180,22,31,17,10,saintmarys,2018
22,Courtney Cain-Nordin,3rd,G,13,1,224,30.0,22.2,70.0,61,24,80,6,27,7,10,19,18,37,13,17,11,4,saintmarys,2018
5,Caroline Hrabinski,So,G,20,20,659,30.3,20.0,67.6,92,33,109,1,5,25,37,20,103,123,63,67,24,1,stfx,2018
8,Kimberly Kingsbury,Fr,G,20,8,435,41.3,0.0,35.0,145,69,167,0,5,7,20,19,47,66,31,36,12,0,stfx,2018
10,Maggie Segeren,So,G,13,-,90,24.1,25.0,83.3,24,7,29,5,20,5,6,3,8,11,2,3,6,0,stfx,2018
11,Jessica Miller,So,G,18,-,302,24.4,22.7,84.2,95,32,131,15,66,16,19,4,23,27,16,33,10,2,stfx,2018
12,Sammie Amoh,So,F,20,1,145,36.4,0.0,62.5,52,16,44,0,3,20,32,13,21,34,6,16,5,3,stfx,2018
14,Holly Scott,Jr,G,20,14,416,23.7,25.5,76.9,141,42,177,27,106,30,39,10,44,54,20,37,8,0,stfx,2018
15,Katie MacIntosh,So,C,19,15,428,40.0,0.0,74.1,84,32,80,0,3,20,27,26,84,110,10,21,6,22,stfx,2018
21,Samantha Minicucci,Sr,G,20,19,422,32.6,0.0,75.0,132,45,138,0,13,42,56,10,57,67,21,46,6,3,stfx,2018
22,Jamie McCarron,Jr,F,20,13,477,36.4,29.1,83.3,141,60,165,16,55,5,6,19,48,67,21,30,9,7,stfx,2018
23,Allison Reno,So,F,14,-,123,30.4,0.0,80.0,42,17,56,0,6,8,10,9,17,26,3,7,9,0,stfx,2018
24,Leah Fahey,So,C,18,-,84,11.8,-,0.0,4,2,17,0,0,0,10,4,10,14,1,2,2,6,stfx,2018
4,Mikaela Dodig,,PG,20,20,623,38.4,35.1,84.6,200,78,203,33,94,11,13,10,77,87,68,71,26,0,unb,2018
5,Grace Simpson,,F,14,2,210,52.1,0.0,44.4,58,25,48,0,2,8,18,30,29,59,13,22,6,3,unb,2018
8,Laura Kaye,,G,19,19,578,39.8,28.6,55.4,236,88,221,24,84,36,65,32,49,81,41,44,14,6,unb,2018
10,Emily MacLeod,,F,18,13,420,40.5,8.3,81.3,155,64,158,1,12,26,32,33,70,103,31,26,13,25,unb,2018
11,Gillian Cumby,,G,18,-,126,25.0,14.3,-,11,5,20,1,7,0,0,6,8,14,8,11,4,0,unb,2018
12,Nicole Esson,,G,20,16,539,41.8,38.4,77.8,224,84,201,28,73,28,36,17,65,82,30,45,11,2,unb,2018
13,Krystal Osburn,,F,14,2,221,41.8,-,65.2,71,28,67,0,0,15,23,23,47,70,4,13,4,5,unb,2018
14,Grace Wade,,G,12,9,214,38.7,33.3,64.7,81,29,75,12,36,11,17,3,15,18,12,18,6,0,unb,2018
15,Eva Tumwine,,F,20,5,401,42.7,0.0,67.4,123,47,110,0,1,29,43,23,50,73,21,31,3,2,unb,2018
20,Hannah Currie,,F,15,14,359,46.2,12.5,73.7,161,66,143,1,8,28,38,27,89,116,20,32,23,11,unb,2018
23,Megan Campbell,,,20,-,195,42.1,27.8,50.0,38,16,38,5,18,1,2,9,10,19,6,9,8,1,unb,2018
4,Jenna Mae Ellsworth,2nd,G,20,20,697,39.6,34.8,81.1,295,93,235,32,92,77,95,17,71,88,65,34,26,12,upei,2018
8,Reese Baxendale,Fr,G,20,20,609,29.3,19.6,76.3,204,60,205,10,51,74,97,16,44,60,39,41,36,2,upei,2018
9,Victoria Barbour,2nd,G,14,-,64,23.5,18.2,60.0,16,4,17,2,11,6,10,1,7,8,4,1,3,1,upei,2018
10,Julie Campbell,Jr,F,15,-,69,45.5,-,50.0,13,5,11,0,0,3,6,4,7,11,2,8,0,2,upei,2018
11,Karla Yepez,So,G,20,3,423,29.5,26.3,65.2,111,43,146,10,38,15,23,15,82,97,23,30,18,16,upei,2018
12,Jane McLaughlin,4th,F,20,17,499,34.6,30.0,85.7,155,46,133,15,50,48,56,15,86,101,32,35,12,1,upei,2018
13,Kiera Rigby,Sr,F,20,20,634,43.5,36.7,78.1,369,120,276,22,60,107,137,19,67,86,41,61,19,8,upei,2018
14,Annabelle Charron,Fr,G,20,-,191,34.2,10.0,100.0,29,13,38,1,10,2,2,4,5,9,8,11,8,0,upei,2018
15,Carolina Del Santo,So,C,20,20,566,47.7,20.0,45.9,184,83,174,1,5,17,37,66,184,250,34,30,27,47,upei,2018
23,Kimeshia Henry,3rd,G,19,-,161,25.0,27.3,75.0,24,6,24,3,11,9,12,5,11,16,6,3,7,0,upei,2018
04,Edith Noblecilla,5th,G,16,16,553,38.9,21.4,76.0,205,79,203,9,42,38,50,11,79,90,87,61,34,1,bishops,2018
05,Metchline Gabelus,So,G,16,3,219,26.4,0.0,50.0,35,14,53,0,3,7,14,23,16,39,13,26,12,2,bishops,2018
06,Ashley Milhomme,Jr,G,16,14,433,36.3,28.6,80.0,176,73,201,26,91,4,5,16,47,63,31,29,12,7,bishops,2018
10,Noemie Hamel-Petit,Jr,G,15,1,247,22.9,19.4,100.0,34,11,48,6,31,6,6,15,25,40,9,5,8,4,bishops,2018
12,Maude Archambault,So,G,16,10,393,32.0,27.6,66.7,150,49,153,24,87,28,42,8,31,39,21,25,8,2,bishops,2018
15,Mara Marchizotti,5th,C,16,16,531,41.9,0.0,59.2,189,80,191,0,1,29,49,42,74,116,14,35,10,21,bishops,2018
22,Marie-Evrardine Berrouette,Fr,G/F,16,16,484,42.7,0.0,59.7,125,44,103,0,2,37,62,47,90,137,10,42,28,5,bishops,2018
24,Maeva Dinalle,So,G,15,4,267,26.9,37.9,53.8,61,18,67,11,29,14,26,5,28,33,13,17,7,0,bishops,2018
04,Sabrina Stambouli,,SG,11,-,173,36.8,39.6,60.0,64,21,57,19,48,3,5,6,19,25,7,12,1,1,concordia,2018
05,Elise Roy,,G,16,5,343,25.5,11.1,63.6,32,12,47,1,9,7,11,29,41,70,11,22,15,3,concordia,2018
07,Caroline Task,,G,16,16,539,30.4,24.4,78.6,243,78,257,21,86,66,84,13,26,39,39,51,24,1,concordia,2018
09,Aurelie D'Anjou,,G,14,8,330,37.6,38.9,76.2,118,44,117,14,36,16,21,17,16,33,16,21,8,1,concordia,2018
10,Marvia Dean,,C,14,6,241,60.3,-,57.1,88,38,63,0,0,12,21,30,47,77,9,8,8,1,concordia,2018
12,Coralie Dumont,,C,16,16,501,39.8,23.3,63.2,178,66,166,10,43,36,57,30,80,110,16,33,19,10,concordia,2018
13,Jessica Joly,,G,13,5,208,18.2,19.0,100.0,25,6,33,4,21,9,9,2,8,10,6,12,12,0,concordia,2018
14,Ashley Moss,,F,15,13,369,26.7,0.0,80.0,60,24,90,0,2,12,15,30,66,96,14,27,17,20,concordia,2018
21,Jazlin Barker,,G,14,11,470,35.3,32.8,73.9,169,65,184,22,67,17,23,8,67,75,57,44,13,2,concordia,2018
04,Genevieve Derome,,,16,2,255,30.6,22.2,66.7,92,34,111,6,27,18,27,25,22,47,16,18,18,9,laval,2018
05,Carrie-Ann Auger,,,16,1,223,30.5,24.3,82.4,59,18,59,9,37,14,17,1,15,16,7,23,9,0,laval,2018
06,Raphaelle Cote,,,15,14,488,34.3,29.0,76.7,198,73,213,29,100,23,30,35,95,130,28,38,18,2,laval,2018
08,Claudia Emond,,,16,14,480,35.8,27.8,57.7,154,57,159,25,90,15,26,6,36,42,62,22,26,6,laval,2018
09,Jane Gagne,,,15,14,426,39.1,37.3,72.5,170,61,156,19,51,29,40,27,59,86,26,38,21,8,laval,2018
10,Marie-Pier Champagne,,,15,-,93,30.4,20.0,40.0,17,7,23,1,5,2,5,6,14,20,2,14,3,2,laval,2018
13,Sarah-Jane Marois,,,16,15,542,38.7,26.1,82.6,194,72,186,12,46,38,46,14,78,92,48,34,21,4,laval,2018
14,Naomi Lavallee,,,15,1,220,28.8,-,70.0,37,15,52,0,0,7,10,21,23,44,11,14,4,1,laval,2018
20,Lea Dominique,,,15,14,326,41.7,-,72.2,73,30,72,0,0,13,18,37,48,85,14,17,12,8,laval,2018
4,Frederique Potvin,Sr,F,16,15,492,33.7,22.6,87.3,209,70,208,21,93,48,55,17,59,76,53,34,25,6,mcgill,2018
5,Gladys Hakizimana,Jr,G,16,15,486,36.9,37.1,77.3,153,48,130,23,62,34,44,6,37,43,39,39,18,1,mcgill,2018
8,Kiana Scantlebury,Fr,G,13,-,64,0.0,0.0,100.0,4,0,9,0,4,4,4,2,2,4,3,4,4,0,mcgill,2018
9,Marie-Love Michel,Sr,F,15,14,371,44.0,0.0,64.3,123,48,109,0,2,27,42,50,43,93,16,21,11,0,mcgill,2018
10,Maggy Chabot,Fr,G,14,-,80,16.7,0.0,-,4,2,12,0,4,0,0,1,6,7,4,5,1,0,mcgill,2018
11,Geraldine Cabillo-Abante,Jr,G,16,15,396,31.0,23.8,77.4,81,26,84,5,21,24,31,11,34,45,20,31,13,0,mcgill,2018
13,Ruth Tshikudi-Tshila,So,F,16,-,130,36.4,-,93.3,38,12,33,0,0,14,15,8,16,24,1,4,2,0,mcgill,2018
14,Charlotte Clayton,Fr,G,15,-,313,26.0,26.1,33.3,54,20,77,12,46,2,6,11,23,34,12,15,16,0,mcgill,2018
20,Stephanie Guinois-Cote,Jr,F,15,1,125,51.4,27.8,-,43,19,37,5,18,0,0,3,18,21,8,7,2,1,mcgill,2018
21,Alex Kiss-Rusk,Sr,C,16,15,516,45.3,0.0,52.9,228,105,232,0,1,18,34,44,144,188,22,31,14,19,mcgill,2018
04,Audreanne Jean,So,G,13,-,141,29.6,33.3,25.0,18,8,27,1,3,1,4,3,18,21,8,9,4,1,uqam,2018
08,Roxanne Douaire,,f,16,16,491,39.1,34.4,80.0,137,50,128,21,61,16,20,10,43,53,30,37,22,1,uqam,2018
09,Sarah Cabana,,F,16,16,484,39.9,14.8,62.5,164,65,163,4,27,30,48,27,55,82,24,29,12,1,uqam,2018
10,Raphaelle Roy-Ash,,F,15,-,97,15.0,0.0,100.0,8,3,20,0,4,2,2,4,18,22,4,8,1,2,uqam,2018
12,Annabelle Baku,,G,10,-,58,15.4,0.0,50.0,5,2,13,0,2,1,2,3,8,11,1,7,4,0,uqam,2018
13,Alexe Dufresne,,G,16,16,475,37.4,30.0,82.0,133,37,99,9,30,50,61,10,33,43,31,44,15,3,uqam,2018
15,Inga Aleksaite,,,16,-,266,46.8,0.0,45.8,85,37,79,0,1,11,24,23,33,56,15,35,7,14,uqam,2018
20,Clara Blachier,So,G,16,16,571,36.8,30.3,74.3,106,35,95,10,33,26,35,18,44,62,51,31,16,0,uqam,2018
21,Jessica Lubin,,C,16,16,520,44.0,37.5,72.9,288,117,266,3,8,51,70,47,107,154,51,61,30,22,uqam,2018
22,veronique Boivin,,F,13,-,84,40.6,28.6,93.3,42,13,32,2,7,14,15,1,11,12,4,7,1,0,uqam,2018
5,Karina Cole,,G,24,23,748,34.0,31.7,86.4,264,87,256,39,123,51,59,39,66,105,39,50,25,10,algoma,2018
7,Cassandra Cushnie,,G,24,-,314,29.9,0.0,52.7,75,23,77,0,5,29,55,17,38,55,18,55,16,0,algoma,2018
10,Sydney Resch,,G,24,24,629,32.3,26.7,88.5,171,60,186,28,105,23,26,17,79,96,45,70,24,1,algoma,2018
12,Farah Alfar,,G,22,-,159,15.4,10.0,0.0,5,2,13,1,10,0,2,6,9,15,9,17,1,1,algoma,2018
13,Darryn Lindquist,,G,24,6,366,11.9,14.3,50.0,21,5,42,1,7,10,20,7,36,43,13,36,14,2,algoma,2018
15,Mairead Dunn,,G,20,17,344,32.3,-,52.2,72,30,93,0,0,12,23,45,69,114,18,34,9,23,algoma,2018
22,Jamerka Martin,,G,23,11,497,26.9,26.2,64.0,146,46,171,22,84,32,50,18,48,66,36,48,18,0,algoma,2018
23,Marlee Ball,,G,24,23,571,25.4,16.7,70.3,161,52,205,12,72,45,64,23,78,101,26,51,16,2,algoma,2018
25,Sawyer Fischer,,G,21,1,214,27.3,0.0,60.0,33,12,44,0,6,9,15,11,39,50,4,14,8,4,algoma,2018
50,Kendra Cole,,G,24,7,312,35.8,21.9,66.7,105,44,123,7,32,10,15,22,52,74,20,33,5,0,algoma,2018
03,Ginny Cape,,,16,-,92,75.0,0.0,33.3,7,3,4,0,1,1,3,3,7,10,4,5,1,2,brock,2018
04,Brooke Murdoch,,,24,22,716,24.7,24.7,58.3,125,42,170,20,81,21,36,14,109,123,60,82,48,3,brock,2018
05,Ana Caldeira rua,,,17,12,404,26.7,23.2,70.8,119,43,161,16,69,17,24,8,46,54,51,98,26,1,brock,2018
09,Miranda Smith,,,16,9,395,35.6,34.2,88.2,116,37,104,27,79,15,17,10,28,38,9,25,17,1,brock,2018
10,Shannon Northey,,,19,-,273,33.3,-,10.0,35,17,51,0,0,1,10,20,47,67,7,25,6,15,brock,2018
11,Lauren Zonneveld,,,24,7,340,16.2,12.5,59.0,48,12,74,1,8,23,39,13,26,39,9,34,14,4,brock,2018
12,Ieva Sukeviciute,,,19,2,253,31.3,-,57.1,60,26,83,0,0,8,14,16,35,51,11,17,7,14,brock,2018
13,Kristin Gallant,,,17,9,483,31.5,7.7,71.4,222,68,216,1,13,85,119,51,45,96,54,57,43,3,brock,2018
14,Stephanie Findlay,,,19,15,394,35.7,34.1,77.8,159,55,154,14,41,35,45,21,78,99,15,43,19,2,brock,2018
15,Baelie Campbell,,,24,20,718,33.6,7.7,80.3,219,79,235,4,52,57,71,22,72,94,48,74,23,6,brock,2018
22,Courtney Mcpherson,,,24,24,642,43.9,0.0,44.0,190,75,171,0,1,40,91,103,119,222,16,56,21,9,brock,2018
04,Jenjen Abella,Sr,G,22,22,488,35.5,31.5,73.9,146,50,141,29,92,17,23,10,49,59,62,36,31,1,carleton,2018
05,Stephanie Carr,Sr,G,23,-,247,30.5,31.4,66.7,78,25,82,16,51,12,18,9,18,27,16,25,11,0,carleton,2018
06,Alexandra Trivieri,So,G,23,1,293,36.1,35.0,71.4,101,35,97,21,60,10,14,4,12,16,32,25,11,0,carleton,2018
8,Alyssa Cerino,Jr,F,23,-,378,39.9,31.1,44.4,152,57,143,14,45,24,54,34,77,111,27,25,16,21,carleton,2018
9,Madison Reid,Fr,G,20,-,174,32.7,35.0,75.0,51,17,52,14,40,3,4,5,13,18,16,14,5,7,carleton,2018
10,Emma Kiesekamp,Fr,F,20,-,156,55.6,0.0,37.5,36,15,27,0,1,6,16,15,29,44,2,13,4,8,carleton,2018
11,Catherine Traer,Sr,F,21,21,538,35.3,23.0,75.9,219,79,224,20,87,41,54,29,67,96,55,34,43,32,carleton,2018
13,Nicole Gilmore,Jr,G,23,23,547,34.8,30.4,62.0,190,69,198,21,69,31,50,48,117,165,40,52,23,6,carleton,2018
14,Cynthia Dupont,So,G,23,2,418,44.3,37.0,77.4,157,58,131,17,46,24,31,28,44,72,39,25,22,4,carleton,2018
15,Karyne Jolicoeur,Fr,G,23,-,168,34.6,17.6,46.2,27,9,26,3,17,6,13,13,24,37,6,12,5,0,carleton,2018
21,Elizabeth Leblanc,Jr,F,23,23,613,44.9,32.0,94.2,249,92,205,16,50,49,52,57,53,110,62,37,23,26,carleton,2018
22,Heather Lindsay,Sr,F,23,23,494,54.7,-,71.7,253,105,192,0,0,43,60,74,157,231,23,25,20,30,carleton,2018
4,Hannah Pryce,So,G,22,-,187,32.1,9.1,50.0,45,18,56,1,11,8,16,16,7,23,8,19,3,4,guelph,2018
6,Megan Brenkel,Sr,G,24,5,531,35.7,36.1,76.3,225,79,221,22,61,45,59,23,53,76,28,31,22,12,guelph,2018
7,Haley Belyk,Sr,G,21,20,590,31.6,29.9,61.9,157,62,196,20,67,13,21,21,54,75,47,65,47,5,guelph,2018
8,Ashley Wheeler,Jr,F,24,13,550,41.6,27.3,68.5,204,74,178,6,22,50,73,44,74,118,26,51,26,29,guelph,2018
9,Ivana Vujadinovic,Jr,G,19,14,401,47.2,16.7,76.9,178,68,144,2,12,40,52,27,36,63,34,36,24,12,guelph,2018
12,Julia Kokonis,Jr,F,21,6,260,29.8,26.7,90.0,72,25,84,4,15,18,20,24,21,45,14,27,13,1,guelph,2018
14,Nyasha Mombeshora,So,G,21,-,179,22.2,0.0,78.9,39,12,54,0,3,15,19,15,16,31,8,14,8,1,guelph,2018
20,Skyla Minaker,Fr,G,21,15,520,38.4,25.4,65.2,193,73,190,17,67,30,46,18,54,72,68,54,35,1,guelph,2018
