Num,Name,Yr,Pos,GP,GS,Min,Pct,3Pct,FTPct,Pts,FGM,FGA,3FGM,3FGA,FTM,FTA,OReb,DReb,Reb,Ast,TO,Stl,Blk,Team,Season
24,Chloe Mago,Sr,G,17,-,139,34.2,20.0,66.7,31,13,38,1,5,4,6,2,9,11,5,20,8,2,ryerson,2017
25,Emma Fraser,Fr,F,19,-,356,43.2,-,61.9,83,35,81,0,0,13,21,17,49,66,11,33,10,7,ryerson,2017
4,Keyira Parkes,So,G,17,15,508,32.3,32.3,68.2,171,63,195,30,93,15,22,12,47,59,27,48,30,2,toronto,2017
5,Rahshida Atkinson,Sr,G,18,13,475,33.5,20.3,86.6,234,81,242,14,69,58,67,22,50,72,18,67,23,8,toronto,2017
8,Diedre Edwards,Sr,G,13,12,417,41.3,-,72.2,105,33,80,0,0,39,54,28,41,69,39,25,28,0,toronto,2017
9,Yanique Smith,So,G,15,-,124,21.2,16.7,60.0,24,7,33,1,6,9,15,14,10,24,3,12,10,0,toronto,2017
10,Maddy Baker,Jr,G,19,-,299,24.7,25.9,66.7,58,20,81,14,54,4,6,8,17,25,7,23,17,1,toronto,2017
12,Sarah Bennett,So,F,19,3,320,37.4,18.2,60.6,96,37,99,2,11,20,33,38,56,94,3,32,9,1,toronto,2017
13,Charlotte Craig,Fr,F,17,8,211,27.8,0.0,55.2,66,25,90,0,1,16,29,30,35,65,12,18,16,8,toronto,2017
14,Emily Piccini,Sr,F,17,7,336,42.5,29.4,57.9,106,45,106,5,17,11,19,17,29,46,22,33,23,1,toronto,2017
21,Charlotte Collyer,So,F,16,11,383,42.7,14.3,73.3,129,53,124,1,7,22,30,33,61,94,14,30,18,4,toronto,2017
22,Alanna Garner,Sr,F,19,17,514,34.6,31.0,56.6,131,44,127,13,42,30,53,27,50,77,15,27,15,5,toronto,2017
05,Fran Smith,,G,12,-,55,8.7,11.8,75.0,9,2,23,2,17,3,4,1,4,5,4,5,1,0,waterloo,2017
06,Sydney Wilson,,G,20,6,452,30.1,18.8,57.6,66,22,73,3,16,19,33,33,43,76,29,38,14,1,waterloo,2017
07,Nicole Schlick,2,P,15,11,345,29.9,-,33.3,69,32,107,0,0,5,15,23,62,85,11,22,5,4,waterloo,2017
10,Aphia Ward,,G,20,-,312,27.4,24.7,45.5,102,37,135,23,93,5,11,10,32,42,9,34,8,5,waterloo,2017
11,Jenel Ulman,,G,20,18,519,30.2,22.7,61.0,164,62,205,15,66,25,41,35,49,84,32,66,46,2,waterloo,2017
12,Emily Wilk,,P,20,18,621,36.7,29.4,64.3,211,84,229,25,85,18,28,20,65,85,66,68,27,4,waterloo,2017
13,Kristen Osborne,,G,20,18,531,33.5,24.2,75.4,238,85,254,16,66,52,69,21,63,84,19,52,21,4,waterloo,2017
15,Breanna Hudspeth,,F,12,-,143,45.8,40.0,59.1,72,22,48,2,5,26,44,19,26,45,5,11,5,3,waterloo,2017
21,Hilary Ferguson,,F,20,5,281,34.7,0.0,85.7,76,26,75,0,5,24,28,20,47,67,1,10,4,6,waterloo,2017
22,Ella Mahler,,P,17,-,147,27.8,36.4,33.3,16,5,18,4,11,2,6,3,12,15,11,15,3,0,waterloo,2017
23,Sofie Persson,,G,20,14,439,30.8,22.2,16.7,35,16,52,2,9,1,6,10,67,77,33,29,28,0,waterloo,2017
05,Jade Codinera,,G,20,-,241,40.0,29.4,46.7,60,24,60,5,17,7,15,9,12,21,17,39,8,0,western,2017
06,Meredith McLeod,,G,19,19,553,35.8,33.3,81.6,125,39,109,16,48,31,38,12,46,58,36,59,31,1,western,2017
07,Julia Curran,,F,20,20,628,52.5,33.3,53.2,283,114,217,5,15,50,94,65,92,157,26,66,32,7,western,2017
08,Laura Graham,,G,20,20,659,32.4,28.4,65.7,138,46,142,23,81,23,35,11,53,64,44,74,26,3,western,2017
10,Megan Goar,,F,13,-,85,20.0,0.0,60.0,10,2,10,0,2,6,10,5,9,14,0,10,3,0,western,2017
11,Mackenzie Puklicz,,G,20,20,668,33.5,22.9,68.9,306,110,328,24,105,62,90,24,96,120,36,57,56,4,western,2017
12,Sam Loucks,,G,17,5,293,26.9,21.8,100.0,50,18,67,12,55,2,2,0,27,27,5,21,16,2,western,2017
13,Victoria Heine,,F,16,16,479,51.1,31.8,55.6,162,70,137,7,22,15,27,40,87,127,28,45,17,14,western,2017
22,Sonia Mijatovic,,G,17,-,105,22.6,11.8,100.0,18,7,31,2,17,2,2,3,11,14,2,9,2,1,western,2017
33,Sarah Coulthard,,G,16,-,123,50.0,60.0,50.0,16,6,12,3,5,1,2,5,15,20,2,3,6,2,western,2017
03,Kayah Clarke,Fr,G,17,17,380,39.7,29.7,60.0,195,77,194,11,37,30,50,28,58,86,27,41,24,8,windsor,2017
04,Caitlyn Longmuir,Sr,G,20,20,563,39.8,38.9,66.7,210,74,186,56,144,6,9,12,38,50,56,26,27,0,windsor,2017
06,Tyra Blizzard,So,G,20,-,370,32.8,18.8,71.0,104,38,116,6,32,22,31,14,27,41,22,28,19,0,windsor,2017
12,Arianna Milani,Fr,F,16,-,93,19.0,-,40.0,12,4,21,0,0,4,10,14,10,24,2,2,1,5,windsor,2017
13,Cheyanne Roger,Sr,C,18,17,455,53.7,-,69.1,199,66,123,0,0,67,97,40,77,117,14,22,16,41,windsor,2017
14,Kaylee Anagnostopoulos,So,G,20,20,541,26.7,12.5,50.0,77,32,120,2,16,11,22,36,55,91,73,51,26,5,windsor,2017
15,Melissa Ellis,Jr,F,18,-,157,50.0,100.0,90.0,42,16,32,1,1,9,10,15,28,43,6,15,5,2,windsor,2017
20,Carly Steer,Jr,G,20,3,470,38.3,39.3,81.0,240,82,214,59,150,17,21,13,38,51,20,27,20,1,windsor,2017
21,Logan Sims,Jr,C,17,3,144,54.1,0.0,92.3,52,20,37,0,1,12,13,10,12,22,4,7,5,1,windsor,2017
23,Emily Prevost,Sr,C,20,20,559,46.8,0.0,71.8,290,117,250,0,2,56,78,73,135,208,33,43,48,16,windsor,2017
4,Haley Bowie,Jr,G,12,1,122,23.3,17.6,-,17,7,30,3,17,0,0,1,14,15,8,14,7,2,york,2017
7,Khara Keane,So,G,16,9,391,20.0,7.1,52.6,53,21,105,1,14,10,19,21,45,66,27,58,17,1,york,2017
8,Ishanaa Seupersadsingh,Sr,G,18,18,543,31.9,27.3,70.0,187,72,226,15,55,28,40,8,46,54,19,38,27,9,york,2017
9,Katrina Collins-Samuels,So,G,17,14,442,28.0,25.6,60.9,128,45,161,10,39,28,46,19,37,56,18,57,27,0,york,2017
10,Nina Guzina,Sr,G,18,4,276,23.7,16.7,90.0,52,18,76,7,42,9,10,9,15,24,12,18,8,0,york,2017
11,Sandra Nagowska,So,G,19,12,466,34.8,8.3,70.8,133,49,141,1,12,34,48,45,83,128,22,69,16,2,york,2017
14,Megan MacLeod,Fr,F,15,4,306,40.8,0.0,78.8,106,40,98,0,2,26,33,28,35,63,8,40,9,7,york,2017
15,Shauney Fischer,Sr,F,17,17,430,47.6,-,71.3,182,60,126,0,0,62,87,54,58,112,14,46,10,7,york,2017
22,Taylor McAlpine,Jr,F,19,-,253,42.3,0.0,66.7,50,22,52,0,2,6,9,15,50,65,4,15,11,9,york,2017
23,Taylor Ross,Sr,F,19,14,440,41.2,-,36.7,81,35,85,0,0,11,30,41,61,102,7,25,7,23,york,2017
00,Abby Edmison,Sr,F,13,1,63,9.1,-,50.0,4,1,11,0,0,2,4,5,6,11,1,7,1,2,alberta,2017
01,Briana Carlyon,Sr,F,20,-,350,47.9,0.0,73.0,97,35,73,0,1,27,37,32,22,54,8,28,10,5,alberta,2017
02,Vanessa Wild,So,G,16,-,121,35.9,26.7,62.5,37,14,39,4,15,5,8,4,17,21,7,6,6,2,alberta,2017
03,Elle Hendershot,Sr,F,20,20,536,48.1,0.0,71.9,197,78,162,0,1,41,57,54,104,158,29,64,26,18,alberta,2017
05,Shay Crisp,Sr,G,20,20,566,37.6,35.9,67.4,145,44,117,28,78,29,43,18,67,85,42,25,26,3,alberta,2017
07,Maddie Rogers,Sr,G,20,20,586,43.1,30.6,71.3,310,109,253,30,98,62,87,12,72,84,75,72,43,3,alberta,2017
08,Emma Kary,Fr,G,20,-,376,40.9,33.3,78.8,149,52,127,19,57,26,33,18,30,48,16,30,11,3,alberta,2017
09,Lauren Earl,Fr,G,15,-,174,28.0,23.1,83.3,47,14,50,9,39,10,12,7,11,18,5,17,10,1,alberta,2017
11,Sydney Kumar,Jr,G,17,-,136,31.3,24.1,83.3,52,15,48,7,29,15,18,1,4,5,7,15,5,1,alberta,2017
12,Megan Tywoniuk,So,G,20,20,543,37.7,32.0,61.9,127,49,130,16,50,13,21,29,29,58,20,31,12,8,alberta,2017
13,Aimee Wilson,Jr,F,20,15,354,46.3,15.8,67.5,118,44,95,3,19,27,40,30,51,81,19,28,10,7,alberta,2017
01,Mikaela Stanton,Sr,G,20,20,573,36.2,39.1,85.2,207,68,188,25,64,46,54,9,37,46,25,78,21,0,brandon,2017
04,Kylee Howard,Sr,G,17,-,308,13.6,7.1,41.7,19,6,44,2,28,5,12,8,21,29,17,36,8,1,brandon,2017
06,Kylie Weckend,Fr,G,16,-,144,16.7,9.1,62.5,12,3,18,1,11,5,8,2,10,12,4,26,4,0,brandon,2017
07,Logan Biccum,So,G,15,-,140,15.6,7.7,76.9,21,5,32,1,13,10,13,3,15,18,4,16,6,1,brandon,2017
08,Keisha Cox,Sr,G,20,18,621,40.5,30.2,75.9,358,119,294,32,106,88,116,36,107,143,55,57,74,7,brandon,2017
10,Kinsley Ransom,Sr,F,20,20,514,36.7,15.4,87.0,121,36,98,2,13,47,54,27,53,80,25,59,9,4,brandon,2017
11,Stephanie Hunter,Jr,F,20,-,250,41.0,-,54.5,38,16,39,0,0,6,11,15,29,44,8,22,4,7,brandon,2017
12,Lauren Anderson,Sr,G,20,2,385,47.8,16.7,79.4,187,66,138,1,6,54,68,37,74,111,30,43,16,7,brandon,2017
13,Amy Williams,Sr,F,19,18,424,42.5,-,60.5,170,62,146,0,0,46,76,32,77,109,16,47,17,4,brandon,2017
14,Keegan Robinson,Sr,G,20,16,324,32.4,23.3,56.9,86,23,71,7,30,33,58,16,35,51,12,34,11,1,brandon,2017
15,Adrianna Proulx,Fr,G,20,6,344,46.4,30.0,58.3,91,39,84,6,20,7,12,10,43,53,14,21,16,4,brandon,2017
00,Shinelle Handzuik,So,G,20,2,322,23.0,19.4,33.3,57,20,87,12,62,5,15,8,23,31,19,32,22,2,calgary,2017
02,Michal Assaf,So,G,20,-,398,34.8,20.0,83.7,147,48,138,10,50,41,49,13,47,60,28,42,23,1,calgary,2017
05,Anmol Mattu,Jr,P,20,20,469,31.5,23.1,73.1,112,39,124,15,65,19,26,14,36,50,43,39,21,4,calgary,2017
06,Bobbi Jo Colburn,Fr,F,20,16,491,38.0,31.0,74.3,216,82,216,26,84,26,35,23,56,79,15,69,29,13,calgary,2017
07,Hilary Annich,Sr,G,12,8,201,20.4,25.9,50.0,29,10,49,7,27,2,4,15,21,36,12,19,9,2,calgary,2017
09,Brie Wilcox,Sr,F,12,-,141,37.5,-,83.3,41,18,48,0,0,5,6,13,15,28,2,12,8,14,calgary,2017
10,Brianna Ghali,Sr,G,20,19,502,39.9,27.9,61.8,242,89,223,17,61,47,76,32,134,166,27,84,36,4,calgary,2017
12,Erin McIntosh,So,F,20,13,504,39.5,21.6,80.3,159,51,129,8,37,49,61,34,63,97,26,34,29,8,calgary,2017
24,Mozanga Ekwalanga,Sr,G,16,-,171,27.3,25.0,57.1,35,12,44,7,28,4,7,3,18,21,2,13,9,0,calgary,2017
25,Lauren Seabrook,Sr,C,20,10,328,47.0,0.0,80.4,99,31,66,0,1,37,46,35,47,82,7,34,7,5,calgary,2017
01,Alyssa Hoveling,Fr,G,19,-,184,27.8,10.0,50.0,25,10,36,1,10,4,8,4,13,17,12,24,10,1,lethbridge,2017
03,Katie Keith,So,G,18,17,526,33.1,36.4,54.4,141,47,142,4,11,43,79,30,46,76,43,59,31,1,lethbridge,2017
04,Teesha Olson,So,G,19,15,484,36.1,26.3,77.6,179,56,155,15,57,52,67,30,37,67,22,25,14,3,lethbridge,2017
05,Isabel Rattai,Fr,G,20,2,284,28.6,26.3,56.3,42,14,49,5,19,9,16,13,32,45,22,35,16,4,lethbridge,2017
07,Danielle Fritzke,Jr,G,20,6,283,29.9,35.2,70.0,78,26,87,19,54,7,10,11,25,36,13,18,12,0,lethbridge,2017
08,Zoe Dahl,Sr,G,20,20,565,38.7,30.6,81.7,256,87,225,33,108,49,60,21,55,76,42,59,22,0,lethbridge,2017
09,Kaitlin Bracko,Sr,F,20,3,273,34.2,20.8,60.9,69,25,73,5,24,14,23,27,27,54,16,28,20,3,lethbridge,2017
12,Kathryn Hankins,Jr,F,20,17,532,34.5,28.3,70.6,181,78,226,13,46,12,17,24,58,82,23,44,26,8,lethbridge,2017
13,Jessica Bachynski,Jr,G,19,18,569,35.3,30.2,56.4,142,49,139,13,43,31,55,37,131,168,25,57,11,32,lethbridge,2017
14,Mylanda Miller,Fr,G,20,-,183,17.9,25.0,50.0,38,12,67,5,20,9,18,18,21,39,12,16,6,3,lethbridge,2017
03,Ellie McCarthy,,F,17,1,98,41.2,-,0.0,14,7,17,0,0,0,2,4,13,17,4,7,3,0,macewan,2017
04,Kristen Monfort-Palomino,,G,20,19,435,16.0,16.0,27.3,43,16,100,8,50,3,11,13,51,64,40,45,33,1,macewan,2017
07,Juhee Thompson,,G,16,-,250,34.8,45.5,70.0,77,24,69,15,33,14,20,8,15,23,23,36,17,0,macewan,2017
08,Brielle Wise,,G,17,-,334,38.6,34.9,60.0,91,32,83,15,43,12,20,8,34,42,15,29,21,3,macewan,2017
09,Kathryn Sutherland,,G,20,-,240,39.0,20.0,69.2,43,16,41,2,10,9,13,12,26,38,9,31,4,2,macewan,2017
10,Kerilynn MacLennan,,F,20,15,410,32.7,20.0,77.8,116,50,153,2,10,14,18,29,35,64,13,32,20,0,macewan,2017
11,Paige Knull,,G,20,20,532,35.6,29.8,81.2,174,52,146,14,47,56,69,16,61,77,47,60,24,7,macewan,2017
12,Kayla Ivicak,,G,20,20,580,43.9,26.7,65.3,240,100,228,8,30,32,49,61,73,134,35,70,39,3,macewan,2017
14,Alexandra Lauber,,F,20,5,439,46.2,-,60.0,69,30,65,0,0,9,15,23,72,95,16,16,10,5,macewan,2017
15,Kendall Lydon,,G,20,20,617,33.1,35.0,88.8,325,102,308,42,120,79,89,21,59,80,73,76,53,4,macewan,2017
03,Taylor Randall,Fr,G,20,20,576,38.5,28.1,84.8,253,84,218,18,64,67,79,20,46,66,35,55,34,1,manitoba,2017
04,Keziah Brothers,Fr,G,20,1,412,33.6,0.0,65.0,113,37,110,0,2,39,60,42,25,67,13,37,19,2,manitoba,2017
05,Tianna Mighty,Jr,F,20,13,500,36.1,37.5,27.3,79,35,97,6,16,3,11,23,38,61,22,30,20,3,manitoba,2017
07,Cara Neufeld,So,F,20,1,313,25.4,0.0,53.3,48,16,63,0,1,16,30,20,31,51,12,26,9,3,manitoba,2017
08,Emma Thompson,So,F,20,16,554,31.3,32.1,78.3,193,70,224,35,109,18,23,24,89,113,33,57,23,14,manitoba,2017
10,Nicole Konieczny,So,G,15,15,485,34.6,31.2,65.8,181,66,191,24,77,25,38,33,76,109,20,35,32,1,manitoba,2017
12,Rebecca Potter,Sr,F,20,19,457,41.5,0.0,68.7,178,66,159,0,2,46,67,44,83,127,11,46,13,12,manitoba,2017
14,Brittanie Parisien,Fr,G,20,2,404,34.5,30.5,75.0,173,60,174,29,95,24,32,6,40,46,37,39,21,1,manitoba,2017
15,Tiara Licsi,Jr,G,20,13,262,17.4,15.8,75.0,36,12,69,6,38,6,8,6,20,26,18,20,7,0,manitoba,2017
02,Keara McCallum,,G,18,-,142,38.9,47.1,66.7,38,14,36,8,17,2,3,3,16,19,10,28,6,2,mountroyal,2017
03,Drew Knox,,G,20,10,453,30.2,29.9,66.7,139,49,162,23,77,18,27,10,42,52,34,88,12,1,mountroyal,2017
04,Marnie Garner,,G,20,-,222,37.5,28.6,100.0,30,12,32,2,7,4,4,11,13,24,5,24,9,0,mountroyal,2017
05,Angela Driscoll,,G,20,20,606,35.0,22.7,61.4,195,64,183,5,22,62,101,30,75,105,46,63,78,1,mountroyal,2017
08,Marina Kehrig,,F,20,10,378,35.2,26.7,61.2,126,44,125,8,30,30,49,26,34,60,11,44,14,0,mountroyal,2017
10,Michelle Tiffany,,G,20,20,555,33.5,25.5,80.0,156,57,170,14,55,28,35,17,66,83,28,76,29,0,mountroyal,2017
11,Becky Nash,,F,20,20,616,40.3,14.3,63.8,227,91,226,1,7,44,69,32,163,195,24,70,13,62,mountroyal,2017
12,Erin Kehrig,,F,20,18,507,42.0,14.3,76.0,181,79,188,4,28,19,25,22,54,76,20,44,13,10,mountroyal,2017
13,Abbey Gillette,,F,20,2,435,31.5,27.3,66.7,89,28,89,3,11,30,45,21,51,72,17,49,15,12,mountroyal,2017
02,Michaela Kleisinger,So,G,20,9,399,32.5,20.5,71.4,92,37,114,8,39,10,14,7,86,93,50,37,22,2,regina,2017
03,Katie Polischuk,Sr,G,20,20,540,41.1,36.4,92.9,313,109,265,56,154,39,42,15,67,82,41,41,25,11,regina,2017
04,Avery Pearce,So,G,20,11,343,38.3,30.3,87.5,86,31,81,10,33,14,16,16,32,48,50,30,18,1,regina,2017
05,Caitlin Zacharias,Sr,G,20,-,189,28.4,23.3,70.0,67,25,88,10,43,7,10,8,10,18,9,13,7,3,regina,2017
06,Kyia Giles,Fr,G,16,-,215,30.2,0.0,52.9,41,16,53,0,9,9,17,12,16,28,19,13,20,2,regina,2017
07,Sara Hubenig,Sr,G,20,13,444,35.9,26.4,80.0,150,52,145,14,53,32,40,42,43,85,40,37,24,5,regina,2017
09,Kyanna Giles,Fr,G,20,19,507,43.0,41.2,66.2,258,96,223,21,51,45,68,51,94,145,38,40,42,3,regina,2017
10,Ainsley MacIntyre,Sr,F,19,6,321,30.0,10.0,70.2,82,24,80,1,10,33,47,33,54,87,13,28,10,4,regina,2017
11,Britton Belyk,Jr,G,20,-,226,38.4,34.0,88.2,99,33,86,18,53,15,17,16,39,55,16,12,12,3,regina,2017
12,Christina McCusker,Jr,F,20,17,408,48.6,-,76.0,159,51,105,0,0,57,75,54,58,112,13,26,11,32,regina,2017
14,Angela Bongomin,Fr,C,19,2,189,41.2,-,60.0,66,21,51,0,0,24,40,35,32,67,2,19,5,15,regina,2017
15,Alexi Rowden,So,F,19,-,169,47.1,-,68.0,49,16,34,0,0,17,25,20,19,39,2,11,1,1,regina,2017
00,Maya Olynyk,,G,18,1,244,28.1,22.2,68.2,51,16,57,4,18,15,22,16,26,42,10,19,6,2,saskatchewan,2017
01,Libby Epoch,,G,20,19,637,27.6,32.6,82.1,162,43,156,30,92,46,56,15,65,80,74,53,27,3,saskatchewan,2017
03,Madeline Humbert,,G,20,2,310,42.4,36.0,78.8,85,25,59,9,25,26,33,17,35,52,13,20,11,4,saskatchewan,2017
04,Brianna Fehr,,G,14,-,100,34.6,25.0,100.0,23,9,26,3,12,2,2,3,15,18,5,10,0,1,saskatchewan,2017
05,Sabine Dukate,,G,18,18,567,39.8,37.0,81.1,292,111,279,40,108,30,37,12,46,58,64,48,30,1,saskatchewan,2017
07,Megan Ahlstrom,,G,20,18,504,44.4,33.3,89.5,230,72,162,18,54,68,76,27,69,96,17,34,19,6,saskatchewan,2017
09,Megan Lindquist,,F,20,19,495,41.9,45.7,64.4,200,75,179,21,46,29,45,44,87,131,24,32,22,17,saskatchewan,2017
11,Summer Masikewich,,F,20,19,484,51.3,0.0,54.9,174,59,115,0,1,56,102,55,59,114,11,45,7,9,saskatchewan,2017
12,Kelsey Lalor,,G,17,-,119,15.4,14.3,50.0,7,2,13,1,7,2,4,7,13,20,4,9,11,0,saskatchewan,2017
15,Vera Crooks,,F,20,-,192,48.1,-,43.8,66,26,54,0,0,14,32,32,22,54,3,12,5,19,saskatchewan,2017
01,Madeline Neumann,,G,14,-,88,30.8,22.2,-,10,4,13,2,9,0,0,4,6,10,3,5,4,0,thompsonrivers,2017
04,Chelsea Hoey,,F,20,7,498,32.5,0.0,65.9,131,51,157,0,5,29,44,56,99,155,18,46,24,4,thompsonrivers,2017
06,Danya Lincoln,,G,13,-,63,16.7,0.0,50.0,5,1,6,0,3,3,6,1,8,9,4,5,1,1,thompsonrivers,2017
07,Emma Piggin,,G,20,20,536,39.1,25.9,74.6,209,75,192,15,58,44,59,41,67,108,47,86,25,12,thompsonrivers,2017
08,Leilani Carney,,G,20,20,570,33.1,29.7,80.0,123,40,121,19,64,24,30,6,26,32,38,26,12,6,thompsonrivers,2017
09,Emily Vilac,,F,20,14,499,29.4,32.3,76.5,160,52,177,30,93,26,34,27,54,81,22,37,14,12,thompsonrivers,2017
10,Shenise Sigsworth,,F,20,20,576,37.6,27.8,52.7,162,59,157,5,18,39,74,43,55,98,33,62,21,6,thompsonrivers,2017
11,Audrey Rankin,,G,20,-,220,29.3,29.9,62.5,73,24,82,20,67,5,8,4,27,31,6,21,11,4,thompsonrivers,2017
12,Kanesha Reeves,,G,20,1,282,26.1,23.5,-,48,18,69,12,51,0,0,3,12,15,24,45,5,1,thompsonrivers,2017
14,Michelle Bos,,G,20,18,564,36.3,34.2,65.9,201,73,201,26,76,29,44,40,79,119,35,72,21,3,thompsonrivers,2017
01,Juliet King,,PF,17,-,79,29.4,-,64.3,19,5,17,0,0,9,14,6,13,19,1,7,1,1,trinitywestern,2017
03,Sarah Buckingham,,,20,-,293,34.2,19.0,76.9,64,25,73,4,21,10,13,11,23,34,24,35,8,0,trinitywestern,2017
05,Kayla Gordon,,,20,20,617,53.2,0.0,61.3,282,118,222,0,3,46,75,54,85,139,43,68,27,9,trinitywestern,2017
06,Natalie Carkner,,,20,20,562,30.5,31.4,60.9,167,51,167,37,118,28,46,12,57,69,34,21,42,1,trinitywestern,2017
07,Luca Schmidt,,,20,20,600,19.4,21.0,68.6,79,21,108,13,62,24,35,7,61,68,72,50,19,3,trinitywestern,2017
08,Jamie Andrews Stobart,,,18,1,91,23.8,-,75.0,13,5,21,0,0,3,4,5,8,13,4,11,9,0,trinitywestern,2017
09,Julia Marshall,,SG,14,-,149,29.4,28.6,50.0,16,5,17,4,14,2,4,3,6,9,13,23,7,0,trinitywestern,2017
10,Jessie Brown,,,20,19,554,37.2,42.1,69.0,302,96,258,61,145,49,71,16,38,54,27,48,24,1,trinitywestern,2017
11,Ashleigh Barnes,,,20,1,329,44.4,0.0,54.5,86,28,63,0,1,30,55,35,45,80,24,27,12,0,trinitywestern,2017
12,Breanna Cabuco,,,19,-,107,22.2,-,33.3,11,4,18,0,0,3,9,5,8,13,7,8,1,1,trinitywestern,2017
14,Tessa Ratzlaff,,,19,19,561,50.4,-,76.3,318,130,258,0,0,58,76,53,87,140,24,40,33,9,trinitywestern,2017
02,Shilpa Khanna,Sr,G,20,16,430,39.7,39.1,76.9,171,58,146,45,115,10,13,7,35,42,30,35,26,8,ubc,2017
03,Marcie Schlick,Fr,F,13,-,66,25.0,-,50.0,8,2,8,0,0,4,8,5,13,18,0,9,2,1,ubc,2017
05,Samantha Baumgartner,Fr,G,20,1,245,21.2,12.5,72.2,29,7,33,2,16,13,18,7,18,25,10,20,8,1,ubc,2017
06,Ali Norris,Fr,G,20,4,405,44.6,45.8,75.0,73,25,56,11,24,12,16,5,17,22,29,42,17,0,ubc,2017
07,Krysten Lindquist,So,G,20,-,328,41.0,14.3,56.4,101,34,83,2,14,31,55,18,30,48,23,32,26,1,ubc,2017
08,Kara Spotton,Sr,F,20,20,513,48.5,-,75.4,239,95,196,0,0,49,65,72,75,147,26,40,33,22,ubc,2017
09,Keylyn Filewich,Fr,F,20,-,343,51.4,-,68.3,174,73,142,0,0,28,41,60,59,119,15,23,13,16,ubc,2017
11,Jessica Hanson,So,G,20,20,552,35.9,32.7,86.5,180,65,181,18,55,32,37,8,44,52,46,62,24,2,ubc,2017
12,Andrea Strujic,Sr,F,20,20,449,50.0,0.0,47.6,80,35,70,0,1,10,21,24,76,100,19,19,6,18,ubc,2017
14,Susan Thompson,Sr,F,20,-,198,32.1,-,66.7,24,9,28,0,0,6,9,8,32,40,9,12,6,2,ubc,2017
15,Maddison Penn,So,G,20,19,467,38.5,33.0,81.8,362,121,314,30,91,90,110,22,95,117,29,65,28,15,ubc,2017
01,Vanessa Botteselle,Jr,G,20,5,352,40.0,22.2,79.4,117,42,105,6,27,27,34,9,29,38,22,48,15,1,ubcokanagan,2017
02,Emily Kanester,Sr,G,20,19,584,27.8,25.0,81.9,249,67,241,29,116,86,105,10,37,47,38,63,40,2,ubcokanagan,2017
05,Shenelle Tamminen,Sr,F,20,-,261,34.5,20.9,77.8,90,30,87,9,43,21,27,17,22,39,12,26,11,4,ubcokanagan,2017
06,Chloe Kennedy,Sr,F,20,19,546,37.5,27.5,85.0,209,78,208,19,69,34,40,30,55,85,22,32,20,5,ubcokanagan,2017
07,Emma Jonas,Fr,G,20,-,314,23.4,19.0,60.0,58,22,94,8,42,6,10,6,19,25,12,38,7,0,ubcokanagan,2017
10,Olivia Johnson,Sr,G,20,14,313,20.9,15.4,75.0,26,9,43,2,13,6,8,27,21,48,21,22,10,0,ubcokanagan,2017
11,Emma Johnson,So,G,20,-,191,23.5,0.0,30.8,28,12,51,0,3,4,13,24,24,48,17,18,7,0,ubcokanagan,2017
12,Jordan Korol,So,F,20,19,501,48.7,100.0,52.4,124,56,115,1,1,11,21,36,102,138,18,32,23,10,ubcokanagan,2017
13,Claire Elliott,Sr,G,20,19,635,39.2,25.4,47.6,198,80,204,18,71,20,42,16,59,75,51,43,41,5,ubcokanagan,2017
15,Nicole Hart,Fr,F,19,-,290,37.4,0.0,75.0,95,40,107,0,1,15,20,27,63,90,14,25,14,20,ubcokanagan,2017
01,Jessica Zawada,,F,20,-,224,32.2,26.7,50.0,56,19,59,8,30,10,20,9,21,30,7,29,5,0,ufv,2017
02,Sara Simovic,,G,19,19,588,38.9,35.1,79.5,183,63,162,26,74,31,39,4,64,68,45,58,16,2,ufv,2017
03,Shayna Litman,,F,20,20,605,37.4,0.0,81.0,203,76,203,0,1,51,63,28,76,104,19,53,15,1,ufv,2017
05,Victoria Jacobse,,G,20,-,234,27.0,23.8,66.7,33,10,37,5,21,8,12,9,30,39,14,22,11,3,ufv,2017
07,Kayli Sartori,,G,20,20,649,38.9,22.5,64.4,328,107,275,18,80,96,149,33,107,140,64,97,60,20,ufv,2017
08,Sydney Williams,,G,20,19,561,32.0,30.4,50.0,158,55,172,42,138,6,12,22,74,96,18,29,27,2,ufv,2017
10,Taylor Claggett,,F,20,20,676,52.3,-,62.6,237,80,153,0,0,77,123,55,112,167,46,48,19,7,ufv,2017
13,Amelia Worrell,,G,14,-,56,15.4,20.0,-,5,2,13,1,5,0,0,2,3,5,4,5,2,0,ufv,2017
14,Amanda Thompson,,G,20,2,350,32.6,28.6,76.5,49,15,46,6,21,13,17,14,25,39,11,28,4,3,ufv,2017
04,Kylie Pozniak,Sr,G,20,19,277,31.5,34.6,82.4,69,23,73,9,26,14,17,9,16,25,17,23,7,1,unbc,2017
05,Issy Bourque,So,F,12,-,132,36.4,-,50.0,9,4,11,0,0,1,2,6,10,16,2,10,2,0,unbc,2017
06,Madison Landry,Fr,F,20,-,392,36.2,22.7,69.1,153,55,152,5,22,38,55,12,22,34,19,34,20,3,unbc,2017
07,Stacey Graham,Sr,G,20,1,362,31.3,32.5,75.0,142,47,150,39,120,9,12,9,30,39,18,26,17,1,unbc,2017
08,Hannah Pudlas,Jr,G,17,9,342,30.6,30.0,72.5,100,30,98,3,10,37,51,13,33,46,14,41,19,2,unbc,2017
