NAME,TEAM,SEASON,PLYR_YR,NUM,GP,GS,MIN/G
Miranda Smith,brock,2018,,09,16.0,9.0,24.7
Shannon Northey,brock,2018,,10,19.0,0.0,14.4
Lauren Zonneveld,brock,2018,,11,24.0,7.0,14.2
Ieva Sukeviciute,brock,2018,,12,19.0,2.0,13.3
Kristin Gallant,brock,2018,,13,17.0,9.0,28.4
Stephanie Findlay,brock,2018,,14,19.0,15.0,20.7
Baelie Campbell,brock,2018,,15,24.0,20.0,29.9
Courtney Mcpherson,brock,2018,,22,24.0,24.0,26.8
Jenjen Abella,carleton,2018,S,04,22.0,22.0,22.2
Stephanie Carr,carleton,2018,S,05,23.0,0.0,10.7
Alexandra Trivieri,carleton,2018,S,06,23.0,1.0,12.7
Jaclyn Ronson,carleton,2018,F,07,6.0,0.0,5.5
Alyssa Cerino,carleton,2018,J,8,23.0,0.0,16.4
Madison Reid,carleton,2018,F,9,20.0,0.0,8.7
Emma Kiesekamp,carleton,2018,F,10,20.0,0.0,7.8
Catherine Traer,carleton,2018,S,11,21.0,21.0,25.6
Brianne Hamilton,carleton,2018,J,12,0.0,0.0,0.0
Nicole Gilmore,carleton,2018,J,13,23.0,23.0,23.8
Cynthia Dupont,carleton,2018,S,14,23.0,2.0,18.2
Karyne Jolicoeur,carleton,2018,F,15,23.0,0.0,7.3
Jacey Aikens,carleton,2018,F,20,0.0,0.0,0.0
Elizabeth Leblanc,carleton,2018,J,21,23.0,23.0,26.7
Heather Lindsay,carleton,2018,S,22,23.0,23.0,21.5
Hannah Pryce,guelph,2018,S,4,22.0,0.0,8.5
Megan Brenkel,guelph,2018,S,6,24.0,5.0,22.1
Haley Belyk,guelph,2018,S,7,21.0,20.0,28.1
Ashley Wheeler,guelph,2018,J,8,24.0,13.0,22.9
Ivana Vujadinovic,guelph,2018,J,9,19.0,14.0,21.1
Sarah Holmes,guelph,2018,J,10,13.0,10.0,28.2
Alexis Pulford-Thorpe,guelph,2018,F,11,8.0,0.0,6.6
Julia Kokonis,guelph,2018,J,12,21.0,6.0,12.4
Allyson Peek,guelph,2018,S,13,1.0,0.0,4.0
Nyasha Mombeshora,guelph,2018,S,14,21.0,0.0,8.5
Skyla Minaker,guelph,2018,F,20,21.0,15.0,24.8
Quincy Sickles-Jarvis,guelph,2018,S,21,20.0,8.0,15.8
Marija Bakoc,guelph,2018,F,22,0.0,0.0,0.0
Burke Bechard,guelph,2018,,23,24.0,23.0,28.4
Ashley White,guelph,2018,F,24,18.0,1.0,7.5
Rachel Webber,lakehead,2018,S,04,17.0,3.0,16.5
Kielly McDonough,lakehead,2018,S,05,24.0,2.0,9.6
Sam Read,lakehead,2018,F,07,15.0,0.0,6.3
Nikki Ylagan,lakehead,2018,S,08,22.0,4.0,20.8
Tiffany Reynolds,lakehead,2018,F,09,13.0,4.0,18.2
Katelyn Andrea,lakehead,2018,S,10,3.0,0.0,5.3
Lily Gruber-Schulz,lakehead,2018,S,11,24.0,24.0,28.1
Jerika Baldin,lakehead,2018,S,12,24.0,24.0,31.1
Za'Keea Sa'edd-El,lakehead,2018,J,13,1.0,0.0,15.0
Charlotte Clifford,lakehead,2018,F,14,21.0,0.0,7.5
Tianna Warwick-Dawkins,lakehead,2018,F,15,24.0,11.0,21.4
August Ricketts,lakehead,2018,S,21,0.0,0.0,0.0
Bridget O'Reilly,lakehead,2018,S,22,24.0,24.0,31.0
Leashja Grant,lakehead,2018,S,23,24.0,24.0,26.1
Emily Tinnes,laurentian,2018,,04,23.0,22.0,34.1
JosÃ©e Tremblay,laurentian,2018,,05,4.0,0.0,1.0
Andrea Zulich,laurentian,2018,,06,23.0,12.0,24.3
Kendel Dunn,laurentian,2018,,07,12.0,0.0,4.5
Danielle Reid,laurentian,2018,,08,16.0,1.0,5.3
Kennedi Cashmore,laurentian,2018,,09,2.0,0.0,2.5
Lara Pomerleau-Fontaine,laurentian,2018,,10,3.0,0.0,2.7
Mackenzie Robinson2,laurentian,2018,,11,23.0,22.0,29.5
Adriane Bruni,laurentian,2018,,12,23.0,22.0,24.0
Madison Cooper,laurentian,2018,,13,14.0,0.0,7.3
Kayla Deschatelets,laurentian,2018,,14,18.0,10.0,22.5
Bailey Tabin,laurentian,2018,,15,22.0,10.0,16.3
Emily Fisher,laurentian,2018,,21,21.0,2.0,14.6
L'Ashante Henry,laurentian,2018,,22,16.0,11.0,27.6
Sydney Graper,laurentian,2018,,23,22.0,1.0,7.9
Nicole Morrison,laurier,2018,,05,24.0,24.0,30.9
Irena Rynkiewicz,laurier,2018,,06,22.0,16.0,18.3
Maya Day,laurier,2018,,07,24.0,10.0,23.0
Tayania Siwek-Smith,laurier,2018,,08,14.0,12.0,16.7
Celina Elliott,laurier,2018,,10,23.0,1.0,11.3
Lauren Jamieson,laurier,2018,,11,22.0,3.0,14.9
Brianna Iannazzo,laurier,2018,,12,24.0,1.0,17.4
Alex Spadaro,laurier,2018,,13,18.0,2.0,9.3
Skye Johns,laurier,2018,,15,24.0,6.0,13.1
Jill Condron,laurier,2018,,20,21.0,20.0,23.9
Melissa Pare,laurier,2018,,22,0.0,0.0,0.0
Sarah Dillon,laurier,2018,,23,23.0,6.0,16.2
Rachel Woodburn,laurier,2018,,32,24.0,19.0,24.8
Brielle Loebach,mcmaster,2018,S,2,16.0,0.0,6.2
Evie Streight,mcmaster,2018,J,4,15.0,0.0,4.9
Hilary Hanaka,mcmaster,2018,S,5,19.0,18.0,26.7
Lexie Spadafora,mcmaster,2018,S,6,19.0,14.0,25.3
Erin Burns,mcmaster,2018,S,7,18.0,14.0,23.2
Sarah Gates,mcmaster,2018,F,8,23.0,0.0,18.2
Mia Spadafora,mcmaster,2018,F,9,20.0,0.0,12.6
Melody Wyslobicky,mcmaster,2018,F,10,0.0,0.0,0.0
Jelena Mamic,mcmaster,2018,S,11,24.0,23.0,25.9
Julia Hanaka,mcmaster,2018,S,12,19.0,2.0,17.6
Linnaea Harper,mcmaster,2018,S,13,19.0,18.0,26.9
Adrienne Peters,mcmaster,2018,S,14,17.0,0.0,4.8
Clare Sharkey,mcmaster,2018,F,15,24.0,0.0,10.0
Alex Verboom,mcmaster,2018,F,21,1.0,0.0,3.0
Olivia Wilson,mcmaster,2018,S,34,24.0,23.0,25.0
Kylea Galipeau-Wilson,nipissing,2018,F,2,20.0,5.0,12.6
Nakissa Koomalsingh,nipissing,2018,S,3,20.0,0.0,13.8
Marla Corney,nipissing,2018,S,4,20.0,12.0,17.0
Heidi Smith,nipissing,2018,J,6,21.0,21.0,25.5
Natalie Martinez,nipissing,2018,F,7,22.0,20.0,24.2
Jamie Soffer,nipissing,2018,S,8,22.0,11.0,19.0
Maria Walsh,nipissing,2018,S,9,19.0,3.0,10.4
Kendra Dennis,nipissing,2018,J,10,3.0,0.0,4.0
Thaliyah Phillips,nipissing,2018,J,11,20.0,2.0,16.3
Megan Elliot,nipissing,2018,F,12,0.0,0.0,0.0
Maeve Therriault,nipissing,2018,S,13,22.0,10.0,17.2
Alexe Galipeau-Wilson,nipissing,2018,J,14,13.0,9.0,23.5
Taylor Dennis,nipissing,2018,J,15,15.0,1.0,11.4
Devanee Dewey,nipissing,2018,J,21,22.0,15.0,16.1
Ali Czich,nipissing,2018,S,22,0.0,0.0,0.0
Nicole Kordez,nipissing,2018,F,23,16.0,1.0,7.7
Michaela Branker,nipissing,2018,S,24,7.0,1.0,7.3
Maria Rodrigues,nipissing,2018,F,25,0.0,0.0,0.0
Kaila Granholm,nipissing,2018,F,97,0.0,0.0,0.0
Meeko Thomas,nipissing,2018,F,98,0.0,0.0,0.0
Maia Timmons,ottawa,2018,,3,23.0,3.0,26.0
Brooklynn McAlear-Fanus,ottawa,2018,,4,23.0,21.0,33.6
Sophia Bair-Marshall,ottawa,2018,,5,8.0,0.0,2.5
Natalie Liguori,ottawa,2018,,6,8.0,0.0,5.0
Kellie Forand,ottawa,2018,,7,14.0,14.0,29.9
Aliisa Heiskanen,ottawa,2018,,8,23.0,5.0,13.8
Akpene Kwamie,ottawa,2018,,9,9.0,1.0,4.4
Adonaelle Mousamboté,ottawa,2018,,10,16.0,1.0,8.6
Amélie Hachey,ottawa,2018,,11,23.0,23.0,26.3
Jennifer Crowe,ottawa,2018,,12,19.0,6.0,22.4
Angela Ribarich,ottawa,2018,,13,22.0,19.0,19.1
Isabelle Dion,ottawa,2018,,14,23.0,1.0,10.9
Anne Carr,ottawa,2018,,15,10.0,1.0,9.7
Brigitte Lefebvre-Okankwu,ottawa,2018,,21,21.0,20.0,24.0
Sarah Besselink,ottawa,2018,,22,0.0,0.0,0.0
Natalie DiMaio,queens,2018,,#!,0.0,0.0,0.0
Julia DiMaio,queens,2018,,##,0.0,0.0,0.0
Megan Saftich,queens,2018,,4,19.0,0.0,4.4
Emma Ritcey,queens,2018,,5,22.0,21.0,27.2
Sarah Saftich,queens,2018,,6,23.0,0.0,12.3
Abby Dixon,queens,2018,,7,23.0,23.0,27.8
Michelle Istead,queens,2018,,8,21.0,2.0,11.9
Katharina Holt,queens,2018,,9,1.0,0.0,0.0
Marianne Alarie,queens,2018,,10,23.0,22.0,27.9
Adriana Conti,queens,2018,,11,18.0,1.0,4.3
Myriam Fontaine,queens,2018,,12,23.0,1.0,14.8
Veronika Lavergne,queens,2018,,13,23.0,21.0,21.0
Andrea Priamo,queens,2018,,14,23.0,23.0,23.2
Sophie de Goede,queens,2018,,15,20.0,1.0,19.3
Bridget Mulholland,queens,2018,,21,0.0,0.0,0.0
Maddie Morris,queens,2018,,23,23.0,0.0,11.1
Jama Bin-Edward,ryerson,2018,F,03,23.0,23.0,26.0
Marin Scotten,ryerson,2018,F,04,23.0,23.0,27.3
Cara Tiemens,ryerson,2018,S,05,23.0,23.0,27.0
Devisha Binns,ryerson,2018,S,06,21.0,1.0,8.0
Sofia Paska,ryerson,2018,S,08,21.0,20.0,26.3
Leyki Sorra,ryerson,2018,F,09,23.0,0.0,18.9
Bronwyn Williams,ryerson,2018,S,10,23.0,23.0,20.6
Savanna Hamilton,ryerson,2018,S,11,22.0,0.0,6.0
Stefanija Mrvaljevic,ryerson,2018,F,12,14.0,0.0,5.6
Katherine Follis,ryerson,2018,J,15,9.0,0.0,16.4
Tashana McDonald,ryerson,2018,S,21,11.0,0.0,2.4
Chloe Mago,ryerson,2018,S,24,23.0,0.0,10.0
Emma Fraser,ryerson,2018,S,25,21.0,2.0,20.0
Keyira Parkes,toronto,2018,J,4,17.0,15.0,29.7
Rahshida Atkinson,toronto,2018,S,5,23.0,16.0,24.9
Mahal De La Durantaye,toronto,2018,S,6,21.0,4.0,14.4
Elise Holt,toronto,2018,F,7,10.0,1.0,4.9
Diedre Edwards,toronto,2018,S,8,23.0,23.0,28.7
Corinne Smith,toronto,2018,F,9,0.0,0.0,0.0
Christine Jurcau,toronto,2018,F,10,23.0,4.0,18.4
Nada Radonjic,toronto,2018,S,11,23.0,14.0,22.5
Sarah Bennett,toronto,2018,J,12,23.0,19.0,23.9
Sara Knowles,toronto,2018,F,13,20.0,4.0,14.1
Emily Piccini,toronto,2018,S,14,23.0,14.0,23.1
Josipa Curic,toronto,2018,F,15,17.0,1.0,8.9
Charlotte Collyer,toronto,2018,J,21,1.0,1.0,18.0
Kirsten MacLeod,toronto,2018,F,22,6.0,0.0,3.3
Connie Harris,toronto,2018,J,24,12.0,0.0,4.5
Beth Fleming,waterloo,2018,,01,0.0,0.0,0.0
Celeste Harrison,waterloo,2018,,03,1.0,0.0,4.0
Claire Mitchell,waterloo,2018,,04,18.0,0.0,9.0
Meghan Sharp,waterloo,2018,,05,24.0,5.0,10.4
Sydney Wilson,waterloo,2018,,06,23.0,23.0,27.3
Ann Stewart,waterloo,2018,,07,24.0,15.0,22.2
Victoria Mauricio,waterloo,2018,,08,6.0,0.0,5.7
Caitlin MacLeod,waterloo,2018,,09,17.0,2.0,13.5
Aphia Ward,waterloo,2018,,10,22.0,18.0,25.6
Afifa Salad,waterloo,2018,,11,23.0,11.0,17.2
Julia Pavlik,waterloo,2018,,12,24.0,18.0,23.8
Megan Goar,waterloo,2018,,14,21.0,0.0,11.1
Breanna Hudspeth,waterloo,2018,,15,19.0,0.0,10.5
Hilary Ferguson,waterloo,2018,,21,24.0,23.0,20.4
Ella Mahler,waterloo,2018,,22,24.0,5.0,20.4
Krissia Vasquez,waterloo,2018,,23,2.0,0.0,3.5
Shekinah Kienansatuko,western,2018,,0,11.0,0.0,4.5
Maddy Horst,western,2018,,4,24.0,23.0,33.1
Jade Codinera,western,2018,,5,12.0,0.0,7.3
Jill Kettlewell,western,2018,,6,13.0,0.0,3.3
Julia Curran,western,2018,,7,24.0,23.0,31.0
Laura Graham,western,2018,,8,24.0,23.0,29.7
Claire Li,western,2018,,9,7.0,0.0,2.0
Emma Johnson2,western,2018,,10,24.0,0.0,15.0
Mackenzie Puklicz,western,2018,,11,24.0,23.0,34.9
Skye Barbato,western,2018,,12,5.0,0.0,4.2
Victoria Heine,western,2018,,13,23.0,19.0,25.6
Deborah Kamba,western,2018,,21,23.0,4.0,18.6
Sarah Coulthard,western,2018,,33,9.0,0.0,3.1
Kayah Clarke,windsor,2018,,3,13.0,0.0,12.2
Nyamuoch Teny,windsor,2018,,4,21.0,8.0,17.6
Eve Uwayesu,windsor,2018,,5,24.0,15.0,23.5
Tyra Blizzard,windsor,2018,,6,22.0,9.0,22.7
Renee Goodman,windsor,2018,,7,3.0,0.0,3.7
Olivia Starling,windsor,2018,,8,3.0,0.0,3.7
Jordan Gutt,windsor,2018,,9,21.0,3.0,17.3
Erin Kenny,windsor,2018,,10,20.0,1.0,8.6
Amanda Milanis,windsor,2018,,11,0.0,0.0,0.0
Olivia Osamusali,windsor,2018,,12,24.0,20.0,19.6
Victoria Ivey,windsor,2018,,13,0.0,0.0,0.0
Kaylee Anagnostopoulos,windsor,2018,,14,24.0,23.0,25.5
Jenneke Pilling,windsor,2018,,15,10.0,0.0,7.9
Carly Steer,windsor,2018,,20,24.0,13.0,24.7
Samantha Gucciardi,windsor,2018,,21,15.0,0.0,8.5
Emily Prevost,windsor,2018,,23,24.0,23.0,29.4
Haley Bowie,york,2018,S,4,23.0,11.0,25.3
Cyanna King,york,2018,F,6,23.0,0.0,12.7
Khara Keane,york,2018,J,7,7.0,3.0,25.3
Lindsay Shotbolt,york,2018,S,8,23.0,21.0,27.9
Katrina Collins-Samuels,york,2018,J,9,21.0,18.0,25.0
Madison Bardoel,york,2018,F,10,8.0,0.0,2.3
Megan Stewart,york,2018,F,11,19.0,0.0,10.1
Alysha Pinck,york,2018,F,12,21.0,1.0,10.2
Kiley Langille,york,2018,F,13,6.0,0.0,3.0
Megan MacLeod,york,2018,S,14,23.0,21.0,22.7
Madeline Weber,york,2018,F,15,16.0,0.0,6.9
Lauren Golding,york,2018,F,21,23.0,21.0,21.2
Taylor McAlpine,york,2018,S,22,20.0,0.0,7.8
Chante Clarke,york,2018,S,23,20.0,10.0,20.2
Veronica Townsley,alberta,2018,F,00,0.0,0.0,0.0
Briana Carlyon,alberta,2018,S,01,20.0,19.0,25.7
Vanessa Wild,alberta,2018,J,02,20.0,1.0,17.4
Elle Hendershot,alberta,2018,S,03,20.0,20.0,28.5
Jenna Harpe,alberta,2018,F,04,20.0,0.0,18.8
Morgan Mudge,alberta,2018,F,05,0.0,0.0,0.0
Tess Heinricks,alberta,2018,J,06,16.0,0.0,4.8
Makenna Ledgister,alberta,2018,F,07,20.0,0.0,11.1
Emma Kary,alberta,2018,S,08,20.0,20.0,24.1
Lauren Earl,alberta,2018,S,09,20.0,20.0,21.1
Brooklyn Legault,alberta,2018,J,10,0.0,0.0,0.0
Cameo Hanlon,alberta,2018,F,11,0.0,0.0,0.0
Megan Tywoniuk,alberta,2018,J,12,20.0,20.0,28.3
Aimee Wilson,alberta,2018,J,13,0.0,0.0,0.0
Mackenzie Cook,alberta,2018,S,14,20.0,0.0,12.3
Marinya Marcichiw,alberta,2018,J,15,20.0,0.0,8.9
Mikaela Stanton,brandon,2018,S,01,20.0,7.0,21.1
Gabrielle Jubinville,brandon,2018,S,02,16.0,0.0,12.1
Jessica Hartog,brandon,2018,F,03,4.0,0.0,5.3
Jada Benoit,brandon,2018,F,04,0.0,0.0,0.0
Hailey Maas,brandon,2018,J,05,18.0,16.0,24.8
Kylie Weckend,brandon,2018,S,06,11.0,0.0,10.2
Logan Biccum,brandon,2018,J,07,20.0,6.0,10.7
Keisha Cox,brandon,2018,S,08,17.0,13.0,29.3
Chelsea Misskey,brandon,2018,F,09,11.0,0.0,12.8
Kinsley Ransom,brandon,2018,S,10,20.0,13.0,20.3
Stephanie Hunter,brandon,2018,S,11,20.0,1.0,7.6
Lauren Anderson,brandon,2018,S,12,19.0,13.0,23.4
Amy Williams,brandon,2018,S,13,20.0,15.0,17.8
Keegan Robinson,brandon,2018,S,14,20.0,11.0,17.1
Adrianna Proulx,brandon,2018,F,15,14.0,5.0,18.0
Courtney Donaldson,calgary,2018,F,01,0.0,0.0,0.0
Katie Upham,calgary,2018,F,03,18.0,0.0,11.1
Anmol Mattu,calgary,2018,S,05,14.0,14.0,21.1
Bobbi-Jo Colburn,calgary,2018,S,06,20.0,0.0,21.1
Hilary Annich,calgary,2018,S,07,18.0,0.0,12.8
Liene Stalidzane,calgary,2018,F,08,20.0,8.0,22.7
Brie Wilcox,calgary,2018,S,09,0.0,0.0,0.0
Brianna Ghali,calgary,2018,S,10,20.0,20.0,23.6
Laura Grabe,calgary,2018,F,11,20.0,18.0,18.0
Erin McIntosh,calgary,2018,J,12,20.0,20.0,27.7
Jenna Spruyt,calgary,2018,S,15,8.0,0.0,9.8
Reyna Crawford,calgary,2018,S,21,16.0,0.0,10.1
Shannon Hatch,calgary,2018,S,22,20.0,20.0,28.2
Mozanga Ekwalanga,calgary,2018,S,24,8.0,0.0,7.1
Michaela Nieuwenhuizen,calgary,2018,J,25,17.0,0.0,8.2
Alyssa Hoveling,lethbridge,2018,S,01,19.0,0.0,4.3
Nathania Takyi,lethbridge,2018,J,02,20.0,0.0,12.6
Katie Keith,lethbridge,2018,J,03,16.0,16.0,24.6
Kacie Bosch,lethbridge,2018,J,04,19.0,19.0,28.4
Isabel Rattai,lethbridge,2018,S,05,20.0,2.0,16.6
Millay Johnson,lethbridge,2018,F,06,20.0,0.0,10.2
Danielle Fritzke,lethbridge,2018,S,07,20.0,7.0,18.3
Zoe Dahl,lethbridge,2018,S,08,20.0,20.0,27.1
Sandria Bolden,lethbridge,2018,S,09,8.0,0.0,11.5
Amy Mazutinec,lethbridge,2018,F,10,18.0,16.0,21.1
Ashley Bodie,lethbridge,2018,S,11,13.0,0.0,2.5
Kathryn Hankins,lethbridge,2018,S,12,20.0,3.0,20.1
Jessica Zarowny,lethbridge,2018,F,13,20.0,17.0,18.9
Darian Mahmi,macewan,2018,,00,11.0,0.0,4.6
Areena Lewis,macewan,2018,,01,0.0,0.0,0.0
Hannah Gibb,macewan,2018,,02,20.0,0.0,10.2
Ellie McCarthy,macewan,2018,,03,20.0,7.0,14.1
Kristen Monfort-Palomino,macewan,2018,,04,20.0,20.0,23.3
Mady Chamberlin,macewan,2018,,05,16.0,0.0,17.2
Carly McHarg,macewan,2018,,06,0.0,0.0,0.0
Mackenzie Farmer,macewan,2018,,07,20.0,2.0,20.6
Brielle Wise,macewan,2018,,08,1.0,0.0,17.0
Kathryn Sutherland,macewan,2018,,09,7.0,0.0,11.1
Kerilynn MacLennan,macewan,2018,,10,20.0,19.0,23.3
Paige Knull,macewan,2018,,11,20.0,20.0,30.2
Kayla Ivicak,macewan,2018,,12,20.0,20.0,31.8
Monika Curtis,macewan,2018,,13,9.0,0.0,3.0
Shannon Majeau,macewan,2018,,14,20.0,12.0,15.8
Hallie Watt,macewan,2018,,15,17.0,0.0,9.8
Montana Kinzel,manitoba,2018,J,01,20.0,13.0,19.4
Alexis Kenyeres,manitoba,2018,F,02,3.0,0.0,6.0
Taylor Randall,manitoba,2018,S,03,18.0,17.0,30.3
Keziah Brothers,manitoba,2018,S,04,20.0,0.0,20.1
Tianna Mighty,manitoba,2018,S,05,20.0,0.0,9.6
Jenilyn Monton,manitoba,2018,S,06,6.0,0.0,10.5
Dana Inglis,manitoba,2018,F,07,11.0,0.0,4.4
Emma Thompson2,manitoba,2018,J,08,20.0,20.0,29.6
Lana Mackic,manitoba,2018,F,09,13.0,7.0,17.5
Nicole Konieczny,manitoba,2018,J,10,20.0,20.0,31.8
Claire Harvey,manitoba,2018,S,11,20.0,20.0,24.6
Deidre Bartlett,manitoba,2018,F,12,7.0,0.0,5.4
Addison Martin,manitoba,2018,S,13,7.0,0.0,10.4
Brittanie Parisien,manitoba,2018,S,14,17.0,0.0,10.3
Tiara Licsi,manitoba,2018,S,15,13.0,3.0,10.0
Keara McCallum,mountroyal,2018,,02,12.0,0.0,11.6
Marnie Garner,mountroyal,2018,,04,20.0,7.0,17.1
Jordan Blaskin,mountroyal,2018,,05,17.0,0.0,6.6
Rachel Osczevski,mountroyal,2018,,06,6.0,0.0,2.2
Abbey Gillette,mountroyal,2018,,07,20.0,20.0,25.5
Gala Mestres,mountroyal,2018,,09,10.0,10.0,29.3
Michelle Tiffany,mountroyal,2018,,10,19.0,18.0,29.5
Becky Nash,mountroyal,2018,,11,20.0,19.0,24.9
Erin Kehrig,mountroyal,2018,,12,20.0,20.0,26.1
Maria Blanco Belver,mountroyal,2018,,13,20.0,0.0,13.7
Charity Marlatt,mountroyal,2018,,14,20.0,6.0,18.4
Sydney Tabin,mountroyal,2018,,15,18.0,0.0,15.3
Charlotte Kot,regina,2018,S,01,19.0,19.0,24.7
Michaela Kleisinger,regina,2018,J,02,20.0,16.0,22.4
Lauryn Prokop,regina,2018,F,03,17.0,0.0,9.5
Avery Pearce,regina,2018,J,04,20.0,7.0,16.1
Kyia Giles,regina,2018,S,06,19.0,3.0,20.8
Sara Hubenig,regina,2018,S,07,20.0,19.0,24.4
Carolina Goncalves,regina,2018,F,08,17.0,5.0,21.9
Kyanna Giles,regina,2018,S,09,19.0,19.0,27.3
Alexi Rowden,regina,2018,J,10,8.0,2.0,11.1
Britton Belyk,regina,2018,S,11,15.0,0.0,7.9
Christina McCusker,regina,2018,S,12,12.0,9.0,20.3
Faith Reid,regina,2018,F,13,16.0,0.0,6.8
Bilge Topaloglu,regina,2018,F,14,4.0,0.0,6.3
Caitlin Zacharias,regina,2018,S,15,20.0,1.0,12.2
Maya Olynyk,saskatchewan,2018,,00,20.0,0.0,12.5
Libby Epoch,saskatchewan,2018,,01,20.0,20.0,29.7
Christy Fehr,saskatchewan,2018,,02,11.0,0.0,6.4
Madeline Humbert,saskatchewan,2018,,03,20.0,0.0,13.3
Brianna Fehr,saskatchewan,2018,,04,18.0,0.0,9.2
Sabine Dukate,saskatchewan,2018,,05,20.0,20.0,28.0
Katriana Philipenko,saskatchewan,2018,,06,9.0,0.0,11.7
Megan Ahlstrom,saskatchewan,2018,,07,20.0,20.0,24.3
Kyla Shand,saskatchewan,2018,,08,19.0,0.0,10.0
Megan Lindquist,saskatchewan,2018,,09,20.0,20.0,23.8
Kassidy Konkin,saskatchewan,2018,,10,0.0,0.0,0.0
Summer Masikewich,saskatchewan,2018,,11,20.0,20.0,27.3
Kelsey Lalor,saskatchewan,2018,,12,20.0,0.0,10.8
Janaya Brown,saskatchewan,2018,,13,11.0,0.0,5.7
Vera Crooks,saskatchewan,2018,,15,0.0,0.0,0.0
Makayla Hoey,thompsonrivers,2018,,02,20.0,6.0,20.4
Megan Rouault,thompsonrivers,2018,,03,20.0,0.0,11.4
Chelsey Hoey,thompsonrivers,2018,,04,6.0,0.0,18.2
Leilani Carney,thompsonrivers,2018,,05,20.0,18.0,26.4
Madeline Neumann,thompsonrivers,2018,,06,11.0,0.0,6.7
Emma Piggin,thompsonrivers,2018,,07,20.0,5.0,17.9
Alley Corrado,thompsonrivers,2018,,08,8.0,0.0,4.3
Emily Vilac,thompsonrivers,2018,,09,20.0,13.0,19.2
Shenise Sigsworth,thompsonrivers,2018,,10,20.0,18.0,27.2
Jordon Haggerty,thompsonrivers,2018,,11,20.0,18.0,23.5
Kanesha Reeves,thompsonrivers,2018,,12,20.0,3.0,15.9
Michelle Bos,thompsonrivers,2018,,14,20.0,19.0,27.0
Team Team,thompsonrivers,2018,,TM,0.0,0.0,0.0
Simrit Bindra,trinitywestern,2018,,02,1.0,0.0,3.0
Sarah Buckingham,trinitywestern,2018,,03,20.0,20.0,32.0
Jenna Van Delft,trinitywestern,2018,,04,11.0,0.0,3.4
Kayla Gordon,trinitywestern,2018,,05,20.0,20.0,28.1
Jessa Needham,trinitywestern,2018,,06,0.0,0.0,0.0
Tessa Needham,trinitywestern,2018,,06,17.0,0.0,5.8
Kianna Wiens,trinitywestern,2018,,07,20.0,0.0,15.1
Lucy Golubic,trinitywestern,2018,,08,16.0,0.0,7.8
Julia Marshall,trinitywestern,2018,,09,20.0,20.0,25.1
Jessie Brown,trinitywestern,2018,,10,20.0,20.0,28.8
Ashleigh Barnes,trinitywestern,2018,,11,20.0,1.0,18.8
Breanna Cabuco,trinitywestern,2018,,12,13.0,0.0,9.3
Grace Guderyan,trinitywestern,2018,,13,0.0,0.0,0.0
Tessa Ratzlaff,trinitywestern,2018,,14,20.0,19.0,30.2
Teanna Bradshaw,trinitywestern,2018,,15,16.0,0.0,2.8
Ose Obetoh,trinitywestern,2018,,16,5.0,0.0,2.4
Kaitlyn Domingues,ubc,2018,F,01,7.0,0.0,3.0
Marcie Schlick,ubc,2018,S,03,18.0,14.0,21.4
Isabelle Khalifa,ubc,2018,F,04,6.0,0.0,2.8
Ali Norris,ubc,2018,S,06,20.0,19.0,26.1
Krysten Lindquist,ubc,2018,J,07,11.0,0.0,12.4
Dayna Pearce,ubc,2018,F,08,20.0,0.0,15.3
Keylyn Filewich,ubc,2018,S,09,18.0,17.0,29.7
Gabrielle Laguerta,ubc,2018,F,10,20.0,0.0,14.1
Jessica Hanson,ubc,2018,J,11,20.0,19.0,33.0
Dina Strujic,ubc,2018,F,12,17.0,0.0,9.4
Chelsea Hamming,ubc,2018,J,13,0.0,0.0,0.0
Madison Legault,ubc,2018,F,14,20.0,7.0,20.1
Maddison Penn,ubc,2018,J,15,20.0,19.0,30.0
Vanessa Botteselle,ubcokanagan,2018,,2,20.0,16.0,22.4
Carly Corrado,ubcokanagan,2018,,03,20.0,1.0,11.0
Claire Feasby,ubcokanagan,2018,,4,17.0,0.0,8.3
Shenelle Tamminen,ubcokanagan,2018,,5,18.0,18.0,22.3
Kate Johnson,ubcokanagan,2018,,6,20.0,6.0,24.1
Emma Jonas,ubcokanagan,2018,,7,20.0,20.0,27.3
Brianna Falk,ubcokanagan,2018,,8,20.0,1.0,15.3
Lindsey Bott,ubcokanagan,2018,,9,18.0,0.0,10.2
Anastasia Evans,ubcokanagan,2018,,10,18.0,0.0,11.7
Sadie Beers,ubcokanagan,2018,,11,10.0,0.0,5.2
Jordan Korol,ubcokanagan,2018,,12,20.0,19.0,26.1
Emma Johnson,ubcokanagan,2018,,13,19.0,19.0,23.2
Jordyn Cullum,ubcokanagan,2018,,14,3.0,0.0,15.3
Jessica Zawada,ufv,2018,,01,18.0,0.0,18.7
Sara Simovic,ufv,2018,,02,20.0,20.0,33.7
Shayna Litman,ufv,2018,,03,18.0,18.0,31.7
Kate Head,ufv,2018,,04,19.0,19.0,25.4
Victoria Jacobse,ufv,2018,,05,20.0,1.0,19.6
Alexis Worrell,ufv,2018,,06,14.0,0.0,5.4
Taylor Claggett,ufv,2018,,10,19.0,19.0,32.4
Veronica Kobes,ufv,2018,,12,11.0,0.0,2.2
Amanda Thompson,ufv,2018,,14,20.0,20.0,26.0
Katelyn Mallette,ufv,2018,,15,20.0,3.0,17.1
