NAME,TEAM,SEASON,PLYR_YR,NUM,GP,GS,MIN/G
Vanessa Wild,alberta,2017,S,02,16.0,0.0,7.6
Elle Hendershot,alberta,2017,S,03,20.0,20.0,26.8
Cameo Hanlon,alberta,2017,F,04,0.0,0.0,0.0
Shay Crisp,alberta,2017,S,05,20.0,20.0,28.3
Tess Heinricks,alberta,2017,J,06,3.0,0.0,9.0
Maddie Rogers,alberta,2017,S,07,20.0,20.0,29.3
Emma Kary,alberta,2017,F,08,20.0,0.0,18.8
Lauren Earl,alberta,2017,F,09,15.0,0.0,11.6
Brooklyn Legault,alberta,2017,S,10,8.0,4.0,19.3
Sydney Kumar,alberta,2017,J,11,17.0,0.0,8.0
Megan Tywoniuk,alberta,2017,S,12,20.0,20.0,27.1
Aimee Wilson,alberta,2017,J,13,20.0,15.0,17.7
Mackenzie Cook,alberta,2017,F,14,3.0,0.0,2.7
Marinya Marcichiw,alberta,2017,S,15,9.0,0.0,3.6
Mikaela Stanton,brandon,2017,S,01,20.0,20.0,28.6
Kylee Howard,brandon,2017,S,04,17.0,0.0,18.1
Kylie Weckend,brandon,2017,F,06,16.0,0.0,9.0
Logan Biccum,brandon,2017,S,07,15.0,0.0,9.3
Keisha Cox,brandon,2017,S,08,20.0,18.0,31.1
Kinsley Ransom,brandon,2017,S,10,20.0,20.0,25.7
Stephanie Hunter,brandon,2017,J,11,20.0,0.0,12.5
Lauren Anderson,brandon,2017,S,12,20.0,2.0,19.3
Amy Williams,brandon,2017,S,13,19.0,18.0,22.3
Keegan Robinson,brandon,2017,S,14,20.0,16.0,16.2
Adrianna Proulx,brandon,2017,F,15,20.0,6.0,17.2
Shinelle Handzuik,calgary,2017,S,00,20.0,2.0,16.1
Michal Assaf,calgary,2017,S,02,20.0,0.0,19.9
Katie Upham,calgary,2017,F,03,0.0,0.0,0.0
Anmol Mattu,calgary,2017,J,05,20.0,20.0,23.4
Bobbi Jo Colburn,calgary,2017,F,06,20.0,16.0,24.6
Hilary Annich,calgary,2017,S,07,12.0,8.0,16.8
Brie Wilcox,calgary,2017,S,09,12.0,0.0,11.8
Brianna Ghali,calgary,2017,S,10,20.0,19.0,25.1
Freya Szmidt,calgary,2017,S,11,7.0,0.0,15.9
Erin McIntosh,calgary,2017,S,12,20.0,13.0,25.2
Laura Costello,calgary,2017,F,14,8.0,0.0,8.8
Jenna Spruyt,calgary,2017,S,15,0.0,0.0,0.0
Reyna Crawford,calgary,2017,F,21,8.0,0.0,4.5
Shannon Hatch,calgary,2017,S,22,9.0,4.0,14.8
Maria Massuet Puig,calgary,2017,F,23,8.0,8.0,15.1
Mozanga Ekwalanga,calgary,2017,S,24,16.0,0.0,10.7
Lauren Seabrook,calgary,2017,S,25,20.0,10.0,16.4
Alyssa Hoveling,lethbridge,2017,F,01,19.0,0.0,9.7
Katie Keith,lethbridge,2017,S,03,18.0,17.0,29.2
Teesha Olson,lethbridge,2017,S,04,19.0,15.0,25.5
Isabel Rattai,lethbridge,2017,F,05,20.0,2.0,14.2
Malayah Bruno,lethbridge,2017,J,06,9.0,0.0,6.0
Danielle Fritzke,lethbridge,2017,J,07,20.0,6.0,14.2
Zoe Dahl,lethbridge,2017,S,08,20.0,20.0,28.3
Kaitlin Bracko,lethbridge,2017,S,09,20.0,3.0,13.7
Mariah Miller,lethbridge,2017,S,10,2.0,2.0,19.0
Kathryn Hankins,lethbridge,2017,J,12,20.0,17.0,26.6
Jessica Bachynski,lethbridge,2017,J,13,19.0,18.0,29.9
Mylanda Miller,lethbridge,2017,F,14,20.0,0.0,9.2
Anna Houtman,lethbridge,2017,J,15,7.0,0.0,3.4
Tajzha Doman,macewan,2017,,00,0.0,0.0,0.0
Areena Lewis,macewan,2017,,01,6.0,0.0,2.5
Kyre Thompson,macewan,2017,,02,10.0,0.0,3.0
Ellie McCarthy,macewan,2017,,03,17.0,1.0,5.8
Kristen Monfort-Palomino,macewan,2017,,04,20.0,19.0,21.8
Amber Easthope,macewan,2017,,05,3.0,0.0,4.3
Carly McHarg,macewan,2017,,06,0.0,0.0,0.0
Juhee Thompson,macewan,2017,,07,16.0,0.0,15.6
Brielle Wise,macewan,2017,,08,17.0,0.0,19.6
Kathryn Sutherland,macewan,2017,,09,20.0,0.0,12.0
Kerilynn MacLennan,macewan,2017,,10,20.0,15.0,20.5
Paige Knull,macewan,2017,,11,20.0,20.0,26.6
Kayla Ivicak,macewan,2017,,12,20.0,20.0,29.0
Madison Terbasket-Winser,macewan,2017,,13,0.0,0.0,0.0
Alexandra Lauber,macewan,2017,,14,20.0,5.0,21.9
Kendall Lydon,macewan,2017,,15,20.0,20.0,30.9
Montana Kinzel,manitoba,2017,J,01,0.0,0.0,0.0
Taylor Randall,manitoba,2017,F,03,20.0,20.0,28.8
Keziah Brothers,manitoba,2017,F,04,20.0,1.0,20.6
Tianna Mighty,manitoba,2017,J,05,20.0,13.0,25.0
Shanelle Haliuk,manitoba,2017,F,06,8.0,0.0,4.6
Cara Neufeld,manitoba,2017,S,07,20.0,1.0,15.7
Emma Thompson2,manitoba,2017,S,08,20.0,16.0,27.7
Lana Mackic,manitoba,2017,F,09,0.0,0.0,0.0
Nicole Konieczny,manitoba,2017,S,10,15.0,15.0,32.3
Claire Harvey,manitoba,2017,S,11,0.0,0.0,0.0
Rebecca Potter,manitoba,2017,S,12,20.0,19.0,22.9
Kyla Balfour,manitoba,2017,F,13,0.0,0.0,0.0
Brittanie Parisien,manitoba,2017,F,14,20.0,2.0,20.2
Tiara Licsi,manitoba,2017,J,15,20.0,13.0,13.1
Maria Blanco Belver,mountroyal,2017,,01,0.0,0.0,0.0
Keara McCallum,mountroyal,2017,,02,18.0,0.0,7.9
Drew Knox,mountroyal,2017,,03,20.0,10.0,22.6
Marnie Garner,mountroyal,2017,,04,20.0,0.0,11.1
Angela Driscoll,mountroyal,2017,,05,20.0,20.0,30.3
Marina Kehrig,mountroyal,2017,,08,20.0,10.0,18.9
Michelle Tiffany,mountroyal,2017,,10,20.0,20.0,27.8
Becky Nash,mountroyal,2017,,11,20.0,20.0,30.8
Erin Kehrig,mountroyal,2017,,12,20.0,18.0,25.4
Abbey Gillette,mountroyal,2017,,13,20.0,2.0,21.8
Charlotte Kot,regina,2017,S,01,3.0,3.0,18.7
Michaela Kleisinger,regina,2017,S,02,20.0,9.0,19.9
Katie Polischuk,regina,2017,S,03,20.0,20.0,27.0
Avery Pearce,regina,2017,S,04,20.0,11.0,17.1
Caitlin Zacharias,regina,2017,S,05,20.0,0.0,9.4
Kyia Giles,regina,2017,F,06,16.0,0.0,13.4
Sara Hubenig,regina,2017,S,07,20.0,13.0,22.2
Kaitlyn Tonita,regina,2017,F,08,0.0,0.0,0.0
Kyanna Giles,regina,2017,F,09,20.0,19.0,25.4
Ainsley MacIntyre,regina,2017,S,10,19.0,6.0,16.9
Britton Belyk,regina,2017,J,11,20.0,0.0,11.3
Christina McCusker,regina,2017,J,12,20.0,17.0,20.4
Angela Bongomin,regina,2017,F,14,19.0,2.0,9.9
Alexi Rowden,regina,2017,S,15,19.0,0.0,8.9
Erin Taylor,regina,2017,F,20,0.0,0.0,0.0
Maya Olynyk,saskatchewan,2017,,00,18.0,1.0,13.6
Libby Epoch,saskatchewan,2017,,01,20.0,19.0,31.9
Christy Fehr,saskatchewan,2017,,02,6.0,0.0,5.3
Madeline Humbert,saskatchewan,2017,,03,20.0,2.0,15.5
Brianna Fehr,saskatchewan,2017,,04,14.0,0.0,7.1
Sabine Dukate,saskatchewan,2017,,05,18.0,18.0,31.5
Sascha Lichtenwald,saskatchewan,2017,,06,8.0,3.0,22.4
Megan Ahlstrom,saskatchewan,2017,,07,20.0,18.0,25.2
Megan Lindquist,saskatchewan,2017,,09,20.0,19.0,24.8
Kassidy Konkin,saskatchewan,2017,,10,7.0,1.0,12.3
Summer Masikewich,saskatchewan,2017,,11,20.0,19.0,24.2
Kelsey Lalor,saskatchewan,2017,,12,17.0,0.0,7.0
Janaya Brown,saskatchewan,2017,,13,11.0,0.0,4.5
Vera Crooks,saskatchewan,2017,,15,20.0,0.0,9.6
Madeline Neumann,thompsonrivers,2017,,01,14.0,0.0,6.3
Amanda Purssell,thompsonrivers,2017,,02,2.0,0.0,2.0
Chelsea Hoey,thompsonrivers,2017,,04,20.0,7.0,24.9
Cassie Rerick,thompsonrivers,2017,,05,9.0,0.0,9.8
Danya Lincoln,thompsonrivers,2017,,06,13.0,0.0,4.8
Emma Piggin,thompsonrivers,2017,,07,20.0,20.0,26.8
Leilani Carney,thompsonrivers,2017,,08,20.0,20.0,28.5
Emily Vilac,thompsonrivers,2017,,09,20.0,14.0,24.9
Shenise Sigsworth,thompsonrivers,2017,,10,20.0,20.0,28.8
Audrey Rankin,thompsonrivers,2017,,11,20.0,0.0,11.0
Kanesha Reeves,thompsonrivers,2017,,12,20.0,1.0,14.1
Michelle Bos,thompsonrivers,2017,,14,20.0,18.0,28.2
Riley Oien,thompsonrivers,2017,,15,1.0,0.0,11.0
Juliet King,trinitywestern,2017,,01,17.0,0.0,4.6
Mariah Perry,trinitywestern,2017,,02,1.0,0.0,1.0
Sarah Buckingham,trinitywestern,2017,,03,20.0,0.0,14.7
Alicia Unruh,trinitywestern,2017,,04,3.0,0.0,1.0
Kayla Gordon,trinitywestern,2017,,05,20.0,20.0,30.9
Natalie Carkner,trinitywestern,2017,,06,20.0,20.0,28.1
Luca Schmidt,trinitywestern,2017,,07,20.0,20.0,30.0
Jamie Andrews Stobart,trinitywestern,2017,,08,18.0,1.0,5.1
Julia Marshall,trinitywestern,2017,,09,14.0,0.0,10.6
Jessie Brown,trinitywestern,2017,,10,20.0,19.0,27.7
Ashleigh Barnes,trinitywestern,2017,,11,20.0,1.0,16.4
Breanna Cabuco,trinitywestern,2017,,12,19.0,0.0,5.6
Grace Guderyan,trinitywestern,2017,,13,1.0,0.0,0.0
Tessa Ratzlaff,trinitywestern,2017,,14,19.0,19.0,29.5
Teanna Bradshaw,trinitywestern,2017,,15,5.0,0.0,3.0
Simran Grewal,trinitywestern,2017,,16,0.0,0.0,0.0
Shilpa Khanna,ubc,2017,S,02,20.0,16.0,21.5
Marcie Schlick,ubc,2017,F,03,13.0,0.0,5.1
Cherub Lum,ubc,2017,S,04,0.0,0.0,0.0
Samantha Baumgartner,ubc,2017,F,05,20.0,1.0,12.3
Ali Norris,ubc,2017,F,06,20.0,4.0,20.3
Krysten Lindquist,ubc,2017,S,07,20.0,0.0,16.4
Kara Spotton,ubc,2017,S,08,20.0,20.0,25.6
Keylyn Filewich,ubc,2017,F,09,20.0,0.0,17.1
Gabrielle Laguerta,ubc,2017,F,10,5.0,0.0,3.4
Jessica Hanson,ubc,2017,S,11,20.0,20.0,27.6
Andrea Strujic,ubc,2017,S,12,20.0,20.0,22.4
Chelsea Hamming,ubc,2017,S,13,8.0,0.0,4.8
Susan Thompson,ubc,2017,S,14,20.0,0.0,9.9
Maddison Penn,ubc,2017,S,15,20.0,19.0,23.4
Vanessa Botteselle,ubcokanagan,2017,J,01,20.0,5.0,17.6
Emily Kanester,ubcokanagan,2017,S,02,20.0,19.0,29.2
Carly Corrado,ubcokanagan,2017,S,03,11.0,0.0,3.5
Shenelle Tamminen,ubcokanagan,2017,S,05,20.0,0.0,13.1
Chloe Kennedy,ubcokanagan,2017,S,06,20.0,19.0,27.3
Emma Jonas,ubcokanagan,2017,F,07,20.0,0.0,15.7
Olivia Johnson,ubcokanagan,2017,S,10,20.0,14.0,15.7
Emma Johnson,ubcokanagan,2017,S,11,20.0,0.0,9.6
Jordan Korol,ubcokanagan,2017,S,12,20.0,19.0,25.1
Claire Elliott,ubcokanagan,2017,S,13,20.0,19.0,31.8
Nicole Hart,ubcokanagan,2017,F,15,19.0,0.0,15.3
Jordyn Cullum,ubcokanagan,2017,R,,0.0,0.0,0.0
Jessica Zawada,ufv,2017,,01,20.0,0.0,11.2
Sara Simovic,ufv,2017,,02,19.0,19.0,30.9
Shayna Litman,ufv,2017,,03,20.0,20.0,30.3
Victoria Jacobse,ufv,2017,,05,20.0,0.0,11.7
Kayli Sartori,ufv,2017,,07,20.0,20.0,32.5
Sydney Williams,ufv,2017,,08,20.0,19.0,28.1
Jessica Cameron,ufv,2017,,09,11.0,0.0,4.0
Taylor Claggett,ufv,2017,,10,20.0,20.0,33.8
Katherine Holden,ufv,2017,,11,2.0,0.0,2.0
Veronica Kobes,ufv,2017,,12,3.0,0.0,2.0
Amelia Worrell,ufv,2017,,13,14.0,0.0,4.0
Amanda Thompson,ufv,2017,,14,20.0,2.0,17.5
Alina Shakirova,unbc,2017,F,03,0.0,0.0,0.0
Kylie Pozniak,unbc,2017,S,04,20.0,19.0,13.8
Issy Bourque,unbc,2017,S,05,12.0,0.0,11.0
Madison Landry,unbc,2017,F,06,20.0,0.0,19.6
Stacey Graham,unbc,2017,S,07,20.0,1.0,18.1
Hannah Pudlas,unbc,2017,J,08,17.0,9.0,20.1
Emily Holmes,unbc,2017,S,09,20.0,0.0,10.5
Eleni Steriopoulou,unbc,2017,J,10,20.0,11.0,16.9
Emily Aase,unbc,2017,S,11,18.0,1.0,13.3
Maria Mongomo,unbc,2017,S,12,20.0,20.0,31.4
Vasiliki Louka,unbc,2017,j,13,20.0,20.0,33.0
Kassidy Dick,unbc,2017,F,14,8.0,0.0,6.3
Preety Nijjar,unbc,2017,S,15,19.0,19.0,20.8
Andrea Psotka,victoria,2017,,01,0.0,0.0,0.0
Calli McMillan,victoria,2017,,02,18.0,0.0,10.8
Amira Giannattasio,victoria,2017,,03,20.0,19.0,27.9
Morgan Roskelley,victoria,2017,,04,16.0,0.0,7.0
Aiden Kilcommons,victoria,2017,,05,2.0,0.0,5.0
Jenna Krug,victoria,2017,,06,20.0,19.0,31.7
Aleah Ashlee,victoria,2017,,07,19.0,0.0,12.1
Krysten Mullen,victoria,2017,,08,13.0,0.0,9.6
Kristy Gallagher,victoria,2017,,09,13.0,0.0,18.9
Nicole Karstein,victoria,2017,,10,20.0,19.0,27.6
Marissa Dheensaw,victoria,2017,,11,20.0,19.0,25.7
Katie Langdon,victoria,2017,,12,18.0,0.0,7.1
Jenna Bugiardini,victoria,2017,,13,20.0,19.0,32.1
Jasmine DeVries,victoria,2017,,14,1.0,0.0,2.0
Paige Thomson,victoria,2017,,15,17.0,0.0,5.8
Claire DeMug,victoria,2017,,16,0.0,0.0,0.0
Antoinette Miller,winnipeg,2017,S,01,20.0,20.0,32.4
Katie Hastings Van,winnipeg,2017,S,03,16.0,0.0,11.6
Lena Wenke,winnipeg,2017,J,06,20.0,20.0,24.1
Megan Noonan,winnipeg,2017,S,07,18.0,18.0,31.9
Kerri Kuzbyt,winnipeg,2017,S,08,16.0,16.0,26.6
Faith Hezekiah,winnipeg,2017,J,09,20.0,2.0,20.4
Kaelei Knutson,winnipeg,2017,J,10,5.0,0.0,3.0
Shawn Pallister,winnipeg,2017,S,11,20.0,0.0,9.9
Augusta Kievisaite,winnipeg,2017,S,12,20.0,0.0,9.9
Paige Hastings Van,winnipeg,2017,S,13,20.0,12.0,10.8
Taylor Thorkelsson,winnipeg,2017,S,14,20.0,5.0,18.8
Skylar Boulanger,winnipeg,2017,S,15,20.0,7.0,13.8
Ellen Hatt,acadia,2018,J,1,19.0,1.0,18.9
Haley McDonald,acadia,2018,S,2,20.0,19.0,31.1
Miranda Crawley,acadia,2018,F,3,15.0,0.0,3.5
Rachel Clouatre-Trudeau,acadia,2018,F,4,20.0,0.0,12.7
Alyson Fulton,acadia,2018,J,5,0.0,0.0,0.0
Kelsey Rice,acadia,2018,J,6,6.0,6.0,23.7
Chanel Smith,acadia,2018,S,7,20.0,20.0,27.6
Katie Ross,acadia,2018,S,8,17.0,14.0,31.4
Taylor Tolliver,acadia,2018,F,10,13.0,0.0,5.1
Paloma Anderson,acadia,2018,S,11,20.0,20.0,31.0
Claire Ayotte,acadia,2018,F,12,15.0,0.0,4.0
Sarsha Cadle,acadia,2018,F,13,19.0,0.0,8.7
Alexandra Berry,acadia,2018,S,14,20.0,20.0,25.1
Kaisen MacKinnon,acadia,2018,F,15,16.0,0.0,4.0
Toni Bianchini,capebreton,2018,,5,20.0,18.0,26.8
Ava Prosser,capebreton,2018,,7,12.0,0.0,2.8
Madison Munro,capebreton,2018,,8,20.0,13.0,23.5
Timea Peter,capebreton,2018,,9,2.0,1.0,19.5
Sarah Hiscock,capebreton,2018,,10,17.0,0.0,11.1
MacKenzee Ryan,capebreton,2018,,11,20.0,14.0,24.1
Alison Keough,capebreton,2018,,12,20.0,20.0,33.0
Valentina Primossi,capebreton,2018,,13,20.0,7.0,26.7
Sandra Amoah,capebreton,2018,,15,20.0,7.0,21.1
Adrianna Beck,capebreton,2018,,21,2.0,0.0,0.0
Alexus King,capebreton,2018,,23,11.0,0.0,3.5
Hannah Brown,capebreton,2018,,34,20.0,20.0,31.1
Ariel Provo,dalhousie,2018,F,3,20.0,6.0,20.1
Diedre Alexander,dalhousie,2018,S,4,16.0,9.0,29.2
Sophie Gaube,dalhousie,2018,J,5,20.0,14.0,28.4
Karina May,dalhousie,2018,S,6,20.0,6.0,19.9
Ashley Jackson,dalhousie,2018,S,7,2.0,0.0,2.0
Chelsea Slawter-Wright,dalhousie,2018,J,9,20.0,13.0,19.6
Robertha Charles,dalhousie,2018,S,10,20.0,20.0,26.6
Ashley Cain,dalhousie,2018,S,11,20.0,8.0,19.3
Michele Tchiakoua,dalhousie,2018,S,12,18.0,16.0,24.5
Katelyn Scott,dalhousie,2018,F,13,17.0,1.0,5.3
Claire Hickman,dalhousie,2018,S,14,14.0,7.0,18.2
Meghan Greenland,dalhousie,2018,F,20,20.0,0.0,8.4
Jane Baird,memorial,2018,,4,20.0,20.0,26.1
Sammi Deakin-Sharpe,memorial,2018,,5,20.0,7.0,21.0
Mona Frey,memorial,2018,,6,17.0,0.0,5.5
Ashley Collins,memorial,2018,,8,16.0,0.0,5.3
Breena Power,memorial,2018,,10,14.0,0.0,2.4
Rosie Stanoev,memorial,2018,,11,19.0,19.0,28.3
Cameron Longley,memorial,2018,,12,20.0,0.0,14.8
Kelsey Moore,memorial,2018,,13,20.0,0.0,9.0
Sydney Stewart,memorial,2018,,14,12.0,12.0,27.1
Andreanne Ennis,memorial,2018,,15,8.0,0.0,4.8
Lindsay Taylor,memorial,2018,,21,20.0,20.0,26.9
Haille Nickerson,memorial,2018,,23,20.0,2.0,19.6
Brooklyn Wright,memorial,2018,,24,20.0,20.0,28.8
Jada Yeo,saintmarys,2018,2n,4,20.0,19.0,25.6
Jasmine Cain,saintmarys,2018,2n,6,20.0,20.0,33.0
Katrina Murrell,saintmarys,2018,5t,9,20.0,20.0,31.6
Jessica Daniel,saintmarys,2018,2n,10,10.0,0.0,0.9
Kendra MacKinnon,saintmarys,2018,1s,11,20.0,0.0,8.3
Belinda Ndaye,saintmarys,2018,4t,12,20.0,2.0,11.6
Josie Gascoigne,saintmarys,2018,3r,13,19.0,1.0,13.6
Kennisha-Shanice Luberisse,saintmarys,2018,4t,14,19.0,19.0,35.5
Michela Barresi,saintmarys,2018,2n,15,17.0,0.0,4.2
Shanieka Wood,saintmarys,2018,4t,21,20.0,18.0,28.7
Courtney Cain-Nordin,saintmarys,2018,3r,22,13.0,1.0,17.2
Chelsea Provo,stfx,2018,J,4,10.0,5.0,22.3
Caroline Hrabinski,stfx,2018,S,5,20.0,20.0,33.0
Tania Tesson,stfx,2018,F,6,3.0,0.0,6.3
Claudia Fulton,stfx,2018,F,7,0.0,0.0,0.0
Kimberly Kingsbury,stfx,2018,F,8,20.0,8.0,21.8
Lexy Parkin,stfx,2018,F,9,3.0,0.0,4.0
Maggie Segeren,stfx,2018,S,10,13.0,0.0,6.9
Jessica Miller,stfx,2018,S,11,18.0,0.0,16.8
Sammie Amoh,stfx,2018,S,12,20.0,1.0,7.3
Holly Scott,stfx,2018,J,14,20.0,14.0,20.8
Katie MacIntosh,stfx,2018,S,15,19.0,15.0,22.5
Alexandra MacLean,stfx,2018,F,17,7.0,1.0,10.9
Samantha Minicucci,stfx,2018,S,21,20.0,19.0,21.1
Jamie McCarron,stfx,2018,J,22,20.0,13.0,23.9
Allison Reno,stfx,2018,S,23,14.0,0.0,8.8
Leah Fahey,stfx,2018,S,24,18.0,0.0,4.7
Kendra Smith,stfx,2018,J,34,10.0,4.0,16.0
Mikaela Dodig,unb,2018,,4,20.0,20.0,31.1
Grace Simpson,unb,2018,,5,14.0,2.0,15.0
Colleen Daly,unb,2018,,6,5.0,0.0,19.2
Bailey Black,unb,2018,,7,0.0,0.0,0.0
Laura Kaye,unb,2018,,8,19.0,19.0,30.4
Jane Boyle,unb,2018,,9,0.0,0.0,0.0
Emily MacLeod,unb,2018,,10,18.0,13.0,23.3
Gillian Cumby,unb,2018,,11,18.0,0.0,7.0
Nicole Esson,unb,2018,,12,20.0,16.0,26.9
Krystal Osburn,unb,2018,,13,14.0,2.0,15.8
Grace Wade,unb,2018,,14,12.0,9.0,17.8
Eva Tumwine,unb,2018,,15,20.0,5.0,20.1
Hannah Currie,unb,2018,,20,15.0,14.0,23.9
Olivia Penney,unb,2018,,21,10.0,0.0,5.1
Megan Campbell,unb,2018,,23,20.0,0.0,9.8
Tamara Timm,upei,2018,3r,0,0.0,0.0,0.0
Jenna Mae Ellsworth,upei,2018,2n,4,20.0,20.0,34.9
Lauren Shallow,upei,2018,S,5,1.0,0.0,1.0
Leah Robinson,upei,2018,S,6,2.0,0.0,1.5
Lauren Fleming,upei,2018,F,7,8.0,0.0,3.6
Reese Baxendale,upei,2018,F,8,20.0,20.0,30.4
Victoria Barbour,upei,2018,2n,9,14.0,0.0,4.6
Julie Campbell,upei,2018,J,10,15.0,0.0,4.6
Karla Yepez,upei,2018,S,11,20.0,3.0,21.1
Jane McLaughlin,upei,2018,4t,12,20.0,17.0,24.9
Kiera Rigby,upei,2018,S,13,20.0,20.0,31.7
Annabelle Charron,upei,2018,F,14,20.0,0.0,9.6
Carolina Del Santo,upei,2018,S,15,20.0,20.0,28.3
Jennifer Newman,upei,2018,J,21,9.0,0.0,5.2
Kimeshia Henry,upei,2018,3r,23,19.0,0.0,8.5
Edith Noblecilla,bishops,2018,5t,04,16.0,16.0,34.6
Metchline Gabelus,bishops,2018,S,05,16.0,3.0,13.7
Ashley Milhomme,bishops,2018,J,06,16.0,14.0,27.1
Layla Mahoubi,bishops,2018,F,07,1.0,0.0,0.0
Jessica Dodig,bishops,2018,F,08,9.0,0.0,2.7
Eva Kuhar,bishops,2018,S,09,5.0,0.0,2.0
Noemie Hamel-Petit,bishops,2018,J,10,15.0,1.0,16.5
Maude Archambault,bishops,2018,S,12,16.0,10.0,24.6
Jenae Grayer,bishops,2018,,13,0.0,0.0,0.0
Mara Marchizotti,bishops,2018,5t,15,16.0,16.0,33.2
Sara Bazinet,bishops,2018,F,21,4.0,0.0,2.5
Marie-Evrardine Berrouette,bishops,2018,F,22,16.0,16.0,30.3
Eve-Marie Houle,bishops,2018,F,23,9.0,0.0,3.4
Maeva Dinalle,bishops,2018,S,24,15.0,4.0,17.8
Sabrina Stambouli,concordia,2018,,04,11.0,0.0,15.7
Elise Roy,concordia,2018,,05,16.0,5.0,21.4
Sabrina Lineus,concordia,2018,,06,3.0,0.0,0.0
Caroline Task,concordia,2018,,07,16.0,16.0,33.7
Aurelie D'Anjou,concordia,2018,,09,14.0,8.0,23.6
Marvia Dean,concordia,2018,,10,14.0,6.0,17.2
Kim Lehoux,concordia,2018,,11,7.0,0.0,2.7
Coralie Dumont,concordia,2018,,12,16.0,16.0,31.3
Jessica Joly,concordia,2018,,13,13.0,5.0,16.0
Ashley Moss,concordia,2018,,14,15.0,13.0,24.6
Ornella Zaatar,concordia,2018,,15,4.0,0.0,0.0
Jazlin Barker,concordia,2018,,21,14.0,11.0,33.6
Marvadene Anderson,concordia,2018,,44,1.0,0.0,0.0
Genevieve Derome,laval,2018,,04,16.0,2.0,15.9
Carrie-Ann Auger,laval,2018,,05,16.0,1.0,13.9
Raphaelle Cote,laval,2018,,06,15.0,14.0,32.5
Frederique Beauchamp,laval,2018,,07,8.0,0.0,2.5
Claudia Emond,laval,2018,,08,16.0,14.0,30.0
Jane Gagne,laval,2018,,09,15.0,14.0,28.4
Marie-Pier Champagne,laval,2018,,10,15.0,0.0,6.2
Koralie Melancon,laval,2018,,11,9.0,0.0,6.1
Kim Letang,laval,2018,,12,1.0,0.0,1.0
Sarah-Jane Marois,laval,2018,,13,16.0,15.0,33.9
Naomi Lavallee,laval,2018,,14,15.0,1.0,14.7
Djamila A. triquet,laval,2018,,15,7.0,0.0,3.0
Lea Dominique,laval,2018,,20,15.0,14.0,21.7
Gabrielle R.-Marcoux,laval,2018,,21,9.0,0.0,4.0
Laurie Pelletier,laval,2018,,23,3.0,0.0,5.3
Frederique Potvin,mcgill,2018,S,4,16.0,15.0,30.8
Gladys Hakizimana,mcgill,2018,J,5,16.0,15.0,30.4
Chiso Ufondu,mcgill,2018,J,6,8.0,0.0,8.6
Kiana Scantlebury,mcgill,2018,F,8,13.0,0.0,4.9
Marie-Love Michel,mcgill,2018,S,9,15.0,14.0,24.7
Maggy Chabot,mcgill,2018,F,10,14.0,0.0,5.7
Geraldine Cabillo-Abante,mcgill,2018,J,11,16.0,15.0,24.8
Van Sry,mcgill,2018,F,12,9.0,0.0,2.1
Ruth Tshikudi-Tshila,mcgill,2018,S,13,16.0,0.0,8.1
Charlotte Clayton,mcgill,2018,F,14,15.0,0.0,20.9
Darnelle Noel,mcgill,2018,F,15,0.0,0.0,0.0
Stephanie Guinois-Cote,mcgill,2018,J,20,15.0,1.0,8.3
Alex Kiss-Rusk,mcgill,2018,S,21,16.0,15.0,32.3
Kamsi Ogbudibe,mcgill,2018,F,22,0.0,0.0,0.0
Audreanne Jean,uqam,2018,S,04,13.0,0.0,10.8
Bianca Marois,uqam,2018,,05,0.0,0.0,0.0
Eve Labissiere,uqam,2018,,07,1.0,0.0,0.0
Roxanne Douaire,uqam,2018,,08,16.0,16.0,30.7
Sarah Cabana,uqam,2018,,09,16.0,16.0,30.3
Raphaelle Roy-Ash,uqam,2018,,10,15.0,0.0,6.5
Stephanie Robichaud,uqam,2018,,11,3.0,0.0,0.7
Annabelle Baku,uqam,2018,,12,10.0,0.0,5.8
Alexe Dufresne,uqam,2018,,13,16.0,16.0,29.7
Audrey Methot,uqam,2018,F,14,6.0,0.0,2.5
Inga Aleksaite,uqam,2018,,15,16.0,0.0,16.6
Clara Blachier,uqam,2018,S,20,16.0,16.0,35.7
Jessica Lubin,uqam,2018,,21,16.0,16.0,32.5
veronique Boivin,uqam,2018,,22,13.0,0.0,6.5
Jacqueline Reine,uqam,2018,,23,3.0,0.0,1.7
Madison Cameron,algoma,2018,,3,12.0,0.0,9.8
Karina Cole,algoma,2018,,5,24.0,23.0,31.2
Cassandra Cushnie,algoma,2018,,7,24.0,0.0,13.1
Karly Fracalanza,algoma,2018,,9,14.0,9.0,24.0
Sydney Resch,algoma,2018,,10,24.0,24.0,26.2
Farah Alfar,algoma,2018,,12,22.0,0.0,7.2
Darryn Lindquist,algoma,2018,,13,24.0,6.0,15.3
Mairead Dunn,algoma,2018,,15,20.0,17.0,17.2
Jamerka Martin,algoma,2018,,22,23.0,11.0,21.6
Marlee Ball,algoma,2018,,23,24.0,23.0,23.8
Sawyer Fischer,algoma,2018,,25,21.0,1.0,10.2
Rebecca Wylie,algoma,2018,,33,2.0,0.0,19.5
Kendra Cole,algoma,2018,,50,24.0,7.0,13.0
Ginny Cape,brock,2018,,03,16.0,0.0,5.8
Brooke Murdoch,brock,2018,,04,24.0,22.0,29.8
Ana Caldeira rua,brock,2018,,05,17.0,12.0,23.8
Allie Columbus,brock,2018,,07,0.0,0.0,0.0
